nexus.	21600	in	soa	ns-tld1.charlestonroadregistry.com. cloud-dns-hostmaster.google.com. 2026010509 21600 3600 259200 900
gash.nexus.	10800	in	ns	fortaleza.ns.porkbun.com.
gash.nexus.	10800	in	ns	maceio.ns.porkbun.com.
gash.nexus.	10800	in	ns	salvador.ns.porkbun.com.
gather.nexus.	10800	in	ns	ns1.siteground.net.
gather.nexus.	10800	in	ns	ns2.siteground.net.
gather2nourish.nexus.	10800	in	ns	curitiba.ns.porkbun.com.
gather2nourish.nexus.	10800	in	ns	fortaleza.ns.porkbun.com.
gather2nourish.nexus.	10800	in	ns	maceio.ns.porkbun.com.
gather2nourish.nexus.	10800	in	ns	salvador.ns.porkbun.com.
gb0i2s1ekuh5k9si6h4r34q1tcu1kmqu.nexus.	900	in	nsec3	1 0 1 1ECB6C8E1E197EE5 GBL30V1PRRVK1N1A7LH9HMN56HLSH8NM NS
gb0i2s1ekuh5k9si6h4r34q1tcu1kmqu.nexus.	900	in	rrsig	NSEC3 8 2 900 20260126072134 20260104072134 65268 nexus. XE/p06syrbCA2tz4BDwUqHl+fB+8qAu90rgUHRsczaTQFLpO+xPC3+vhFBgZH2/V9InC+OzBD+hBlSJP3PsaNPrJ1oPy14TM59GbLTvcv+vYY9uaxOTR/92l3751UaO6zdB2V5Pbtr7WaTo/vgXwnzthHAqbzEE+aq2mpVnDofY=
gbl30v1prrvk1n1a7lh9hmn56hlsh8nm.nexus.	900	in	nsec3	1 0 1 1ECB6C8E1E197EE5 GBR2R6G3H7RABAM5OBJL7QSJ37T29QQ3 NS
gbl30v1prrvk1n1a7lh9hmn56hlsh8nm.nexus.	900	in	rrsig	NSEC3 8 2 900 20260126072134 20260104072134 65268 nexus. UviI4dAQ6YQM57RHeDmmHwio2i4/NO4PxlpIAPGRKz8YmyEh2GVCOrPJxHzpBKVNJgXb2eiK9BhTGeot3APULGTTtVET8l2NyUCSz6DVBS7rM7ejvXgYyp/MhurXhmJ+eBcquJiFeo1J4wVGsD+gPAJB+cTsY5Hf9u4ts2rSKbY=
gbr2r6g3h7rabam5objl7qsj37t29qq3.nexus.	900	in	nsec3	1 0 1 1ECB6C8E1E197EE5 GC20Q6MSNLCEE266FFIRT81O3OLTRR79 NS
gbr2r6g3h7rabam5objl7qsj37t29qq3.nexus.	900	in	rrsig	NSEC3 8 2 900 20260126072134 20260104072134 65268 nexus. g9EiyVsqliLsymElpj3xzLQ6IXAqnCIWTlu3Rb40+joQr5QjeX2t635mq2nLfS2pp0ZCjKmmISJEsmGvJFyONi/htiV1iwZaqOxep+AT7MIpitA0HNmxQZiOl8aA58AmA8JYUEDLjcttFUIIQi7dluEvcDloyoPHDUJ/KBNn7M0=
gbrdp.nexus.	10800	in	ns	ns1.dnsip.com.
gbrdp.nexus.	10800	in	ns	ns2.dnsip.com.
gc20q6msnlcee266ffirt81o3oltrr79.nexus.	900	in	nsec3	1 0 1 1ECB6C8E1E197EE5 GCH7QUNR2D68GAE8ETVK1BKSQU81MNNP NS
gc20q6msnlcee266ffirt81o3oltrr79.nexus.	900	in	rrsig	NSEC3 8 2 900 20260126072134 20260104072134 65268 nexus. KI0J4sgAau1rjbICK8XX8BDshkZBEocNyYsdPy6KKrTJF7F8jjk1JJcpX7lPKIRd86P0P4MXZELAkAcuVZVBChz9Vvu+BBdqhqu+4NbUIbKKDyAdFAK1a+2o4AMpjEXVcaBhHwh8tun/o29/4dDEJy293GZ8Xk5Oh4V0NWqGHoA=
gce.nexus.	10800	in	ns	ns01.trademarkarea.com.
gce.nexus.	10800	in	ns	ns02.trademarkarea.com.
gce.nexus.	10800	in	ns	ns03.trademarkarea.com.
gcg-rp.nexus.	10800	in	ns	ns1.variomedia.de.
gcg-rp.nexus.	10800	in	ns	ns2.variomedia.de.
gch7qunr2d68gae8etvk1bksqu81mnnp.nexus.	900	in	nsec3	1 0 1 1ECB6C8E1E197EE5 GCM09GKA2BKBRP4P6SNOG6VOH50RGBJH NS
gch7qunr2d68gae8etvk1bksqu81mnnp.nexus.	900	in	rrsig	NSEC3 8 2 900 20260126072134 20260104072134 65268 nexus. SoVkCLC7Y20e7PY3JxCttaOb3R0/HGnEZLymcZzES+N6porkQKT3Eyu/xoYOrcLdRUIc00GHEAIhJWxgKUaKCqAGcKKRmt19VtWmM+UtioQb4nsKlyn/UvwxRdYLlh5kwqnlHVGOeET1zekEaXSl/JKBgaH8wsYhZrZIMd0qGeM=
gcm09gka2bkbrp4p6snog6voh50rgbjh.nexus.	900	in	nsec3	1 0 1 1ECB6C8E1E197EE5 GCV5NIQRE8EQG2OEV2DD84N7MBC1R0QF NS
gcm09gka2bkbrp4p6snog6voh50rgbjh.nexus.	900	in	rrsig	NSEC3 8 2 900 20260126072134 20260104072134 65268 nexus. EtxGVkVtOcPMnkieUfOxj8Rn6JUfye/S3r8O0lK/iO2hMSHfDLEzzKkQidhKAv5gLig7FVZbxEN8pwPQ6WZ1JX5TyAm8zQhAnm9uj9bdn2opICq6+fvtGvsFxspFJgnoHJGNQtXf8UwHi8vzUUX65+qE7wTTh8+BnRl/RYKtF+0=
gcu.nexus.	10800	in	ns	ns1.hover.com.
gcu.nexus.	10800	in	ns	ns2.hover.com.
gcv5niqre8eqg2oev2dd84n7mbc1r0qf.nexus.	900	in	nsec3	1 0 1 1ECB6C8E1E197EE5 GDEU42Q2261HTDVHLQ32ADQDTMVM4G24 NS
gcv5niqre8eqg2oev2dd84n7mbc1r0qf.nexus.	900	in	rrsig	NSEC3 8 2 900 20260126072134 20260104072134 65268 nexus. RBiCG13O0TBsD7+F2Svpm1OD2k+D0Dqf6t6i5V0Ra2VB4cZH30YKfONDpE2n6otTPMXNx68pm41s1EdvEzrJ3iU3UsIJVoCRhPHioRRTrWBIaAicMi7HkTbpPHchRlAcGpnOLVu6uraL6giN7yEDSJhbILB9FvPYs1ixhRugxbk=
gddtx.nexus.	10800	in	ns	ns7.alidns.com.
gddtx.nexus.	10800	in	ns	ns8.alidns.com.
gdeu42q2261htdvhlq32adqdtmvm4g24.nexus.	900	in	nsec3	1 0 1 1ECB6C8E1E197EE5 GDFRNVL9BMR0CDSENFBSUK44ATEOOKG0 NS
gdeu42q2261htdvhlq32adqdtmvm4g24.nexus.	900	in	rrsig	NSEC3 8 2 900 20260126072134 20260104072134 65268 nexus. JibreEi3I0RgXW2x6YKbrJ43iLg5K3Y84ema/CxinRNSi+cxyBpKEWDQM+zRB8zE75kc9X75JGaA4hXj1zjgnD0LKJo/BWYBViu55vcKSjEdK1ekgXrr6sb+5bkjf8viJHYULhHwixF9CRonInNrsd10VIBjOJCDbh4rx1PcbgY=
gdfrnvl9bmr0cdsenfbsuk44ateookg0.nexus.	900	in	nsec3	1 0 1 1ECB6C8E1E197EE5 GDIMF50LMEKM00GL97S3H5QU8AF45BLC NS
gdfrnvl9bmr0cdsenfbsuk44ateookg0.nexus.	900	in	rrsig	NSEC3 8 2 900 20260126072134 20260104072134 65268 nexus. f0sWq/Xf1zOrLirS+970FFJz774DoZ1xUnekAljj7r5UDF9g5cZd42Bp0RTyiJjI75nPGIHw02ZODSY9SEiDVZPStEM1/PoXdMBURmH6T9DflniNXkqa0UzK75VZP40Ni3rcdatiiF83BNvkczRTJCY68MQ+Ilf+hZEQVd7UCNU=
gdimf50lmekm00gl97s3h5qu8af45blc.nexus.	900	in	nsec3	1 0 1 1ECB6C8E1E197EE5 GE1K46PCNJP3GNS7CM61HO52DLK3R6D5 NS
gdimf50lmekm00gl97s3h5qu8af45blc.nexus.	900	in	rrsig	NSEC3 8 2 900 20260126072134 20260104072134 65268 nexus. fNnZy5D0lx3mEVeyb37kqeNoQ6N3OIl9HdJSOjJ6sC78woAaoTRZfKsV6R3iXeG6canR+BB/fOBjz+fF8qrxFGjbSBU/CFn7b39SzXMyvA3XBqAZgJH6J7F0vSoBaoZIorv1ayuS31tF2Wt3p2iFFER81iOJkmYPZwAAAbaqk+s=
ge.nexus.	10800	in	ns	ns-1496.awsdns-59.org.
ge.nexus.	10800	in	ns	ns-1551.awsdns-01.co.uk.
ge.nexus.	10800	in	ns	ns-473.awsdns-59.com.
ge.nexus.	10800	in	ns	ns-645.awsdns-16.net.
ge1k46pcnjp3gns7cm61ho52dlk3r6d5.nexus.	900	in	nsec3	1 0 1 1ECB6C8E1E197EE5 GEO3GJPQV97V1GU7F09EK9FRITJJQPHE NS
ge1k46pcnjp3gns7cm61ho52dlk3r6d5.nexus.	900	in	rrsig	NSEC3 8 2 900 20260126072134 20260104072134 65268 nexus. U1LAJT55NujlOUHi2W/KIHCyyivSpSqmDB278yKKgofEuuLHiGmB8g6zab7kT6ir8+LHz89nqekcN76nGGM+pa8KZ0qFeBCpyM65A3JN0gs2WOxL8Xd1ybeQ2V7uRw+DbtVcriQpLAO7luz6q8jtllXPvYWOci9wqJq7MmSU1P8=
gearhead.nexus.	10800	in	ns	candy.ns.cloudflare.com.
gearhead.nexus.	10800	in	ns	frank.ns.cloudflare.com.
gearhead.nexus.	900	in	ds	2371 13 2 2431C8C0E533F545F400BDB4A5C46AAA55DDF354551D9318DC189315CA9DC9B2
gearhead.nexus.	900	in	rrsig	DS 8 2 900 20260126072134 20260104072134 65268 nexus. UjjO4d1snIxTgngc/r2eHq7HYwHrJtJ7Kh4x2xwWaS4De2UjglMrndku7f+o1iea6FKhyzqrulAldWa5JqXaQrinHuZyxRQbsxjUKRPWvGPpkgTqOcZkx7ZS+31NJj8sN5Jev//65SyALnZ3V0M3XZYsjV60AoF0Dz3NMzuL61Y=
geas.nexus.	10800	in	ns	curitiba.ns.porkbun.com.
geas.nexus.	10800	in	ns	fortaleza.ns.porkbun.com.
geas.nexus.	10800	in	ns	maceio.ns.porkbun.com.
geas.nexus.	10800	in	ns	salvador.ns.porkbun.com.
gedex.nexus.	10800	in	ns	1-you.njalla.no.
gedex.nexus.	10800	in	ns	2-can.njalla.in.
gedex.nexus.	10800	in	ns	3-get.njalla.fo.
geek.nexus.	10800	in	ns	brenna.ns.cloudflare.com.
geek.nexus.	10800	in	ns	toby.ns.cloudflare.com.
geer.nexus.	10800	in	ns	ns-cloud-b1.googledomains.com.
geer.nexus.	10800	in	ns	ns-cloud-b2.googledomains.com.
geer.nexus.	10800	in	ns	ns-cloud-b3.googledomains.com.
geer.nexus.	10800	in	ns	ns-cloud-b4.googledomains.com.
geer.nexus.	900	in	ds	55481 8 2 1B36A11139BA6FF2CD9BAA23928EE346F43EF8EA75821E046E87A4CE8F96CFC1
geer.nexus.	900	in	rrsig	DS 8 2 900 20260126072134 20260104072134 65268 nexus. O1QGyppitFka2r8XPk6EWliWuD1OF2kNBspSzDajXkDuSHs9TOq7wW0TGNzpDt8NZlMZZhR7/lNabyC79O+bm4wgarU2u3QeVtN0Vf945if/mTHMfI0mtMWE/HhdeSpk3lMtLMmheJjwfZEyjd4qYfmNPXjY7Tmc5uJvlL3nR7o=
geffken.nexus.	10800	in	ns	curitiba.ns.porkbun.com.
geffken.nexus.	10800	in	ns	fortaleza.ns.porkbun.com.
geffken.nexus.	10800	in	ns	maceio.ns.porkbun.com.
geffken.nexus.	10800	in	ns	salvador.ns.porkbun.com.
gehrig.nexus.	10800	in	ns	oaklyn.ns.cloudflare.com.
gehrig.nexus.	10800	in	ns	seth.ns.cloudflare.com.
gelblaster.nexus.	10800	in	ns	ns07.domaincontrol.com.
gelblaster.nexus.	10800	in	ns	ns08.domaincontrol.com.
geminirocket.nexus.	10800	in	ns	evan.ns.cloudflare.com.
geminirocket.nexus.	10800	in	ns	jamie.ns.cloudflare.com.
geminirocket.nexus.	900	in	ds	2371 13 2 94BC8C3E22567A0E8A9BD9A7E320D38A9EA9C64641479158A04240D88BAF110C
geminirocket.nexus.	900	in	rrsig	DS 8 2 900 20260126072134 20260104072134 65268 nexus. EW9HK3hcDTALgVRGFmGaurQdNtboUa4h5kta7cGN64V9Oyc1b/664YOvPFuOnsbNOVEWsGAKuJkZaAM+N92me6bkMdIfRb40FydswugtA1EKWlV66ShGYJ0kR6ydGIUnNkNM7m1e470J/w88aV/oumg9Emzug13JubpcF+ZqcEs=
genai.nexus.	10800	in	ns	dns1.p03.nsone.net.
genai.nexus.	10800	in	ns	dns2.p03.nsone.net.
genai.nexus.	10800	in	ns	dns3.p03.nsone.net.
genai.nexus.	10800	in	ns	dns4.p03.nsone.net.
genderxgreenagenda.nexus.	10800	in	ns	ns1.hover.com.
genderxgreenagenda.nexus.	10800	in	ns	ns2.hover.com.
generativeartificialintelligence.nexus.	10800	in	ns	launch1.spaceship.net.
generativeartificialintelligence.nexus.	10800	in	ns	launch2.spaceship.net.
generativeartificialintelligence.nexus.	900	in	ds	18329 13 2 2A0A975EB7DE2FFC7077256FFAD92CE3EF6C03F2D3BAD946210010775D6B8B59
generativeartificialintelligence.nexus.	900	in	rrsig	DS 8 2 900 20260126072134 20260104072134 65268 nexus. SsuGMbwZF5eu8Xo3lcegbLsxJU32dY5yBquzouIjUIhZC7Lk2GUryUoO8Vonut3G8GKOh7bt9KLy+fkleVv60jSjsk7JpNhPIHQ571QDK6h6f2izgG7H7KTm9XTlIn2lBJaIqtshFu2BITGwfupyBfMzI9tp/Snm+f+hteleoEY=
genie.nexus.	10800	in	ns	curitiba.ns.porkbun.com.
genie.nexus.	10800	in	ns	fortaleza.ns.porkbun.com.
genie.nexus.	10800	in	ns	maceio.ns.porkbun.com.
genie.nexus.	10800	in	ns	salvador.ns.porkbun.com.
gensyn.nexus.	10800	in	ns	dns1.registrar-servers.com.
gensyn.nexus.	10800	in	ns	dns2.registrar-servers.com.
genuss.nexus.	10800	in	ns	pns41.cloudns.net.
genuss.nexus.	10800	in	ns	pns42.cloudns.net.
genx.nexus.	10800	in	ns	athena.ns.cloudflare.com.
genx.nexus.	10800	in	ns	ignacio.ns.cloudflare.com.
geny.nexus.	10800	in	ns	athena.ns.cloudflare.com.
geny.nexus.	10800	in	ns	ignacio.ns.cloudflare.com.
genz.nexus.	10800	in	ns	athena.ns.cloudflare.com.
genz.nexus.	10800	in	ns	ignacio.ns.cloudflare.com.
geo.nexus.	10800	in	ns	pdns07.domaincontrol.com.
geo.nexus.	10800	in	ns	pdns08.domaincontrol.com.
geo3gjpqv97v1gu7f09ek9fritjjqphe.nexus.	900	in	nsec3	1 0 1 1ECB6C8E1E197EE5 GF5EBB58CED79DKOHKTVVQ92H3V8EUJR NS
geo3gjpqv97v1gu7f09ek9fritjjqphe.nexus.	900	in	rrsig	NSEC3 8 2 900 20260126072134 20260104072134 65268 nexus. Xyp8vNXhAtdiOAwy/p5NW0L7gHIiEykCxAW72HKVu9i453snB9QRoEsBCMgFlszjtbzqgbrEGJCGlmi/fQEKN+0vt7lJJ/Rnpdn/oWN0Bo/dEBW3h7sGWXuSYM2zWutk5RuCo1fhvgas+UCzO3r5/IIiVz0HjJLouY0IDthv/Rc=
geodata.nexus.	10800	in	ns	ns1.hover.com.
geodata.nexus.	10800	in	ns	ns2.hover.com.
george.nexus.	10800	in	ns	athena.ns.cloudflare.com.
george.nexus.	10800	in	ns	ignacio.ns.cloudflare.com.
get.nexus.	10800	in	ns	ns1.zdns.google.
get.nexus.	10800	in	ns	ns2.zdns.google.
get.nexus.	10800	in	ns	ns3.zdns.google.
get.nexus.	10800	in	ns	ns4.zdns.google.
getengram.nexus.	10800	in	ns	jason.ns.cloudflare.com.
getengram.nexus.	10800	in	ns	mallory.ns.cloudflare.com.
getengram.nexus.	900	in	ds	2371 13 2 AE0F8F982D1B722D818E95B6A9629A4E4935FC3D2820E1F3D73090BF84A40402
getengram.nexus.	900	in	rrsig	DS 8 2 900 20260126072134 20260104072134 65268 nexus. FWLop970ZEsK2COxHg+St9w2/eRnYnmo5b0cQRm1LIhUwLVCB216pNkvnN+Yx3el+v2ocwKhbVuHcgIPpt6Fn8oItwAlK4ck3itpK7lMEBUBW9e/54wTMkQdsxHGEcDD2/9jy15bbUAuOMqq8VyiiV7oa5qmSjhKbNK9CmLQuzo=
getgpt.nexus.	10800	in	ns	dns1.registrar-servers.com.
getgpt.nexus.	10800	in	ns	dns2.registrar-servers.com.
geth.nexus.	10800	in	ns	ns1.digitalocean.com.
geth.nexus.	10800	in	ns	ns2.digitalocean.com.
geth.nexus.	10800	in	ns	ns3.digitalocean.com.
gf5ebb58ced79dkohktvvq92h3v8eujr.nexus.	900	in	nsec3	1 0 1 1ECB6C8E1E197EE5 GFDM7F3HF207R1872G0RQEIKBUEUL9SF NS
gf5ebb58ced79dkohktvvq92h3v8eujr.nexus.	900	in	rrsig	NSEC3 8 2 900 20260126072134 20260104072134 65268 nexus. MviNxsx/Ehqx7ASm0lDRlLiYN/j2jh7owzo1nVazNoJuIF8BzCRBd2yDeM6DT7jrQU1Tcvqm06kAcHz6+gUfjh90Ot/4Yx2HSVVBiezZRceUrZtb401PdlWEDAHk8ll/EEvwXc90oURJ2pBxjuAcNZdcssrs4n3JAcAj8bUuAec=
gfchjbhgftrhdtrvjvkj.nexus.	10800	in	ns	1-you.njalla.no.
gfchjbhgftrhdtrvjvkj.nexus.	10800	in	ns	2-can.njalla.in.
gfchjbhgftrhdtrvjvkj.nexus.	10800	in	ns	3-get.njalla.fo.
gfdm7f3hf207r1872g0rqeikbueul9sf.nexus.	900	in	nsec3	1 0 1 1ECB6C8E1E197EE5 GFG3CA21Q89QNGRTKQKFIB59OOGKB440 NS
gfdm7f3hf207r1872g0rqeikbueul9sf.nexus.	900	in	rrsig	NSEC3 8 2 900 20260126072134 20260104072134 65268 nexus. ZTxS98gYMomzYKEq2DxkYSk0l/f9/ER8efmcVCVU+X+fLGLvj9Bn/Y5GYq48K3QjHsiXWvodFU3IEAKPJ8FnfxoT0hxtc4Te4VSiMWJWsa3c9hAVHuKGg8Hr/94KR7NzWq9wKdpqrgObgKyB67Tt1ZUEcHKapqaY6Ssi3gsL+Lg=
gfg3ca21q89qngrtkqkfib59oogkb440.nexus.	900	in	nsec3	1 0 1 1ECB6C8E1E197EE5 GFMFP17F78RC2E0LVRVQAVCH7E1GLEJP NS
gfg3ca21q89qngrtkqkfib59oogkb440.nexus.	900	in	rrsig	NSEC3 8 2 900 20260126072134 20260104072134 65268 nexus. YlyzlYrKOqs2jMhTidngaVRxeRLMllnOkYvPUWWqtkjLKXRqYDO0rMGgEK7mD01YkpOgmucvZMh+AeSKDEEZcnZnxaB7pZXdBTZ9Imq/9/HQ3Xzdp97gVHQdI20ncHTBcePQu94G7/kQvdPElkG4Fygc+Wq0qU8Z2SsFIDNLDHM=
gfmfp17f78rc2e0lvrvqavch7e1glejp.nexus.	900	in	nsec3	1 0 1 1ECB6C8E1E197EE5 GG6VUN2G4U2Q74ILDJOD4I46O5NEPR8V NS
gfmfp17f78rc2e0lvrvqavch7e1glejp.nexus.	900	in	rrsig	NSEC3 8 2 900 20260126072134 20260104072134 65268 nexus. f3OOh2TAgY0d0cbBOAqWSBcMo9h0odt9I4g+3R/ZlFAAyMglhE3JRtluHP9DYoKrtOpfOyoVpkYxvfg1uk3tBbhkN8KVOYgJZhhETCf1a1O59vDiIvdhwyucw/uuDSZM765Cg1uYg7DaR/PpnpqukkmIkSPPbMFKzvj3SZmoBCM=
gg6vun2g4u2q74ildjod4i46o5nepr8v.nexus.	900	in	nsec3	1 0 1 1ECB6C8E1E197EE5 GGAAGET5VHR7LS4T3H6J0KKHOHF13Q9O NS
gg6vun2g4u2q74ildjod4i46o5nepr8v.nexus.	900	in	rrsig	NSEC3 8 2 900 20260126072134 20260104072134 65268 nexus. e4q6/iGzSsewpVPkKg/iLhWjOQIZQNW4jftEGvjm855vfdsN7O8JrCJTPXfToRu7B6Vvl5S+YFybVXJBbluHCoQ4KCclrXKXzhZMGwIm4TIsFMj6+4JBsquqQ6QX9mQHsj+iGSGZMyWQw3fs2gFo7mwZKm+V5ZYxONJtAxEJ46M=
ggaaget5vhr7ls4t3h6j0kkhohf13q9o.nexus.	900	in	nsec3	1 0 1 1ECB6C8E1E197EE5 GGEHFQAEHHC0BIEL88SD4NSJ3U8TOGPR NS
ggaaget5vhr7ls4t3h6j0kkhohf13q9o.nexus.	900	in	rrsig	NSEC3 8 2 900 20260126072134 20260104072134 65268 nexus. cgQAQOLSc1b8ugESKUUnGvhXYJyl5tvWP/Xp0Vi3hTjAlBb9gQ+9kRXZml7+hNUywJpzjr47pP3kQDKzY6rA8nzWTXfavzb1DvbwvObgVgAjd168H3JPuCqwwQ5QeKa3cbYjPiv9/kgljOoC4UKOB3zhWG7xdkj4KaUjYTIIgac=
ggehfqaehhc0biel88sd4nsj3u8togpr.nexus.	900	in	nsec3	1 0 1 1ECB6C8E1E197EE5 GGF1KTBAUVC31CR2DS092C2DSEOOU15E NS
ggehfqaehhc0biel88sd4nsj3u8togpr.nexus.	900	in	rrsig	NSEC3 8 2 900 20260126072134 20260104072134 65268 nexus. IXer8KlxsV7INwLnS59jJL2BYpOI2knkYYkcm9zmxMHGB4F3zimI3iMZdNkaqsE8+RvUnEcarW8WsaboZpqxY2TgROLofD00Scx/sUo1lhDmWTFtrcBe5CnBSEsdzfuqv0zsmTukIDnJGxVUS5UBHayDKKoCMIUKUOg2RuiS3Co=
ggf1ktbauvc31cr2ds092c2dseoou15e.nexus.	900	in	nsec3	1 0 1 1ECB6C8E1E197EE5 GGH02FMD6B324QHN32MG0UG0G42LL84N NS
ggf1ktbauvc31cr2ds092c2dseoou15e.nexus.	900	in	rrsig	NSEC3 8 2 900 20260126072134 20260104072134 65268 nexus. HF/ZDJ5vlzppSDZYN+En7KwYYJBGMCgeWlL79pJPaxBcBoDdKE9/m3+xertMNaHf6oB17dnFAtfy1bMQEyWj03WyoFx9A/CQLjnIglePQhmdQJKAuWdl3o88xrdIK22b05w4T/fdxHHIjuRLKQbeW1EL0TKJLqubZixnNnOr3yY=
ggh02fmd6b324qhn32mg0ug0g42ll84n.nexus.	900	in	nsec3	1 0 1 1ECB6C8E1E197EE5 GGV9ADRTIPVU0FD5QPO0IFJTF993328E NS DS RRSIG
ggh02fmd6b324qhn32mg0ug0g42ll84n.nexus.	900	in	rrsig	NSEC3 8 2 900 20260126072134 20260104072134 65268 nexus. ax62EF4A8unUsFRPpmRIVfJcRi1Uo7nVEFpoDnwttMwD0pcQavpMk1pqa1JwA4R7NcpUT7k+iIwDWsYZuI+YJ43Nm/mQYgDBMU1oEhYBzOOmBAk8eQDuMhrrO7OWoP9wezEezx1/rU60pHdTOGkFsWo5vWfjSHWNjlsC/TV672U=
ggmqa.nexus.	10800	in	ns	n1.xundns.com.
ggmqa.nexus.	10800	in	ns	n2.xundns.com.
ggv9adrtipvu0fd5qpo0ifjtf993328e.nexus.	900	in	nsec3	1 0 1 1ECB6C8E1E197EE5 GH16SUDSHVPC0AJ3T0NC857U8DVPK5KT NS
ggv9adrtipvu0fd5qpo0ifjtf993328e.nexus.	900	in	rrsig	NSEC3 8 2 900 20260126072134 20260104072134 65268 nexus. C/QIXyLlE+sqTPXDukhLWFwvMUP3Jdkhk64Zo/0malQAnZ+SFnfPTKm/8Ug2R153jOB2XrSDWeLsbsmH/YU4iwBf+X2McqihThXUxzuBuNwqujni2brP+pSrjAXlIRyGdpkDplMIFEJGAK1m0FZXMC5Up3m8ShQ0oGaazCVi0B0=
gh16sudshvpc0aj3t0nc857u8dvpk5kt.nexus.	900	in	nsec3	1 0 1 1ECB6C8E1E197EE5 GH9NROINO0L17GS119P6QOACMLEIUUVH NS DS RRSIG
gh16sudshvpc0aj3t0nc857u8dvpk5kt.nexus.	900	in	rrsig	NSEC3 8 2 900 20260126072134 20260104072134 65268 nexus. cDW1LeA0K/aac13CCYidaSUM71BSoG2iTtvLfG7g333G5hJJ7p/cPrO5Ndm4UfpeoHHLfoJXbJPxQRkhftJEfme0UZPhLZVSdN3hq6wLcRrSG9EZMss2EE1lpZ1qz2JpklLjk8pUpTjcTWULg8BQKgsqzkCcq/nruhdW08jxN4M=
gh9nroino0l17gs119p6qoacmleiuuvh.nexus.	900	in	nsec3	1 0 1 1ECB6C8E1E197EE5 GI88I3PHS722KSQV5M48LFE3HP2F5LNG NS
gh9nroino0l17gs119p6qoacmleiuuvh.nexus.	900	in	rrsig	NSEC3 8 2 900 20260126072134 20260104072134 65268 nexus. cko021oGth29KczgAw/e5LC7fzAXm0P3Om96PdviU3MCvFbsm5xYCPKdsvs7XEc8QsIERhAuVneWV8cobLwG1ut3xifLQ+lH9edDChQvb1W2JKaK1gMNaAELU1e/vpMfY4ux4euxFR1HZM3oTVsFlhLc6zE5sBuRUI8DhP/gvPc=
ghar.nexus.	10800	in	ns	ns57.domaincontrol.com.
ghar.nexus.	10800	in	ns	ns58.domaincontrol.com.
ghij.nexus.	10800	in	ns	n1.xundns.com.
ghij.nexus.	10800	in	ns	n2.xundns.com.
ghome.nexus.	10800	in	ns	deborah.ns.cloudflare.com.
ghome.nexus.	10800	in	ns	yadiel.ns.cloudflare.com.
ghostbusters.nexus.	10800	in	ns	curitiba.ns.porkbun.com.
ghostbusters.nexus.	10800	in	ns	fortaleza.ns.porkbun.com.
ghostbusters.nexus.	10800	in	ns	maceio.ns.porkbun.com.
ghostbusters.nexus.	10800	in	ns	salvador.ns.porkbun.com.
gi88i3phs722ksqv5m48lfe3hp2f5lng.nexus.	900	in	nsec3	1 0 1 1ECB6C8E1E197EE5 GIHDNJGG89M9LFSGU2G7BCFJ4HL7JGRO NS
gi88i3phs722ksqv5m48lfe3hp2f5lng.nexus.	900	in	rrsig	NSEC3 8 2 900 20260126072134 20260104072134 65268 nexus. Bg9akqafnCbT063S9PV0OPSj9BYtEQgHt7Qcc3sTU76Aey7qoVc4FrTrMXNTE1v/QRaA71yQ5WulOBBMQqwjnqpMb4Y/alR89RwV5XZTEQVznn1olSx+Y9RAqrdKO/EswONrEyzo0Nzefqs2FJV6JcExTQR1NvEVwVVFsfOuvwk=
gideon.nexus.	10800	in	ns	poppy.ns.cloudflare.com.
gideon.nexus.	10800	in	ns	roman.ns.cloudflare.com.
gideon.nexus.	900	in	ds	2371 13 2 DA886526F9A257E36FA9279C5A2292E37794AAC52F550E8F7AFE2F65D2874BCF
gideon.nexus.	900	in	rrsig	DS 8 2 900 20260126072134 20260104072134 65268 nexus. Ly6jXbTEcdP2IJDSiczb66Hqc9Is1AYmz3WuU86cMJ045pEzETgPaIDK894g1yTT6VMx1GkU3Nf/X75cexB9ZUS4oZ/AaIHDE44igiESuNEilDv9Qphb6y+8HrchPzLR4C0UF70atBUX0XC/DgIz9rDc8IarI2ZEtKie5/2k5Kc=
gieseke.nexus.	10800	in	ns	ns-cloud-a1.googledomains.com.
gieseke.nexus.	10800	in	ns	ns-cloud-a2.googledomains.com.
gieseke.nexus.	10800	in	ns	ns-cloud-a3.googledomains.com.
gieseke.nexus.	10800	in	ns	ns-cloud-a4.googledomains.com.
gieseke.nexus.	900	in	ds	17240 8 2 6F3B0E322E7DE181A4C874ACCB1D6AF516B88EDD15B72C56CDA1D06A5BF5FDAF
gieseke.nexus.	900	in	rrsig	DS 8 2 900 20260126072134 20260104072134 65268 nexus. W3ecv1EO7YG4djGKoDX41vPoz/cJsb25tEaach/o2q9CG4Sw4kCr/90AJNiKqQ4tTfOojgvupEobv4c8FnrKZsoQeic/l4lzpu/JQkxW6MgaOGjp5xLbJkLIUXalI0/ap4iBREtmkkjqYbelit8cAM/Z/dHqvP9xtygpm9g8WOw=
giga.nexus.	10800	in	ns	april.ns.cloudflare.com.
giga.nexus.	10800	in	ns	cesar.ns.cloudflare.com.
gihdnjgg89m9lfsgu2g7bcfj4hl7jgro.nexus.	900	in	nsec3	1 0 1 1ECB6C8E1E197EE5 GIN78M68SUJJJKJLIOPE9F8D5A4IMETK NS
