xn--mgbab2bd.	900	in	soa	anycast9.irondns.net. dnsmaster.corenic.org. 2601050032 7200 7200 604800 900
km1u1l1t7idhptqusaes2vpf35celmfr.xn--mgbab2bd.	43200	in	nsec3	1 0 0 - KQGFDKTPNK6AR7DG40MEJREQK1IVONTD NS
km1u1l1t7idhptqusaes2vpf35celmfr.xn--mgbab2bd.	43200	in	rrsig	NSEC3 10 2 43200 20260117230225 20260103230225 19785 xn--mgbab2bd. 08xElsk/Mqy+uvcpRMPrlhrH6E8tx5aTM/Txoyar+Iy7r51JQJ7qjJhlCYm7GlbcvjI2k5waMMsZFnRrdbmSovsKi8uUEs9SKnvYKd42fxMUhlAVM+QyuNm+RUCMlXcRGJZ1CxTrTy+BmQ1Fp8MEQX7f6yvXXHUABwRBs3uda+hvKGa7Mz+sF58U4woH81aRu6uiVaLPZkGZZeg1FMFhBA==
kqgfdktpnk6ar7dg40mejreqk1ivontd.xn--mgbab2bd.	43200	in	nsec3	1 0 0 - KUDN97UAHQG1PE2ISO226KD7DF7S14EL NS
kqgfdktpnk6ar7dg40mejreqk1ivontd.xn--mgbab2bd.	43200	in	rrsig	NSEC3 10 2 43200 20260117230225 20260103230225 19785 xn--mgbab2bd. idKuZ9sSdF6sS/DOgCcH5F0YrLl6cWvngSh7u5uENQGUF2KfuF5f2W4Lms3PflbEZvkTVX2oiX5tIbnSIsICNcMOGOZnwlOdSH8bgay6JKGcy0v2KklVF11pdfggvvyqXj1RBkVhL8Ojj59ADFZN5kQCCjJWgJN97eux8Pn8AP2Mi59BtjSzFnXwIIo1oJDoK9zpwrnlsd4XYxWCAE13YA==
kudn97uahqg1pe2iso226kd7df7s14el.xn--mgbab2bd.	43200	in	nsec3	1 0 0 - KVOTAKCTRLAK5TLAG2DFUQG9E2D16CB2 NS
kudn97uahqg1pe2iso226kd7df7s14el.xn--mgbab2bd.	43200	in	rrsig	NSEC3 10 2 43200 20260117230225 20260103230225 19785 xn--mgbab2bd. FCTXVAOqfFR5JPsjgsWJSabSP4LqZQHl/7ViG/vDKTkF+1+gDPfnn/TWw+xNdo0qBc6S5Z2QeGNE2PfjIlBjx6ocnqcLc0l7QeXhUZXWUBPl/aPveWsNS4OpP2jfGWb7I4fGpHxGigoD+bq8swuh9wWZOTafKhzt6YDLpXYN9Qs/H+o3a/9iaOL3LW9+G+OqEvfQGcqVAW0QZm7ywqpcXw==
kvotakctrlak5tlag2dfuqg9e2d16cb2.xn--mgbab2bd.	43200	in	nsec3	1 0 0 - L0A1RMD8F372HISK620DJSLGI87H3G6T NS
kvotakctrlak5tlag2dfuqg9e2d16cb2.xn--mgbab2bd.	43200	in	rrsig	NSEC3 10 2 43200 20260117230225 20260103230225 19785 xn--mgbab2bd. ZH4+dpeicZLHR9AIeZzw5GK/6Aag2Ax7WFAK2wXLPHD93kbUGSNTYX6pey4b2LzEM8qV8bWWVAgMRPQFerwAW/A3a0zl545yQzTmHwoiTg/g+obLctdMwLRdFaF1xJtgbDTTvgz8LGThZuiSGeFdn1kayIw1NkzOPQZn62Bmatu3aobtEbkobMIhaw85U/RsAqHxBsrXhviuc+1liEeJ8w==
l0a1rmd8f372hisk620djslgi87h3g6t.xn--mgbab2bd.	43200	in	nsec3	1 0 0 - L1117NL3N1VTVT2TCE6IFM7ITJ7MCDO4 NS
l0a1rmd8f372hisk620djslgi87h3g6t.xn--mgbab2bd.	43200	in	rrsig	NSEC3 10 2 43200 20260117230225 20260103230225 19785 xn--mgbab2bd. OE/xMBzrMIUohmwMOWwLDsw4yM7/5r7hnuRV+afPY2jIaeqpS6Fx82ZVUplYc6jhOrBGXNnWUnBTJhTDiRmuZ7+8hOS344Gm2J2pfIt3bR2XURk3RGXhO8Njj0Gb6rgKb9UEv85swCgtnfVBZoZrpxVfLXTzmu/jZS4I83ysEPTjzP7F4Anidni5feZsvB4JZp3gQcgLoudFk5JNQEfTaQ==
l1117nl3n1vtvt2tce6ifm7itj7mcdo4.xn--mgbab2bd.	43200	in	nsec3	1 0 0 - L15OCRE93LRU9HA4MBG74KU9AORCSNLD NS
l1117nl3n1vtvt2tce6ifm7itj7mcdo4.xn--mgbab2bd.	43200	in	rrsig	NSEC3 10 2 43200 20260117230225 20260103230225 19785 xn--mgbab2bd. Yttg1Xa+yn44RuiSivW7AjoTPCrjvidIwsT+WdMn3RjewySQ9jamhSwZdRIuiXzcT4+BErqvSzBjH536kU84gXqOvIzbm14JSn0SdZpQNicALfpK7cK017WE7Dg+dad6rIBy4I1pJBG0lmKnrakChDE0UCsNsyMRLVSIEuc61Ze2t9n4RPdQOBjs7Uel1SrHZthGgQmp6i8YBBNWEGDDnw==
l15ocre93lru9ha4mbg74ku9aorcsnld.xn--mgbab2bd.	43200	in	nsec3	1 0 0 - L1TRSNO3TRDU8Q94AJCOPILIAOG7S5CH NS
l15ocre93lru9ha4mbg74ku9aorcsnld.xn--mgbab2bd.	43200	in	rrsig	NSEC3 10 2 43200 20260117230225 20260103230225 19785 xn--mgbab2bd. kRVFkJ6LaZhlpqWvhqsj/3X3HyMAYV+dTjjhKydM+ZVjgcS2lae0RjMUcoyx5Hok8q1VE8oDiPh+0nuDvUoDA1MqKbI1PSqVpd8Edr92pDlQyUzcBGyltp9Yf8vuhN/gF8oYQtsif+A9ZxZ0VWVqhKOcrJsjjwoq0lfDG+1Wa1LomRCMOC8XcB0pj6bzXAiacIQs5T3RbHTY+0YbBjNTzg==
l1trsno3trdu8q94ajcopiliaog7s5ch.xn--mgbab2bd.	43200	in	nsec3	1 0 0 - L2BQA0SJVQNBKN9ON8KMEMQ8IL6B3EAD NS
l1trsno3trdu8q94ajcopiliaog7s5ch.xn--mgbab2bd.	43200	in	rrsig	NSEC3 10 2 43200 20260117230225 20260103230225 19785 xn--mgbab2bd. Z/1Qx0a1A7TQV1PrBauLFX/cKTKQjiv23YAcjXdBEgdFvI4e6OF5I9YpW1yolS0De/y/tfSKd8OX06Hiytj5Qj9iVWZRgll4pcIyJ6DaRx4Xsypiv9GttRWLW72wZKuxNo+f7MqhW9k5blmBPp5TAjbwSOT0pPevhol6DkPKowTeH9enBVXqFqfv4B0s7ht3PUqDrKjIY4G0FPc3X2mSvA==
l2bqa0sjvqnbkn9on8kmemq8il6b3ead.xn--mgbab2bd.	43200	in	nsec3	1 0 0 - L2PCC6TR1SO68AB1Q624RP1FCPHI9KQL NS
l2bqa0sjvqnbkn9on8kmemq8il6b3ead.xn--mgbab2bd.	43200	in	rrsig	NSEC3 10 2 43200 20260117230225 20260103230225 19785 xn--mgbab2bd. zdYM05NJHOp8MPnJ2G+jw4R+/JcNY8u1wPsC+bZopljEaIfoL6m2peaNhi8L085hJeHlwUl5KI9jrMkGHDRTeyHDyvmlqMm5Yxs3JpGusfXbbhfw9BAGNePIlarrnJCV1EnktVmmzUOhTnj+N7Yb+Wod25TvGWcxipmdkawiRj0/VK9vFBrjUsLbyrvnsDJZAV6nwE5m30c8NcyNSr6W2A==
l2pcc6tr1so68ab1q624rp1fcphi9kql.xn--mgbab2bd.	43200	in	nsec3	1 0 0 - L71R4SD60LVFQQJ8MDUVI7M9UI8K15S5 NS
l2pcc6tr1so68ab1q624rp1fcphi9kql.xn--mgbab2bd.	43200	in	rrsig	NSEC3 10 2 43200 20260117230225 20260103230225 19785 xn--mgbab2bd. Oi7BqjlNyyAAU3JsOC2w7mBRJ9OtiKZyTy0L9KPK96HHvoTac38Nt7cariTZBJddDKjIIgFj72L0ijrXNvMckQ8yb22qSIu3tnRlzRVS+xDFMQ+O7Sc4re0qqitczrQdd4oUDSBJ9TP8SHXbKVGc75IvfLGRfcutkvRPV0OojF4+EvP4zoMIMghdssqtfT4CfcSGYm7ZRsRfXud5E+x9sg==
l71r4sd60lvfqqj8mduvi7m9ui8k15s5.xn--mgbab2bd.	43200	in	nsec3	1 0 0 - L8E3OI9NLC541E8ANET4BNIBGB8KKJI0 NS
l71r4sd60lvfqqj8mduvi7m9ui8k15s5.xn--mgbab2bd.	43200	in	rrsig	NSEC3 10 2 43200 20260117230225 20260103230225 19785 xn--mgbab2bd. SuhHOw8w3V6tq7R8J4cWslaCG3aAfYfTbhtMxqroE8iZYk+t8KVRauV1TjmoQ7gnkZ5fvvuH0XXEy8ibGMApALTRlaBWor4iZlRTK93Yup7i9M85Tr5P+N/Yp2xTKkXq5ToQowNxhkHY9s6nUVAAq2gzC9wRvc3hCEGi6xJEm35JeacprtHN7XygfWU/0bwgTRt543eLd8KljlAqouWT6w==
l8e3oi9nlc541e8anet4bnibgb8kkji0.xn--mgbab2bd.	43200	in	nsec3	1 0 0 - L9T0MH1I05N2NNS6BTBS2GU28G8JMJN7 NS
l8e3oi9nlc541e8anet4bnibgb8kkji0.xn--mgbab2bd.	43200	in	rrsig	NSEC3 10 2 43200 20260117230225 20260103230225 19785 xn--mgbab2bd. GgLrspTuAEJTq2Jf30s4MN5C1mi+nbVc1su/YCDYorOKnhf+ej593gzmq4mIgx4Qc8KTW/0z1CHIyhV2Vqe+WOjlORnaCYfvieXRIiWBOPNgyEndssfsIOMvlkJJIfgptKKzQoCCX+hvKCdAbC3fVsMtsO0j1jf7xkdoH7rjG0BlIbCa+vwDDryFosq8G8g95dro1RPa+ymO9ADWRBnv5Q==
l9t0mh1i05n2nns6btbs2gu28g8jmjn7.xn--mgbab2bd.	43200	in	nsec3	1 0 0 - LA6JHJADVO2IAAU95FKVBJITKC9HECQB NS
l9t0mh1i05n2nns6btbs2gu28g8jmjn7.xn--mgbab2bd.	43200	in	rrsig	NSEC3 10 2 43200 20260117230225 20260103230225 19785 xn--mgbab2bd. u+vfGq2OrAzOCYYEIMVQ6aUjecjo7xMlF1JwrydyB/bdgFJcSQI8WDD8hq6SNQsUqoL3ixIasjkl3mvZZlGdA+HPECnEtqjS6xmAS80IM/oQsD/jsXCH7Ghs89iaDIdYT4OWW5rz89evlfCnIR9wbEGAVK9vhrzPbG7oCucUpM9u8iVKzr5Hv5ywVVDmdjXRt5RDs4gZvV+4mPkUmifEEQ==
la6jhjadvo2iaau95fkvbjitkc9hecqb.xn--mgbab2bd.	43200	in	nsec3	1 0 0 - LAI1H62PKIJRKNUJ7NFHJGVEDJ5K1P37 NS
la6jhjadvo2iaau95fkvbjitkc9hecqb.xn--mgbab2bd.	43200	in	rrsig	NSEC3 10 2 43200 20260117230225 20260103230225 19785 xn--mgbab2bd. TZydifO16ZS/1hQvh3AGnzHBt8FJ+ImTeOLBJ27skgXewWX9n5eImxpzqpZLS3vonqO2sf45P/0NPahBIQ5zjpqOxkMRLBxzpDCC4eCdC44qCmSIctDqXh1esgrzvav/Lb/CZwa8CtVU+rbU4EV/pDRqe62TXUmhpmf8+tr4/PoGAXDBafdkVQliwI9QxeYNJc1N05TSNv+J76DO68Zt5g==
lai1h62pkijrknuj7nfhjgvedj5k1p37.xn--mgbab2bd.	43200	in	nsec3	1 0 0 - LD8UDTM942CL04IVHLAA9NEG100G5A5T NS
lai1h62pkijrknuj7nfhjgvedj5k1p37.xn--mgbab2bd.	43200	in	rrsig	NSEC3 10 2 43200 20260117230225 20260103230225 19785 xn--mgbab2bd. E+oOSYfWRi1GvGa7LWKb8om3wobyjsI0VcHwKZVZMVvT60ZYu7qqX8mi+/thepfdC+bsaBiufn++R9UlTVXNg+4H9RrejfmmHeqT1U3q6yqJENKF6QAFwilnvhl3nWnvHV78yeKl8GTFwJswRngHBTKaAN+IpKJP8HmS0gPvk1Jj2v5M6Y+zx1jTrINSuMOTh4USwtFmX7GeSQsB0W5d3w==
ld8udtm942cl04ivhlaa9neg100g5a5t.xn--mgbab2bd.	43200	in	nsec3	1 0 0 - LF8NSV1VQB6OFQDF9SPVL0VMT67HP85B NS
ld8udtm942cl04ivhlaa9neg100g5a5t.xn--mgbab2bd.	43200	in	rrsig	NSEC3 10 2 43200 20260117230225 20260103230225 19785 xn--mgbab2bd. YFAStbS2JCm1ZhrCBF1s0ZUEVOSdVtz6HLbP3KHgGKfTOVGi6kSXBhb3s8yHM/RogXoDt4+hvFRj83sviynKdVJ77iLO56Hyjd2PvvMUJCRYBDEaqzmxHmX9kEWf/PAjVEes+ef8g1Icc1Aaq64sfQuClNkUldOT4JUWsOxFT+tfu8B9FklwH1dj7dbxrPdbofj4teQ9wB1N7Nyykne5VQ==
lf8nsv1vqb6ofqdf9spvl0vmt67hp85b.xn--mgbab2bd.	43200	in	nsec3	1 0 0 - LH8G74UDQ2SPJM43J7MF949V5HENHKGG NS
lf8nsv1vqb6ofqdf9spvl0vmt67hp85b.xn--mgbab2bd.	43200	in	rrsig	NSEC3 10 2 43200 20260117230225 20260103230225 19785 xn--mgbab2bd. NQhfRO3teX1GU+3rJ0QxqJm+ZQ1QJTg6cfEhj6Px28mr4MoMI8TNleq39pY2iFRqec/MumY0fTuy2fWyqwZXAgcKtbISJy0oPc6E9cAJQs15SJU6aJn9G982Q7F+ghWDmkNFsaHCkAnyi6p5qiWeXGTqI8k/AQsDB1nqb2LMDADEOr28UDtJE529braCfvFK0STyWABw75CKIiG+oecX/g==
lh8g74udq2spjm43j7mf949v5henhkgg.xn--mgbab2bd.	43200	in	nsec3	1 0 0 - LK409N1GSU8AV9UEDHIJL4SI42RL3P2R NS
lh8g74udq2spjm43j7mf949v5henhkgg.xn--mgbab2bd.	43200	in	rrsig	NSEC3 10 2 43200 20260117230225 20260103230225 19785 xn--mgbab2bd. QS6EQ8sfCeFJ3Jt97rYv8w5FU0hKIbUezPQEXBkrSovbZ5BIjZ5wLE8u839gcAtk4pE7he+KEzfbPHp03nCvDtw1Nosn12+qIgPk2+aQLAAx/tmWuEdwemn9klh8xW+lRWtfq7Ze9aP8vOW1cntDJT6HQ/AXM9LKRtCNFPV5DlmI5gD/TDThXNarCFLnEyD/rrClIO/xLuJuzEPQNzc4YA==
lk409n1gsu8av9uedhijl4si42rl3p2r.xn--mgbab2bd.	43200	in	nsec3	1 0 0 - LKIL9PM5RFH6MPMBQIM6FPPGCEJUBKG7 NS
lk409n1gsu8av9uedhijl4si42rl3p2r.xn--mgbab2bd.	43200	in	rrsig	NSEC3 10 2 43200 20260117230225 20260103230225 19785 xn--mgbab2bd. bN+NbMOp8qBzPIgABojaZSvb74PBj1fwrgtarc9zSMYvkt0sgdc3ooQR9Y0d9aEs4E+a+Zop/P3N0sJBiIXRVXUSie1At+e7b4SiJ4RcIPaS0vn13XOQ3ATfXkKR5J12hYJHT1kw6jnC+fwWDNDO6cI6L2A+0ql76e0sb3u0LmJCZeNYJKpVD2mrz9LjlTxkQM7zGSdENro0d1OdbRlYNg==
lkil9pm5rfh6mpmbqim6fppgcejubkg7.xn--mgbab2bd.	43200	in	nsec3	1 0 0 - LL80FP4VFNJQ850LSGRH83KI4C168HI4 NS
lkil9pm5rfh6mpmbqim6fppgcejubkg7.xn--mgbab2bd.	43200	in	rrsig	NSEC3 10 2 43200 20260117230225 20260103230225 19785 xn--mgbab2bd. g7XoPiGd3m5cRF+b9fPZMt53xkKVWAgODVQBymvkP5FdP00Rc9l2CZ8swo7AS/23N1Te1YUUFCf+ULfwG9WW0RFG/GsD1iesCX9oM+nqkf8kpEEST5WML5/2LyHtpjdzHpw55rJeYtmf9icL5Q6a7clPoIJgg+rtar+M5QqvNDVgIGDgZCPgOg0k/vJRsCmC2Zpxb2jMJYnkoCm62QphGA==
ll80fp4vfnjq850lsgrh83ki4c168hi4.xn--mgbab2bd.	43200	in	nsec3	1 0 0 - LOHHL45DCPPTHRQ6GNFHCLN2AHP556NE NS
ll80fp4vfnjq850lsgrh83ki4c168hi4.xn--mgbab2bd.	43200	in	rrsig	NSEC3 10 2 43200 20260117230225 20260103230225 19785 xn--mgbab2bd. sw/f5g74JafBhhNwxLAodAAGLc169CY3RjD7Te5SD0BMK1csQgD5sdry1wC8l6XcPyrACv7bC+vGfaLCj21M1yy8PtuE2sVkhifGz3dQUTQl6jvtKUjY9WIVAXarCuWXf44kgPt05TIVhssm2egTnzW8DJ49GEcgeqGT7LeVV9XcRQdbHcqGYnXSc0qBE716gcZES1Umz7VIg5WvzdO3Ww==
lohhl45dcppthrq6gnfhcln2ahp556ne.xn--mgbab2bd.	43200	in	nsec3	1 0 0 - LPJRRE6DCIDSNAA0IHVTLLUDSRN8LBDQ NS
lohhl45dcppthrq6gnfhcln2ahp556ne.xn--mgbab2bd.	43200	in	rrsig	NSEC3 10 2 43200 20260117230225 20260103230225 19785 xn--mgbab2bd. 4T9z2NdecjyPeSv/Yyl51nUc7+V5N/DMccVYkMs438tNqZSS4I7fAFednZtQ7J+/jepaFGDwQCw2tDcIthHxRtl1BkaFeLV+7Ozu6HY8Dx0iKcs4jLc2f937pzpU7QvST5IpKfn28tKjWDRJjMulXr7BqPj50mKxv/lowGSOc2/A02Ge2Cp7YxxBXV/LLutjTmuU1zLNqUjmcNrWGPi39Q==
lpjrre6dcidsnaa0ihvtlludsrn8lbdq.xn--mgbab2bd.	43200	in	nsec3	1 0 0 - LPP0PAVKS2BJKLP9QA8N2GUA1FPEVJUR NS
lpjrre6dcidsnaa0ihvtlludsrn8lbdq.xn--mgbab2bd.	43200	in	rrsig	NSEC3 10 2 43200 20260117230225 20260103230225 19785 xn--mgbab2bd. ZekFI9HdCxvelMleIiIjKgGsYUKCFuZlbl9VuTpTAabmYB6reNttPVtip1zArKH7TaEUKuTfEhrGfn0Z3cXc3nIElIawMqPumt3tH+YBRBS7NOIpCeZIw0a4ZtJY32T5lVCXdT6Tocdk/xsnOL9vthoUtFQUT5bCNYg7ovoU24OfmKe0M0YOJjRevN9MuQK8pMTEbhx0FRA154wrOEMTaw==
lpp0pavks2bjklp9qa8n2gua1fpevjur.xn--mgbab2bd.	43200	in	nsec3	1 0 0 - LQP29OD7V1EP208TRORLFHHTMEB0GDAI NS
lpp0pavks2bjklp9qa8n2gua1fpevjur.xn--mgbab2bd.	43200	in	rrsig	NSEC3 10 2 43200 20260117230225 20260103230225 19785 xn--mgbab2bd. lWe3jm+9a5geJJ0fFupF+F5qvYC6zKMZ8pej9v17v7tve8ru0zNmCelzEDUp8IiRiN0QUCfQY5Mr5+1XrYkV7xg4rgWuAKbERreyMj0peqD5Gi+Pz4+Qwh0Hbqx9JdGyCKUtEXqh3rZxudkE388+nWuDNdQLdC8B2J+X1MWQDAKFlQjwy9JZuQcpFAGeaV3n/Jv4l1AKtB/upwtISAezGg==
lqp29od7v1ep208trorlfhhtmeb0gdai.xn--mgbab2bd.	43200	in	nsec3	1 0 0 - LSPHI88SCRR2L7CDVBP5HSI549TDN72P NS
lqp29od7v1ep208trorlfhhtmeb0gdai.xn--mgbab2bd.	43200	in	rrsig	NSEC3 10 2 43200 20260117230225 20260103230225 19785 xn--mgbab2bd. pZf7xPloGsLI2w0HJhZve7VAOggNquMjzOPknaCLLOiHOZswajblt44dE7HUaYN80JyMh6U1ObNzf3UHxv8mUKDO3+5abw3bZgffPQtU3z22uVAkG1HaqHCiou67kYtXLD3UJA+0B+iJjEpd1geJQhV2RzijAVCqKUsXhQmCKsMFStaG567SpLU8x9cABpkpxaYMIdKLVdzovemGP13A0A==
lsphi88scrr2l7cdvbp5hsi549tdn72p.xn--mgbab2bd.	43200	in	nsec3	1 0 0 - M0MAMFLQUAP9EM2QR9SKN7OUUU9IJOFB NS
lsphi88scrr2l7cdvbp5hsi549tdn72p.xn--mgbab2bd.	43200	in	rrsig	NSEC3 10 2 43200 20260117230225 20260103230225 19785 xn--mgbab2bd. UZF9pSE8TjNOX2kV+tADiLYlVIKnKJ7QbXPlvjkrTcgKm1xWf2lWhsxU1CpZ0r6mffNjlaWppAI0PxU+V1ID65GGQ7Q6v6twTnTVQdmipS1O698L2QoHOMt+1uAG6egP0xaRTf5Y3hF/m/ZJ2yZ7A11VZHLhbNnLBg1aw6IVml2h/x4lI+2SgeXdndZXNXFFS23UPA818Tu6FdWoYnaBVA==
m0mamflquap9em2qr9skn7ouuu9ijofb.xn--mgbab2bd.	43200	in	nsec3	1 0 0 - M3I78LPGFFH8R842OT9BP2I1BU85P6GJ NS
m0mamflquap9em2qr9skn7ouuu9ijofb.xn--mgbab2bd.	43200	in	rrsig	NSEC3 10 2 43200 20260117230225 20260103230225 19785 xn--mgbab2bd. rMSaaMeUs+PO8BHKPUB44aeSGJ6W0++F/IrfBVHPxe0vkl0OsZ4vK1XVaEH3T66trfNuLyLGUBpllWlU+S923YocmXts7ptoz7ptuJLXPzjIlusY8MJOXcauO/ml7Thit0TKC4b5+C+xxeRxX1ssVLCmzDpEknXIRgUoTcwnMOf2HzsBJ7lPl2MvvplhHRZea2y7DGYfjFu6fHulFLm3SA==
m3i78lpgffh8r842ot9bp2i1bu85p6gj.xn--mgbab2bd.	43200	in	nsec3	1 0 0 - M400T27IKKHVAO0PNUEA06L7D4B355U8 NS DS RRSIG
m3i78lpgffh8r842ot9bp2i1bu85p6gj.xn--mgbab2bd.	43200	in	rrsig	NSEC3 10 2 43200 20260117230225 20260103230225 19785 xn--mgbab2bd. PJCKwY0pvk+Wv3YJZxry6Xl7Xj3r6AY9OZSTKO4Dk4ykbtBuImMXTn9GcZWH0jyZ5n4ATzYSxA5YC5AeVe/o/tssHSCfOVVbOkJg8MobVGT+SPUQyEs/e2k1QMYUep6yRbr4OH4WohVc7s2wQ0jy9MyNSzGMEg0FKqw/Bddr9m8gxyUvYu9pA2f4ziLrj/Tsj6PRs9jYbt0jxXLD3kSYKQ==
m400t27ikkhvao0pnuea06l7d4b355u8.xn--mgbab2bd.	43200	in	nsec3	1 0 0 - M4JC2B2J5HBEJG2HUAMCFRSFP3V8UCQ7 NS
m400t27ikkhvao0pnuea06l7d4b355u8.xn--mgbab2bd.	43200	in	rrsig	NSEC3 10 2 43200 20260117230225 20260103230225 19785 xn--mgbab2bd. 11z6/NgITe43jx0f/dDBHmH1AkyARWc/8MPcObbwztPatWbvwrPPJLy/zcRSj/SVgkdtkgL0mN7mvxIuXLdeUFZzsX5cQ3fgDeH9L3nDw52k7kaeKVJ8z1vdHbbP4OYZyG+5rz8eQJX2sZJ+eT2NYvnhNQgIv04OKNRXB+qRSsSs/5NYZIay8IMwuZpQIkNu6Jd33qLzSQzXpwZeHl/uXg==
m4jc2b2j5hbejg2huamcfrsfp3v8ucq7.xn--mgbab2bd.	43200	in	nsec3	1 0 0 - M5FSAVRU70E2HOQ9FVOPAU8PB447A4FS NS
m4jc2b2j5hbejg2huamcfrsfp3v8ucq7.xn--mgbab2bd.	43200	in	rrsig	NSEC3 10 2 43200 20260117230225 20260103230225 19785 xn--mgbab2bd. DQX8hk98RYpgKBkHahCDv1h218uvSolggHWzZamhzBEd7qEiJ32P24Wg5wTj8v4mmvmR0bFmVIefs6eZ4dTAskfcheKrZtC3l+WBvywlt8s++8esbKa4mKK0UsHzuZU27hyf4x9uVbZUKW+9fWVXMs/0wJkLmVteJhfrwpzCFdg5BXm+c28FVEoa4xyrvnPXMzBPTAMdyVlKIgbZlt0QTQ==
m5fsavru70e2hoq9fvopau8pb447a4fs.xn--mgbab2bd.	43200	in	nsec3	1 0 0 - M89CFSFAGL9BL7A8R8BUR21A869IBN7H NS
m5fsavru70e2hoq9fvopau8pb447a4fs.xn--mgbab2bd.	43200	in	rrsig	NSEC3 10 2 43200 20260117230225 20260103230225 19785 xn--mgbab2bd. 0NUoAeRODPrBe22ViNsX1TlpSXznayRaqw39JZuR7/e+EsvuTxHcugXLQl3Ne6IRBATVCONeYahZ+tfeymo1SgS3ITK4ZhT87IRWNrPlB0AHtkd4Dov6lHb0joCxxRoCWmeaNZSYml7bpF4e+9STQ5rrj12J3ZLxbhU45L5xps0j4+q67G6LQssIza08nJrYRON6SekyMnrXh4g4pYl36A==
m89cfsfagl9bl7a8r8bur21a869ibn7h.xn--mgbab2bd.	43200	in	nsec3	1 0 0 - MAC0EU2B9RD9UIG9UCAC06QRCATB2MGI NS
m89cfsfagl9bl7a8r8bur21a869ibn7h.xn--mgbab2bd.	43200	in	rrsig	NSEC3 10 2 43200 20260117230225 20260103230225 19785 xn--mgbab2bd. zhqiiPPRfLIcJPHNkUMaMAtuzL/9/JMoofldWNtUp9dp6CrmXfkwdvzpOuilc5aYreLRPm/vhG5tjmPIGFnqe2ck6QqtQwdM0+qJB+xZLMPnHKRg2bBswVBO8TpdN9xtNJ5LglG4L/KRqc2vzwcNjxJfmgWsnJCwyONIM2jjbS7zmm2R+15MG81o+Z1K91dk9u3A4fqFX1dUVgD/O7w8nw==
mac0eu2b9rd9uig9ucac06qrcatb2mgi.xn--mgbab2bd.	43200	in	nsec3	1 0 0 - MB8M3JVVTUSSRNUUJBGRPR8BI07UC16T NS
mac0eu2b9rd9uig9ucac06qrcatb2mgi.xn--mgbab2bd.	43200	in	rrsig	NSEC3 10 2 43200 20260117230225 20260103230225 19785 xn--mgbab2bd. Lx/dgKfYUr5nDMjZ7q9YscvwGByhDlTA0MUcBm6f9ueTdPw4KdVpeQJwNl+PN6LHBupwq1uZq2OcjrOZDauX/YdNiK1ONp9VHPsXJW+93IONcFWx8aMCPas8O05Nj9jCIrpubyhfFU8TiTD8rJKsQcEgp5fmlIAnzRNwHT88XVZIlvuaE3P0/uA67KWKcibtMUAghx2Tgs8bDxhaD7M8Xw==
mb8m3jvvtussrnuujbgrpr8bi07uc16t.xn--mgbab2bd.	43200	in	nsec3	1 0 0 - MBF5CV1B9KR440ONUGE375DSQRLN49N1 NS
mb8m3jvvtussrnuujbgrpr8bi07uc16t.xn--mgbab2bd.	43200	in	rrsig	NSEC3 10 2 43200 20260117230225 20260103230225 19785 xn--mgbab2bd. bM63N/z8D1SrX1facPqSOTPi6+FgEliD72ejCYMO2YoaIPgmb5yz1QDUWOEiAy+6EIb3DhDnuWgznZC0iuaPQZEpKM7R/mg0Zu8/lbNu39N3FqfFXoN0Ybf2mKHyKLXqveo6xZ3d6N5TsE1NOl2iR4dt1vYCWHhDno2S8UAymenzKZYbIfq18Km1mWY/mwQb2oDG8QoRB9DqAHvPRLCHBw==
mbf5cv1b9kr440onuge375dsqrln49n1.xn--mgbab2bd.	43200	in	nsec3	1 0 0 - MDJ1Q6NRHLVNCTAVQJGVGA4TUHFFA0FL NS
mbf5cv1b9kr440onuge375dsqrln49n1.xn--mgbab2bd.	43200	in	rrsig	NSEC3 10 2 43200 20260117230225 20260103230225 19785 xn--mgbab2bd. 1pkEDqjjq2+ERRcTjZ9LZW8mH4M/3JMAtYmGgZA7gJn0LXzlYHVMENE/34QWShzUhRxUPfiRiFGGAoe5mKaSOHS3Z9rZBCptLhFYOJPja7NT7asBcewt6no3tlj7yGW/poaEZyAXaCiv7h42OwRYIsiSZVcIICGgVPmkMN+tjJh3T1yhKB0b1DZRcnoScag/weFLlZ4kdVgJoqYUAI2yLg==
mdj1q6nrhlvnctavqjgvga4tuhffa0fl.xn--mgbab2bd.	43200	in	nsec3	1 0 0 - MI3ECA5121AAMHD0JEG226UJL2FSCSNB NS
mdj1q6nrhlvnctavqjgvga4tuhffa0fl.xn--mgbab2bd.	43200	in	rrsig	NSEC3 10 2 43200 20260117230225 20260103230225 19785 xn--mgbab2bd. XCgvzBjVMPMyzprbz40p4wRLqBjSu5Dc0sVVDcRhO91w2hX06hdHe53kiDblg7BgQmjgyWr5KffaNFGMtdQWhvQ8JJBqJfgvcA9lS6PyVcaJwg5ad+h/HzaWYLYueulOseraT93h+Gz8qdcfVR5a3rsV7jZu9G+Vih7guxtx7ylnThqUYjsRIuY2I4vIAYSl2iihOQ+YZw+HuEwUnf+Kkw==
mi3eca5121aamhd0jeg226ujl2fscsnb.xn--mgbab2bd.	43200	in	nsec3	1 0 0 - ML3O5D3FR6O6JHJEB99H00O3O534PFGA NS
