mma.	3600	in	soa	a.nic.fr. dnsmaster.afnic.fr. 2222893344 3600 1800 1209600 600
marseille-chateau-gombert.mma.	3600	in	ns	ns4.iptwins.com.
marseille-d-estienne-d-orves.mma.	3600	in	ns	ns1.iptwins.net.
marseille-d-estienne-d-orves.mma.	3600	in	ns	ns2.iptwins.net.
marseille-d-estienne-d-orves.mma.	3600	in	ns	ns3.iptwins.com.
marseille-d-estienne-d-orves.mma.	3600	in	ns	ns4.iptwins.com.
marseille-montaigne.mma.	3600	in	ns	ns1.iptwins.net.
marseille-montaigne.mma.	3600	in	ns	ns2.iptwins.net.
marseille-montaigne.mma.	3600	in	ns	ns3.iptwins.com.
marseille-montaigne.mma.	3600	in	ns	ns4.iptwins.com.
marseille-prado.mma.	3600	in	ns	ns1.iptwins.net.
marseille-prado.mma.	3600	in	ns	ns2.iptwins.net.
marseille-prado.mma.	3600	in	ns	ns3.iptwins.com.
marseille-prado.mma.	3600	in	ns	ns4.iptwins.com.
marseille-sainte-anne.mma.	3600	in	ns	ns1.iptwins.net.
marseille-sainte-anne.mma.	3600	in	ns	ns2.iptwins.net.
marseille-sainte-anne.mma.	3600	in	ns	ns3.iptwins.com.
marseille-sainte-anne.mma.	3600	in	ns	ns4.iptwins.com.
marseille-sakakini.mma.	3600	in	ns	ns1.iptwins.net.
marseille-sakakini.mma.	3600	in	ns	ns2.iptwins.net.
marseille-sakakini.mma.	3600	in	ns	ns3.iptwins.com.
marseille-sakakini.mma.	3600	in	ns	ns4.iptwins.com.
marseille-vieux-port.mma.	3600	in	ns	ns1.iptwins.net.
marseille-vieux-port.mma.	3600	in	ns	ns2.iptwins.net.
marseille-vieux-port.mma.	3600	in	ns	ns3.iptwins.com.
marseille-vieux-port.mma.	3600	in	ns	ns4.iptwins.com.
martigues.mma.	3600	in	ns	ns1.iptwins.net.
martigues.mma.	3600	in	ns	ns2.iptwins.net.
martigues.mma.	3600	in	ns	ns3.iptwins.com.
martigues.mma.	3600	in	ns	ns4.iptwins.com.
marvejols.mma.	3600	in	ns	ns1.iptwins.net.
marvejols.mma.	3600	in	ns	ns2.iptwins.net.
marvejols.mma.	3600	in	ns	ns3.iptwins.com.
marvejols.mma.	3600	in	ns	ns4.iptwins.com.
maubeuge.mma.	3600	in	ns	ns1.iptwins.net.
maubeuge.mma.	3600	in	ns	ns2.iptwins.net.
maubeuge.mma.	3600	in	ns	ns3.iptwins.com.
maubeuge.mma.	3600	in	ns	ns4.iptwins.com.
maule.mma.	3600	in	ns	ns1.iptwins.net.
maule.mma.	3600	in	ns	ns2.iptwins.net.
maule.mma.	3600	in	ns	ns3.iptwins.com.
maule.mma.	3600	in	ns	ns4.iptwins.com.
mauleon-licharre.mma.	3600	in	ns	ns1.iptwins.net.
mauleon-licharre.mma.	3600	in	ns	ns2.iptwins.net.
mauleon-licharre.mma.	3600	in	ns	ns3.iptwins.com.
mauleon-licharre.mma.	3600	in	ns	ns4.iptwins.com.
mauleon.mma.	3600	in	ns	ns1.iptwins.net.
mauleon.mma.	3600	in	ns	ns2.iptwins.net.
mauleon.mma.	3600	in	ns	ns3.iptwins.com.
mauleon.mma.	3600	in	ns	ns4.iptwins.com.
mauriac.mma.	3600	in	ns	ns1.iptwins.net.
mauriac.mma.	3600	in	ns	ns2.iptwins.net.
mauriac.mma.	3600	in	ns	ns3.iptwins.com.
mauriac.mma.	3600	in	ns	ns4.iptwins.com.
mauron.mma.	3600	in	ns	ns1.iptwins.net.
mauron.mma.	3600	in	ns	ns2.iptwins.net.
mauron.mma.	3600	in	ns	ns3.iptwins.com.
mauron.mma.	3600	in	ns	ns4.iptwins.com.
maurs.mma.	3600	in	ns	ns1.iptwins.net.
maurs.mma.	3600	in	ns	ns2.iptwins.net.
maurs.mma.	3600	in	ns	ns3.iptwins.com.
maurs.mma.	3600	in	ns	ns4.iptwins.com.
mayenne-saint-martin.mma.	3600	in	ns	ns1.iptwins.net.
mayenne-saint-martin.mma.	3600	in	ns	ns2.iptwins.net.
mayenne-saint-martin.mma.	3600	in	ns	ns3.iptwins.com.
mayenne-saint-martin.mma.	3600	in	ns	ns4.iptwins.com.
mayet.mma.	3600	in	ns	ns1.iptwins.net.
mayet.mma.	3600	in	ns	ns2.iptwins.net.
mayet.mma.	3600	in	ns	ns3.iptwins.com.
mayet.mma.	3600	in	ns	ns4.iptwins.com.
mazamet.mma.	3600	in	ns	ns1.iptwins.net.
mazamet.mma.	3600	in	ns	ns2.iptwins.net.
mazamet.mma.	3600	in	ns	ns3.iptwins.com.
mazamet.mma.	3600	in	ns	ns4.iptwins.com.
mazieres-en-gatine.mma.	3600	in	ns	ns1.iptwins.net.
mazieres-en-gatine.mma.	3600	in	ns	ns2.iptwins.net.
mazieres-en-gatine.mma.	3600	in	ns	ns3.iptwins.com.
mazieres-en-gatine.mma.	3600	in	ns	ns4.iptwins.com.
meaux.mma.	3600	in	ns	ns1.iptwins.net.
meaux.mma.	3600	in	ns	ns2.iptwins.net.
meaux.mma.	3600	in	ns	ns3.iptwins.com.
meaux.mma.	3600	in	ns	ns4.iptwins.com.
mehun-sur-yevre.mma.	3600	in	ns	ns1.iptwins.net.
mehun-sur-yevre.mma.	3600	in	ns	ns2.iptwins.net.
mehun-sur-yevre.mma.	3600	in	ns	ns3.iptwins.com.
mehun-sur-yevre.mma.	3600	in	ns	ns4.iptwins.com.
melun-chamblain.mma.	3600	in	ns	ns1.iptwins.net.
melun-chamblain.mma.	3600	in	ns	ns2.iptwins.net.
melun-chamblain.mma.	3600	in	ns	ns3.iptwins.com.
melun-chamblain.mma.	3600	in	ns	ns4.iptwins.com.
melun-prefecture.mma.	3600	in	ns	ns1.iptwins.net.
melun-prefecture.mma.	3600	in	ns	ns2.iptwins.net.
melun-prefecture.mma.	3600	in	ns	ns3.iptwins.com.
melun-prefecture.mma.	3600	in	ns	ns4.iptwins.com.
mende.mma.	3600	in	ns	ns1.iptwins.net.
mende.mma.	3600	in	ns	ns2.iptwins.net.
mende.mma.	3600	in	ns	ns3.iptwins.com.
mende.mma.	3600	in	ns	ns4.iptwins.com.
menton.mma.	3600	in	ns	ns1.iptwins.net.
menton.mma.	3600	in	ns	ns2.iptwins.net.
menton.mma.	3600	in	ns	ns3.iptwins.com.
menton.mma.	3600	in	ns	ns4.iptwins.com.
mer.mma.	3600	in	ns	ns1.iptwins.net.
mer.mma.	3600	in	ns	ns2.iptwins.net.
mer.mma.	3600	in	ns	ns3.iptwins.com.
mer.mma.	3600	in	ns	ns4.iptwins.com.
merdrignac.mma.	3600	in	ns	ns1.iptwins.net.
merdrignac.mma.	3600	in	ns	ns2.iptwins.net.
merdrignac.mma.	3600	in	ns	ns3.iptwins.com.
merdrignac.mma.	3600	in	ns	ns4.iptwins.com.
merignac.mma.	3600	in	ns	ns1.iptwins.net.
merignac.mma.	3600	in	ns	ns2.iptwins.net.
merignac.mma.	3600	in	ns	ns3.iptwins.com.
merignac.mma.	3600	in	ns	ns4.iptwins.com.
meslay-du-maine.mma.	3600	in	ns	ns1.iptwins.net.
meslay-du-maine.mma.	3600	in	ns	ns2.iptwins.net.
meslay-du-maine.mma.	3600	in	ns	ns3.iptwins.com.
meslay-du-maine.mma.	3600	in	ns	ns4.iptwins.com.
metz-europe.mma.	3600	in	ns	ns1.iptwins.net.
metz-europe.mma.	3600	in	ns	ns2.iptwins.net.
metz-europe.mma.	3600	in	ns	ns3.iptwins.com.
metz-europe.mma.	3600	in	ns	ns4.iptwins.com.
metz-sainte-therese.mma.	3600	in	ns	ns1.iptwins.net.
metz-sainte-therese.mma.	3600	in	ns	ns2.iptwins.net.
metz-sainte-therese.mma.	3600	in	ns	ns3.iptwins.com.
metz-sainte-therese.mma.	3600	in	ns	ns4.iptwins.com.
meulan-en-yvelines.mma.	3600	in	ns	ns1.iptwins.net.
meulan-en-yvelines.mma.	3600	in	ns	ns2.iptwins.net.
meulan-en-yvelines.mma.	3600	in	ns	ns3.iptwins.com.
meulan-en-yvelines.mma.	3600	in	ns	ns4.iptwins.com.
meung-sur-loire.mma.	3600	in	ns	ns1.iptwins.net.
meung-sur-loire.mma.	3600	in	ns	ns2.iptwins.net.
meung-sur-loire.mma.	3600	in	ns	ns3.iptwins.com.
meung-sur-loire.mma.	3600	in	ns	ns4.iptwins.com.
meximieux.mma.	3600	in	ns	ns1.iptwins.net.
meximieux.mma.	3600	in	ns	ns2.iptwins.net.
meximieux.mma.	3600	in	ns	ns3.iptwins.com.
meximieux.mma.	3600	in	ns	ns4.iptwins.com.
meylan.mma.	3600	in	ns	ns1.iptwins.net.
meylan.mma.	3600	in	ns	ns2.iptwins.net.
meylan.mma.	3600	in	ns	ns3.iptwins.com.
meylan.mma.	3600	in	ns	ns4.iptwins.com.
meyzieu.mma.	3600	in	ns	ns1.iptwins.net.
meyzieu.mma.	3600	in	ns	ns2.iptwins.net.
meyzieu.mma.	3600	in	ns	ns3.iptwins.com.
meyzieu.mma.	3600	in	ns	ns4.iptwins.com.
mezidon-vallee-d-auge.mma.	3600	in	ns	ns1.iptwins.net.
mezidon-vallee-d-auge.mma.	3600	in	ns	ns2.iptwins.net.
mezidon-vallee-d-auge.mma.	3600	in	ns	ns3.iptwins.com.
mezidon-vallee-d-auge.mma.	3600	in	ns	ns4.iptwins.com.
millau.mma.	3600	in	ns	ns1.iptwins.net.
millau.mma.	3600	in	ns	ns2.iptwins.net.
millau.mma.	3600	in	ns	ns3.iptwins.com.
millau.mma.	3600	in	ns	ns4.iptwins.com.
milly-la-foret.mma.	3600	in	ns	ns1.iptwins.net.
milly-la-foret.mma.	3600	in	ns	ns2.iptwins.net.
milly-la-foret.mma.	3600	in	ns	ns3.iptwins.com.
milly-la-foret.mma.	3600	in	ns	ns4.iptwins.com.
mions.mma.	3600	in	ns	ns1.iptwins.net.
mions.mma.	3600	in	ns	ns2.iptwins.net.
mions.mma.	3600	in	ns	ns3.iptwins.com.
mions.mma.	3600	in	ns	ns4.iptwins.com.
miramas.mma.	3600	in	ns	ns1.iptwins.net.
miramas.mma.	3600	in	ns	ns2.iptwins.net.
miramas.mma.	3600	in	ns	ns3.iptwins.com.
miramas.mma.	3600	in	ns	ns4.iptwins.com.
miramont-de-guyenne.mma.	3600	in	ns	ns1.iptwins.net.
miramont-de-guyenne.mma.	3600	in	ns	ns2.iptwins.net.
miramont-de-guyenne.mma.	3600	in	ns	ns3.iptwins.com.
miramont-de-guyenne.mma.	3600	in	ns	ns4.iptwins.com.
mirebeau.mma.	3600	in	ns	ns1.iptwins.net.
mirebeau.mma.	3600	in	ns	ns2.iptwins.net.
mirebeau.mma.	3600	in	ns	ns3.iptwins.com.
mirebeau.mma.	3600	in	ns	ns4.iptwins.com.
missillac.mma.	3600	in	ns	ns1.iptwins.net.
missillac.mma.	3600	in	ns	ns2.iptwins.net.
missillac.mma.	3600	in	ns	ns3.iptwins.com.
missillac.mma.	3600	in	ns	ns4.iptwins.com.
mma.	0	in	nsec3param	1 0 0 -
mma.	0	in	rrsig	NSEC3PARAM 13 1 0 20250904101359 20250824070402 13791 mma. G/Uxm9bTvqjWXUrCzZP4UpYIXsuM9Z9axEKhCjaQ1kPNq0MA+gPZxRg8uee5Ud+x2FuSy3eLxrdxreBfENvEkw==
mma.	3600	in	dnskey	256 3 13 F14JgKbEEuDGUmombLaaoyEWKl3b475rlTGVUs+DgGLSoZaRhNYyu5ffzCT+wW3rhyICsapuNd1wXkwCGNWOgg==
mma.	3600	in	dnskey	257 3 13 /Ui5K3azSJKe8cZHzhMyJfh+2Q4ruxcFtSQU3zlYdok9zHPYJ2bAXIzhARN1RB4WdahxvVHipdOsqtsIunqUjA==
mma.	3600	in	ns	d.nic.fr.
mma.	3600	in	ns	f.ext.nic.fr.
mma.	3600	in	ns	g.ext.nic.fr.
mma.	3600	in	rrsig	DNSKEY 13 1 3600 20250913111649 20250824070402 56827 mma. LstJL0sp2aeK4VeI7xbEn+tnz+C1/2F6s6Pqji1RT3SVOQU0EMOm32zqkAmZQ7I3lWc8WFvX9ktirbV+0fKtrQ==
mma.	3600	in	rrsig	NS 13 1 3600 20250908151632 20250819113202 13791 mma. mVJEXPPnezU8Tpjf2P4DwVF/Bjq/MI1Lmg1b5sYpasHn2T6rH8SxtGvBoYGjosyIax/rpLyPE6tKcfb2li7Q5A==
mma.	3600	in	rrsig	SOA 13 1 3600 20250926012020 20250827002020 13791 mma. upltkGu9jkTV+dcZVCJ1ThXCpP50ZEJQ1hiRu21akNgYStXRhqWiQyDQ3FaGShfdx1fuu8ExO5tvnz+hsj+ZdA==
mma.	3600	in	rrsig	TXT 13 1 3600 20250925232320 20250827002020 13791 mma. /ITUhEsfxNuA1lfLTM4rNghsaeClfRodx6/HxSJsjDB1XeJmPoW2BrqhxtBYd8sjuToqpm16kZ8rhdh9vZex/A==
mma.	3600	in	txt	"No RRs processed [27/08/2025 01H20:19]"
mmasolution.mma.	3600	in	ns	ns1.iptwins.net.
mmasolution.mma.	3600	in	ns	ns2.iptwins.net.
mmasolution.mma.	3600	in	ns	ns3.iptwins.com.
mmasolution.mma.	3600	in	ns	ns4.iptwins.com.
modane.mma.	3600	in	ns	ns1.iptwins.net.
modane.mma.	3600	in	ns	ns2.iptwins.net.
modane.mma.	3600	in	ns	ns3.iptwins.com.
modane.mma.	3600	in	ns	ns4.iptwins.com.
moissac.mma.	3600	in	ns	ns1.iptwins.net.
moissac.mma.	3600	in	ns	ns2.iptwins.net.
moissac.mma.	3600	in	ns	ns3.iptwins.com.
moissac.mma.	3600	in	ns	ns4.iptwins.com.
molsheim.mma.	3600	in	ns	ns1.iptwins.net.
molsheim.mma.	3600	in	ns	ns2.iptwins.net.
molsheim.mma.	3600	in	ns	ns3.iptwins.com.
molsheim.mma.	3600	in	ns	ns4.iptwins.com.
moncoutant-sur-sevre.mma.	3600	in	ns	ns1.iptwins.net.
moncoutant-sur-sevre.mma.	3600	in	ns	ns2.iptwins.net.
moncoutant-sur-sevre.mma.	3600	in	ns	ns3.iptwins.com.
moncoutant-sur-sevre.mma.	3600	in	ns	ns4.iptwins.com.
mondoubleau.mma.	3600	in	ns	ns1.iptwins.net.
mondoubleau.mma.	3600	in	ns	ns2.iptwins.net.
mondoubleau.mma.	3600	in	ns	ns3.iptwins.com.
mondoubleau.mma.	3600	in	ns	ns4.iptwins.com.
monflanquin.mma.	3600	in	ns	ns1.iptwins.net.
monflanquin.mma.	3600	in	ns	ns2.iptwins.net.
monflanquin.mma.	3600	in	ns	ns3.iptwins.com.
monflanquin.mma.	3600	in	ns	ns4.iptwins.com.
monistrol-sur-loire.mma.	3600	in	ns	ns1.iptwins.net.
monistrol-sur-loire.mma.	3600	in	ns	ns2.iptwins.net.
monistrol-sur-loire.mma.	3600	in	ns	ns3.iptwins.com.
monistrol-sur-loire.mma.	3600	in	ns	ns4.iptwins.com.
mont-de-marsan-mairie.mma.	3600	in	ns	ns1.iptwins.net.
mont-de-marsan-mairie.mma.	3600	in	ns	ns2.iptwins.net.
mont-de-marsan-mairie.mma.	3600	in	ns	ns3.iptwins.com.
mont-de-marsan-mairie.mma.	3600	in	ns	ns4.iptwins.com.
mont-de-marsan-prefecture.mma.	3600	in	ns	ns1.iptwins.net.
mont-de-marsan-prefecture.mma.	3600	in	ns	ns2.iptwins.net.
mont-de-marsan-prefecture.mma.	3600	in	ns	ns3.iptwins.com.
mont-de-marsan-prefecture.mma.	3600	in	ns	ns4.iptwins.com.
mont-dore.mma.	3600	in	ns	ns1.iptwins.net.
mont-dore.mma.	3600	in	ns	ns2.iptwins.net.
mont-dore.mma.	3600	in	ns	ns3.iptwins.com.
mont-dore.mma.	3600	in	ns	ns4.iptwins.com.
mont-saint-aignan.mma.	3600	in	ns	ns1.iptwins.net.
mont-saint-aignan.mma.	3600	in	ns	ns2.iptwins.net.
mont-saint-aignan.mma.	3600	in	ns	ns3.iptwins.com.
mont-saint-aignan.mma.	3600	in	ns	ns4.iptwins.com.
montaigu-de-quercy.mma.	3600	in	ns	ns1.iptwins.net.
montaigu-de-quercy.mma.	3600	in	ns	ns2.iptwins.net.
montaigu-de-quercy.mma.	3600	in	ns	ns3.iptwins.com.
montaigu-de-quercy.mma.	3600	in	ns	ns4.iptwins.com.
montargis-jean-jaures.mma.	3600	in	ns	ns1.iptwins.net.
montargis-jean-jaures.mma.	3600	in	ns	ns2.iptwins.net.
montargis-jean-jaures.mma.	3600	in	ns	ns3.iptwins.com.
montargis-jean-jaures.mma.	3600	in	ns	ns4.iptwins.com.
montauban-albasud.mma.	3600	in	ns	ns1.iptwins.net.
montauban-albasud.mma.	3600	in	ns	ns2.iptwins.net.
montauban-albasud.mma.	3600	in	ns	ns3.iptwins.com.
montauban-albasud.mma.	3600	in	ns	ns4.iptwins.com.
montauban-alsace-lorraine.mma.	3600	in	ns	ns1.iptwins.net.
montauban-alsace-lorraine.mma.	3600	in	ns	ns2.iptwins.net.
montauban-alsace-lorraine.mma.	3600	in	ns	ns3.iptwins.com.
montauban-alsace-lorraine.mma.	3600	in	ns	ns4.iptwins.com.
montauroux.mma.	3600	in	ns	ns1.iptwins.net.
montauroux.mma.	3600	in	ns	ns2.iptwins.net.
montauroux.mma.	3600	in	ns	ns3.iptwins.com.
montauroux.mma.	3600	in	ns	ns4.iptwins.com.
montbard.mma.	3600	in	ns	ns1.iptwins.net.
montbard.mma.	3600	in	ns	ns2.iptwins.net.
montbard.mma.	3600	in	ns	ns3.iptwins.com.
montbard.mma.	3600	in	ns	ns4.iptwins.com.
montbazon.mma.	3600	in	ns	ns1.iptwins.net.
montbazon.mma.	3600	in	ns	ns2.iptwins.net.
montbazon.mma.	3600	in	ns	ns3.iptwins.com.
montbazon.mma.	3600	in	ns	ns4.iptwins.com.
montbeliard-etuve.mma.	3600	in	ns	ns1.iptwins.net.
montbeliard-etuve.mma.	3600	in	ns	ns2.iptwins.net.
montbeliard-etuve.mma.	3600	in	ns	ns3.iptwins.com.
montbeliard-etuve.mma.	3600	in	ns	ns4.iptwins.com.
montbeliard-green-park.mma.	3600	in	ns	ns1.iptwins.net.
montbeliard-green-park.mma.	3600	in	ns	ns2.iptwins.net.
montbeliard-green-park.mma.	3600	in	ns	ns3.iptwins.com.
montbeliard-green-park.mma.	3600	in	ns	ns4.iptwins.com.
montbrison.mma.	3600	in	ns	ns1.iptwins.net.
montbrison.mma.	3600	in	ns	ns2.iptwins.net.
montbrison.mma.	3600	in	ns	ns3.iptwins.com.
montbrison.mma.	3600	in	ns	ns4.iptwins.com.
montceau-les-mines.mma.	3600	in	ns	ns1.iptwins.net.
montceau-les-mines.mma.	3600	in	ns	ns2.iptwins.net.
montceau-les-mines.mma.	3600	in	ns	ns3.iptwins.com.
montceau-les-mines.mma.	3600	in	ns	ns4.iptwins.com.
montchanin.mma.	3600	in	ns	ns1.iptwins.net.
montchanin.mma.	3600	in	ns	ns2.iptwins.net.
montchanin.mma.	3600	in	ns	ns3.iptwins.com.
montchanin.mma.	3600	in	ns	ns4.iptwins.com.
montcuq-en-quercy-blanc.mma.	3600	in	ns	ns1.iptwins.net.
montcuq-en-quercy-blanc.mma.	3600	in	ns	ns2.iptwins.net.
montcuq-en-quercy-blanc.mma.	3600	in	ns	ns3.iptwins.com.
montcuq-en-quercy-blanc.mma.	3600	in	ns	ns4.iptwins.com.
montdidier.mma.	3600	in	ns	ns1.iptwins.net.
montdidier.mma.	3600	in	ns	ns2.iptwins.net.
montdidier.mma.	3600	in	ns	ns3.iptwins.com.
montdidier.mma.	3600	in	ns	ns4.iptwins.com.
montebourg.mma.	3600	in	ns	ns1.iptwins.net.
montebourg.mma.	3600	in	ns	ns2.iptwins.net.
montebourg.mma.	3600	in	ns	ns3.iptwins.com.
montebourg.mma.	3600	in	ns	ns4.iptwins.com.
montecarlo.mma.	3600	in	ns	ns1.iptwins.net.
montecarlo.mma.	3600	in	ns	ns2.iptwins.net.
montecarlo.mma.	3600	in	ns	ns3.iptwins.com.
montecarlo.mma.	3600	in	ns	ns4.iptwins.com.
montelimar-jaures.mma.	3600	in	ns	ns1.iptwins.net.
montelimar-jaures.mma.	3600	in	ns	ns2.iptwins.net.
montelimar-jaures.mma.	3600	in	ns	ns3.iptwins.com.
montelimar-jaures.mma.	3600	in	ns	ns4.iptwins.com.
montelimar-le-fust.mma.	3600	in	ns	ns1.iptwins.net.
montelimar-le-fust.mma.	3600	in	ns	ns2.iptwins.net.
montelimar-le-fust.mma.	3600	in	ns	ns3.iptwins.com.
montelimar-le-fust.mma.	3600	in	ns	ns4.iptwins.com.
montendre.mma.	3600	in	ns	ns1.iptwins.net.
montendre.mma.	3600	in	ns	ns2.iptwins.net.
montendre.mma.	3600	in	ns	ns3.iptwins.com.
montendre.mma.	3600	in	ns	ns4.iptwins.com.
montereau.mma.	3600	in	ns	ns1.iptwins.net.
montereau.mma.	3600	in	ns	ns2.iptwins.net.
montereau.mma.	3600	in	ns	ns3.iptwins.com.
montereau.mma.	3600	in	ns	ns4.iptwins.com.
montevrain.mma.	3600	in	ns	ns1.iptwins.net.
montevrain.mma.	3600	in	ns	ns2.iptwins.net.
montevrain.mma.	3600	in	ns	ns3.iptwins.com.
montevrain.mma.	3600	in	ns	ns4.iptwins.com.
montfaucon.mma.	3600	in	ns	ns1.iptwins.net.
montfaucon.mma.	3600	in	ns	ns2.iptwins.net.
montfaucon.mma.	3600	in	ns	ns3.iptwins.com.
montfaucon.mma.	3600	in	ns	ns4.iptwins.com.
montfort-en-chalosse.mma.	3600	in	ns	ns1.iptwins.net.
montfort-en-chalosse.mma.	3600	in	ns	ns2.iptwins.net.
montfort-en-chalosse.mma.	3600	in	ns	ns3.iptwins.com.
montfort-en-chalosse.mma.	3600	in	ns	ns4.iptwins.com.
montfort-le-gesnois.mma.	3600	in	ns	ns1.iptwins.net.
montfort-le-gesnois.mma.	3600	in	ns	ns2.iptwins.net.
montfort-le-gesnois.mma.	3600	in	ns	ns3.iptwins.com.
montfort-le-gesnois.mma.	3600	in	ns	ns4.iptwins.com.
montfort-sur-meu.mma.	3600	in	ns	ns1.iptwins.net.
montfort-sur-meu.mma.	3600	in	ns	ns2.iptwins.net.
montfort-sur-meu.mma.	3600	in	ns	ns3.iptwins.com.
montfort-sur-meu.mma.	3600	in	ns	ns4.iptwins.com.
montholon.mma.	3600	in	ns	ns1.iptwins.net.
montholon.mma.	3600	in	ns	ns2.iptwins.net.
montholon.mma.	3600	in	ns	ns3.iptwins.com.
montholon.mma.	3600	in	ns	ns4.iptwins.com.
montivilliers.mma.	3600	in	ns	ns1.iptwins.net.
montivilliers.mma.	3600	in	ns	ns2.iptwins.net.
montivilliers.mma.	3600	in	ns	ns3.iptwins.com.
montivilliers.mma.	3600	in	ns	ns4.iptwins.com.
montlhery.mma.	3600	in	ns	ns1.iptwins.net.
montlhery.mma.	3600	in	ns	ns2.iptwins.net.
montlhery.mma.	3600	in	ns	ns3.iptwins.com.
montlhery.mma.	3600	in	ns	ns4.iptwins.com.
montlucon.mma.	3600	in	ns	ns1.iptwins.net.
montlucon.mma.	3600	in	ns	ns2.iptwins.net.
montlucon.mma.	3600	in	ns	ns3.iptwins.com.
montlucon.mma.	3600	in	ns	ns4.iptwins.com.
montluel.mma.	3600	in	ns	ns1.iptwins.net.
montluel.mma.	3600	in	ns	ns2.iptwins.net.
montluel.mma.	3600	in	ns	ns3.iptwins.com.
montluel.mma.	3600	in	ns	ns4.iptwins.com.
montmedy.mma.	3600	in	ns	ns1.iptwins.net.
montmedy.mma.	3600	in	ns	ns2.iptwins.net.
montmedy.mma.	3600	in	ns	ns3.iptwins.com.
montmedy.mma.	3600	in	ns	ns4.iptwins.com.
montmorency-enghien.mma.	3600	in	ns	ns1.iptwins.net.
montmorency-enghien.mma.	3600	in	ns	ns2.iptwins.net.
montmorency-enghien.mma.	3600	in	ns	ns3.iptwins.com.
montmorency-enghien.mma.	3600	in	ns	ns4.iptwins.com.
montmorillon.mma.	3600	in	ns	ns1.iptwins.net.
montmorillon.mma.	3600	in	ns	ns2.iptwins.net.
montmorillon.mma.	3600	in	ns	ns3.iptwins.com.
montmorillon.mma.	3600	in	ns	ns4.iptwins.com.
montoire-sur-le-loir.mma.	3600	in	ns	ns1.iptwins.net.
montoire-sur-le-loir.mma.	3600	in	ns	ns2.iptwins.net.
montoire-sur-le-loir.mma.	3600	in	ns	ns3.iptwins.com.
montoire-sur-le-loir.mma.	3600	in	ns	ns4.iptwins.com.
montpellier-antigone.mma.	3600	in	ns	ns1.iptwins.net.
montpellier-antigone.mma.	3600	in	ns	ns2.iptwins.net.
montpellier-antigone.mma.	3600	in	ns	ns3.iptwins.com.
montpellier-antigone.mma.	3600	in	ns	ns4.iptwins.com.
montpellier-arceaux.mma.	3600	in	ns	ns1.iptwins.net.
montpellier-arceaux.mma.	3600	in	ns	ns2.iptwins.net.
montpellier-arceaux.mma.	3600	in	ns	ns3.iptwins.com.
montpellier-arceaux.mma.	3600	in	ns	ns4.iptwins.com.
montpellier-lattes.mma.	3600	in	ns	ns1.iptwins.net.
montpellier-lattes.mma.	3600	in	ns	ns2.iptwins.net.
montpellier-lattes.mma.	3600	in	ns	ns3.iptwins.com.
montpellier-lattes.mma.	3600	in	ns	ns4.iptwins.com.
montpellier-pompignane.mma.	3600	in	ns	ns1.iptwins.net.
montpellier-pompignane.mma.	3600	in	ns	ns2.iptwins.net.
montpellier-pompignane.mma.	3600	in	ns	ns3.iptwins.com.
montpellier-pompignane.mma.	3600	in	ns	ns4.iptwins.com.
montpellier-saint-gely.mma.	3600	in	ns	ns1.iptwins.net.
montpellier-saint-gely.mma.	3600	in	ns	ns2.iptwins.net.
montpellier-saint-gely.mma.	3600	in	ns	ns3.iptwins.com.
montpellier-saint-gely.mma.	3600	in	ns	ns4.iptwins.com.
montpon-menesterol.mma.	3600	in	ns	ns1.iptwins.net.
montpon-menesterol.mma.	3600	in	ns	ns2.iptwins.net.
montpon-menesterol.mma.	3600	in	ns	ns3.iptwins.com.
montpon-menesterol.mma.	3600	in	ns	ns4.iptwins.com.
montresor.mma.	3600	in	ns	ns1.iptwins.net.
montresor.mma.	3600	in	ns	ns2.iptwins.net.
montresor.mma.	3600	in	ns	ns3.iptwins.com.
montresor.mma.	3600	in	ns	ns4.iptwins.com.
montreuil-bellay.mma.	3600	in	ns	ns1.iptwins.net.
montreuil-bellay.mma.	3600	in	ns	ns2.iptwins.net.
montreuil-bellay.mma.	3600	in	ns	ns3.iptwins.com.
montreuil-bellay.mma.	3600	in	ns	ns4.iptwins.com.
montreuil.mma.	3600	in	ns	ns1.iptwins.net.
montreuil.mma.	3600	in	ns	ns2.iptwins.net.
montreuil.mma.	3600	in	ns	ns3.iptwins.com.
montreuil.mma.	3600	in	ns	ns4.iptwins.com.
montrevel-en-bresse.mma.	3600	in	ns	ns1.iptwins.net.
montrevel-en-bresse.mma.	3600	in	ns	ns2.iptwins.net.
montrevel-en-bresse.mma.	3600	in	ns	ns3.iptwins.com.
montrevel-en-bresse.mma.	3600	in	ns	ns4.iptwins.com.
montrichard-val-de-cher.mma.	3600	in	ns	ns1.iptwins.net.
montrichard-val-de-cher.mma.	3600	in	ns	ns2.iptwins.net.
montrichard-val-de-cher.mma.	3600	in	ns	ns3.iptwins.com.
montrichard-val-de-cher.mma.	3600	in	ns	ns4.iptwins.com.
montrouge.mma.	3600	in	ns	ns1.iptwins.net.
montrouge.mma.	3600	in	ns	ns2.iptwins.net.
montrouge.mma.	3600	in	ns	ns3.iptwins.com.
montrouge.mma.	3600	in	ns	ns4.iptwins.com.
montsurs.mma.	3600	in	ns	ns1.iptwins.net.
montsurs.mma.	3600	in	ns	ns2.iptwins.net.
montsurs.mma.	3600	in	ns	ns3.iptwins.com.
montsurs.mma.	3600	in	ns	ns4.iptwins.com.
