vision.	3600	in	soa	v0n0.nic.vision. hostmaster.donuts.email. 1767662362 7200 900 1209600 3600
10yearsoffine.vision.	3600	in	ns	ns97.worldnic.com.
10yearsoffine.vision.	3600	in	ns	ns98.worldnic.com.
10z.vision.	3600	in	ns	ns.second-ns.com.
10z.vision.	3600	in	ns	ns1.your-server.de.
10z.vision.	3600	in	ns	ns3.second-ns.de.
11.vision.	3600	in	ns	ns73.domaincontrol.com.
11.vision.	3600	in	ns	ns74.domaincontrol.com.
111.vision.	3600	in	ns	curitiba.ns.porkbun.com.
111.vision.	3600	in	ns	fortaleza.ns.porkbun.com.
111.vision.	3600	in	ns	maceio.ns.porkbun.com.
111.vision.	3600	in	ns	salvador.ns.porkbun.com.
1111.vision.	3600	in	ns	ns73.domaincontrol.com.
1111.vision.	3600	in	ns	ns74.domaincontrol.com.
11alive.vision.	3600	in	ns	ns-1240.awsdns-27.org.
11alive.vision.	3600	in	ns	ns-1682.awsdns-18.co.uk.
11alive.vision.	3600	in	ns	ns-84.awsdns-10.com.
11alive.vision.	3600	in	ns	ns-913.awsdns-50.net.
11ghostdi.vision.	3600	in	ns	ns1037.ui-dns.de.
11ghostdi.vision.	3600	in	ns	ns1069.ui-dns.biz.
11ghostdi.vision.	3600	in	ns	ns1106.ui-dns.org.
11ghostdi.vision.	3600	in	ns	ns1114.ui-dns.com.
11th.vision.	3600	in	ns	dns1.registrar-servers.com.
11th.vision.	3600	in	ns	dns2.registrar-servers.com.
121.vision.	3600	in	ns	ns1.livedns.co.uk.
121.vision.	3600	in	ns	ns2.livedns.co.uk.
121.vision.	3600	in	ns	ns3.livedns.co.uk.
123.vision.	3600	in	ns	ns.udag.de.
123.vision.	3600	in	ns	ns.udag.net.
123.vision.	3600	in	ns	ns.udag.org.
123b.vision.	3600	in	ns	abdullah.ns.cloudflare.com.
123b.vision.	3600	in	ns	sandy.ns.cloudflare.com.
123c.vision.	3600	in	ns	ns-cloud-d1.googledomains.com.
123c.vision.	3600	in	ns	ns-cloud-d2.googledomains.com.
123c.vision.	3600	in	ns	ns-cloud-d3.googledomains.com.
123c.vision.	3600	in	ns	ns-cloud-d4.googledomains.com.
12am.vision.	3600	in	ns	dns16.ovh.net.
12am.vision.	3600	in	ns	ns16.ovh.net.
12bet.vision.	3600	in	ns	desi.ns.cloudflare.com.
12bet.vision.	3600	in	ns	devin.ns.cloudflare.com.
12news.vision.	3600	in	ns	ns-1492.awsdns-58.org.
12news.vision.	3600	in	ns	ns-1784.awsdns-31.co.uk.
12news.vision.	3600	in	ns	ns-191.awsdns-23.com.
12news.vision.	3600	in	ns	ns-656.awsdns-18.net.
12newsnow.vision.	3600	in	ns	ns-121.awsdns-15.com.
12newsnow.vision.	3600	in	ns	ns-1409.awsdns-48.org.
12newsnow.vision.	3600	in	ns	ns-1565.awsdns-03.co.uk.
12newsnow.vision.	3600	in	ns	ns-590.awsdns-09.net.
13.vision.	3600	in	ds	20510 8 2 65155D121FBDE82A7A90BB901ED5F668A91DA1ECCC002647B066C20000C393C5
13.vision.	3600	in	ns	ns-cloud-b1.googledomains.com.
13.vision.	3600	in	ns	ns-cloud-b2.googledomains.com.
13.vision.	3600	in	ns	ns-cloud-b3.googledomains.com.
13.vision.	3600	in	ns	ns-cloud-b4.googledomains.com.
13.vision.	3600	in	rrsig	DS 8 2 3600 20260122161014 20260101151014 57360 vision. jfOjXCkl23THUTOR6nV16df+BxXaMIQ3eSSG5XXYKy8az8Pk0jF1T5x5/e5/RAWWt25j30cp1WiLXwzqGMhCUFSxYSNZbF/sNIufLRBiIQgtsWWR1bhsUQpJ4AA1KxyG1jDrNwbCMrvXVTkLPV5csUJtkzn1LxbslUbRD4MYOpQ=
1337.vision.	3600	in	ns	curitiba.ns.porkbun.com.
1337.vision.	3600	in	ns	fortaleza.ns.porkbun.com.
1337.vision.	3600	in	ns	maceio.ns.porkbun.com.
1337.vision.	3600	in	ns	salvador.ns.porkbun.com.
136879.vision.	3600	in	ns	ns1.dyna-ns.net.
136879.vision.	3600	in	ns	ns2.dyna-ns.net.
13dc1s8nvhv3gmnsk1jpe46qpu4m25a1.vision.	3600	in	nsec3	1 1 0 73 13JLI3TG8DR5AK2F81SPGDBLRF00JD1M NS DS RRSIG
13dc1s8nvhv3gmnsk1jpe46qpu4m25a1.vision.	3600	in	rrsig	NSEC3 8 2 3600 20260122161014 20260101151014 57360 vision. TAcnBXGUBigHZcEIgORRwHuS07dqd1ENXXFgNQ+Od5jbXbViCo6QnjqLaHxWVYvMSmKhIkdJhOrUENJWAedC0VATaXxI6I0gRurrl4ChuEuJdA8IaF/abKkFBhQj8sGDy0lvk7o7FUIhO0xY4B5K5rOb4D7JF9iR/bAk2LKSWwY=
13jli3tg8dr5ak2f81spgdblrf00jd1m.vision.	3600	in	nsec3	1 1 0 73 145DCGC0H80KS9NS2JHM7D3S128S8OJU NS DS RRSIG
13jli3tg8dr5ak2f81spgdblrf00jd1m.vision.	3600	in	rrsig	NSEC3 8 2 3600 20260122161014 20260101151014 57360 vision. d5RisCS0wWReNf2C5T9u/qx0FabYM12MTRjzUmqXQZYDOAywKb6lvGGAJI/3RUSP6H17iYquiSnS/GWTwxsm2l1O9f4CLVWTem3qErTfoBn40sFtp2rO7sQYVIv1wlB3b5PE43n8mk/l4IUK6fvivHoiZ2L2J2Uv8dJZh0bE5m8=
13newsnow.vision.	3600	in	ns	ns-1128.awsdns-13.org.
13newsnow.vision.	3600	in	ns	ns-2013.awsdns-59.co.uk.
13newsnow.vision.	3600	in	ns	ns-364.awsdns-45.com.
13newsnow.vision.	3600	in	ns	ns-566.awsdns-06.net.
13wmaz.vision.	3600	in	ns	ns-1307.awsdns-35.org.
13wmaz.vision.	3600	in	ns	ns-1755.awsdns-27.co.uk.
13wmaz.vision.	3600	in	ns	ns-226.awsdns-28.com.
13wmaz.vision.	3600	in	ns	ns-777.awsdns-33.net.
145dcgc0h80ks9ns2jhm7d3s128s8oju.vision.	3600	in	nsec3	1 1 0 73 14AGQTVMHSFPBUAOV90S6JH78FRNS7M0 NS DS RRSIG
145dcgc0h80ks9ns2jhm7d3s128s8oju.vision.	3600	in	rrsig	NSEC3 8 2 3600 20260122161014 20260101151014 57360 vision. U70EaYTCE4vf8Ye9YZPEfqDAyXBVFX67Z5qB9PHwJZiXreU4cEzsLCBw1qEwwHgdxlgo7k+A76rND1++Rx/lMLE+CV3vgJRP6oYyTQFY9nLREO6EngDUVmG0RHMhJ7a7NPOQPLzO0ja0FAQaiDMCwXQtCjrcO0lHjhEyyrWEuQc=
148639.vision.	3600	in	ns	christina.ns.cloudflare.com.
148639.vision.	3600	in	ns	george.ns.cloudflare.com.
1492.vision.	3600	in	ns	ns-canada.topdns.com.
1492.vision.	3600	in	ns	ns-uk.topdns.com.
1492.vision.	3600	in	ns	ns-usa.topdns.com.
14agqtvmhsfpbuaov90s6jh78frns7m0.vision.	3600	in	nsec3	1 1 0 73 14FDNH5UOA314FV3GRTQOF4TSH46132K NS DS RRSIG
14agqtvmhsfpbuaov90s6jh78frns7m0.vision.	3600	in	rrsig	NSEC3 8 2 3600 20260122161014 20260101151014 57360 vision. mLoBfOd4/49EZJYL925kt/7E244ep6YKHEowXn46C5qqLASndQQIv8t9Z+qHeI1VQsv4Bd1smc5hwi478+z5XLZwV7O+8475/ZW3PRChSZAnL0+++NAJqY3012kMknr8y9LcqJEVpbgLUZEc843NLivLMWOT7VymNkVltOe0VNU=
14fdnh5uoa314fv3grtqof4tsh46132k.vision.	3600	in	nsec3	1 1 0 73 14R3CTNJ6PL3ME07R3J9GVVI59SC99CT NS DS RRSIG
14fdnh5uoa314fv3grtqof4tsh46132k.vision.	3600	in	rrsig	NSEC3 8 2 3600 20260122161014 20260101151014 57360 vision. Ga6QyW239zyIUsfjeVfaxIqTBD3pQUNzjE2M0vBj4H26w332/cvIKS5EffJuiYqxm+NVPZAa8qHhM+KTC7/iTWW6ZTnHF/i0tOfS8rj7gZ6c8C4uaffky/jt8q8ePvGuAU/SPMw9wBO6UKBqPotEJ9/AoUOTMlRlZCDVQnJdY0U=
14r3ctnj6pl3me07r3j9gvvi59sc99ct.vision.	3600	in	nsec3	1 1 0 73 150RU84ARLRS0NAB1728U9VBQGJJIAVP NS DS RRSIG
14r3ctnj6pl3me07r3j9gvvi59sc99ct.vision.	3600	in	rrsig	NSEC3 8 2 3600 20260122161014 20260101151014 57360 vision. K0X8Fqm6Dx8aE1qcyj9ezxGbypuBNMwnU/03G0rTyNsyV1t/e/1vhDLQUUNB28GpgLS06+vwb6GGK0hK+Dg1kToTpykddFbXa5ulQuDwwvd3XTbjBHfjO/Gv9Wyn44V2wa+0GvFx8I/5wNs+/p3GatXWnJWmNamATMuNMw8p1pc=
150ru84arlrs0nab1728u9vbqgjjiavp.vision.	3600	in	nsec3	1 1 0 73 16OLJPQOSOLCHEG1U0KR0ATS6AVFHMQH NS DS RRSIG
150ru84arlrs0nab1728u9vbqgjjiavp.vision.	3600	in	rrsig	NSEC3 8 2 3600 20260122161014 20260101151014 57360 vision. KcdsxeNswIOmywha7M/TDvw24yv6rMGoOy90exKo+xnHLqTMPRALOWo/NPH7+gIDfl3Fynag2iraoSXRLsZJCe4RfjLsS5rTT3iTROKiz0qLW4AYUYC7Lq7X5TR8nYTC99DB/5br/OY9RReN3BsWa8wHklsFDSKeIeVcl/P0DRw=
1515.vision.	3600	in	ns	dns1.papaki.gr.
1515.vision.	3600	in	ns	dns2.papaki.gr.
1688.vision.	3600	in	ns	ns1.dns-redirect.com.
1688.vision.	3600	in	ns	ns2.dns-redirect.com.
16oljpqosolcheg1u0kr0ats6avfhmqh.vision.	3600	in	nsec3	1 1 0 73 1740U7FU98DFLOS954GP4CHVOAOI97CG NS DS RRSIG
16oljpqosolcheg1u0kr0ats6avfhmqh.vision.	3600	in	rrsig	NSEC3 8 2 3600 20260122161014 20260101151014 57360 vision. F0NnH7lP/Db+ZKe3wntstLeU7redzyiC1YxwjL1Ln/6922/1H0hiN35XITh46RE6WQL8oMlAHl0dAQwfBx1KM/GFVeAbN34Tvn1QTlbb0xch84FVU5ufKCcWgmeey4n695P+obOfeeIKkq1zXhm1PyLmpbxkyzge07R3AXPqt6k=
17.vision.	3600	in	ns	launch1.spaceship.net.
17.vision.	3600	in	ns	launch2.spaceship.net.
1721.vision.	3600	in	ns	ns1.cyon.ch.
1721.vision.	3600	in	ns	ns2.cyon.ch.
1740u7fu98dflos954gp4chvoaoi97cg.vision.	3600	in	nsec3	1 1 0 73 185LPC47DLCBCMV972NNRRH8MOJQJNA5 NS DS RRSIG
1740u7fu98dflos954gp4chvoaoi97cg.vision.	3600	in	rrsig	NSEC3 8 2 3600 20260122161014 20260101151014 57360 vision. DptKWqpRSsm1AhD4PJJVjS0XlYJnpLMetjrSrB1ubQ8ZW42sEDfrYy9/lfymz0lE5yy+QCQ731lrCNzO2V1EbbTJnJQfdKVV4tPhj57ScIjq5NNBn4OruOn1Hxltm33owzl9HykCZz4nuUI0Xcp5ZWYWVir1kbcgZq8Sk43v5Zs=
1800contacts.vision.	3600	in	ns	ns1.101domain.com.
1800contacts.vision.	3600	in	ns	ns2.101domain.com.
1800contacts.vision.	3600	in	ns	ns5.101domain.com.
185lpc47dlcbcmv972nnrrh8mojqjna5.vision.	3600	in	nsec3	1 1 0 73 18CN3CST7R7O2E7GVIE9IK4FEBAMOI51 NS DS RRSIG
185lpc47dlcbcmv972nnrrh8mojqjna5.vision.	3600	in	rrsig	NSEC3 8 2 3600 20260122161014 20260101151014 57360 vision. I6dWKAZ2rOXeFwcjIlxgCjrq13mrJUAXiqIEhEVbyOzt7CkHbQbgtyxUa8UjAPpdj9DwjYES7gkjwYGqgAY0CTp81kbAGzb+ceZ/7nkX3llR4gty+lhRKesA1ISaCY4VWieFmyDG5whjIgOfbIBrLgBDfscozdpCv0JT29y9Jmc=
188bet.vision.	3600	in	ns	curitiba.ns.porkbun.com.
188bet.vision.	3600	in	ns	fortaleza.ns.porkbun.com.
188bet.vision.	3600	in	ns	maceio.ns.porkbun.com.
188bet.vision.	3600	in	ns	salvador.ns.porkbun.com.
18cn3cst7r7o2e7gvie9ik4febamoi51.vision.	3600	in	nsec3	1 1 0 73 1CIB7NCCVPHT3BLEG3FBG7RTQNS8JVCG NS DS RRSIG
18cn3cst7r7o2e7gvie9ik4febamoi51.vision.	3600	in	rrsig	NSEC3 8 2 3600 20260122161014 20260101151014 57360 vision. OhPtWKl16STPOeoJv6taVFYiCYOXkz6h76sLbFRsrnp+l4F0eA/laSjdqDQi8WtoiuLfWmbsECb+Zjb+h7xyPbcR8Qc/1wQKxIzUnqZN611WWklbh/xDc/KSvZwfBYK5kT1lreBt454n9ZcNw8NFz3laDPO0Y+IkmKURY31GP0c=
18peaches.vision.	3600	in	ns	ns1.dnsowl.com.
18peaches.vision.	3600	in	ns	ns2.dnsowl.com.
18peaches.vision.	3600	in	ns	ns3.dnsowl.com.
192.vision.	3600	in	ns	ns5.kasserver.com.
192.vision.	3600	in	ns	ns6.kasserver.com.
1984.vision.	3600	in	ds	44731 8 2 D88FC095972137EB2168965CCE8AFE3ED0C5ED026775D3CD8E0A7859A9CA5A84
1984.vision.	3600	in	ns	ns-cloud-e1.googledomains.com.
1984.vision.	3600	in	ns	ns-cloud-e2.googledomains.com.
1984.vision.	3600	in	ns	ns-cloud-e3.googledomains.com.
1984.vision.	3600	in	ns	ns-cloud-e4.googledomains.com.
1984.vision.	3600	in	rrsig	DS 8 2 3600 20260122161014 20260101151014 57360 vision. gmdEmloJiNtt3u5PMv3beVfPKU1Q9WANp9peBxoQ71YXZ89Io2ihdbeqnyXddONYp7oCNr3ZTO5gVyAIj44X0pcjYSRblUb3penc9LDTp9Pm5eeD6ekw26R76cAN6NpFKF1kNwS/FAG+QlOF+axdRL600KwT+YkMamh+zsa5Dec=
1988.vision.	3600	in	ns	ns1.dns-redirect.com.
1988.vision.	3600	in	ns	ns2.dns-redirect.com.
1b.vision.	3600	in	ns	ns11.domaincontrol.com.
1b.vision.	3600	in	ns	ns12.domaincontrol.com.
1cib7nccvpht3bleg3fbg7rtqns8jvcg.vision.	3600	in	nsec3	1 1 0 73 1EMLEOHATI2RV2TEM302FN10SH8G00E5 NS DS RRSIG
1cib7nccvpht3bleg3fbg7rtqns8jvcg.vision.	3600	in	rrsig	NSEC3 8 2 3600 20260122161014 20260101151014 57360 vision. SCNcSyLU5eWdfNAWGakkm/aRvKa8SsThd1fz15aBDi4cH93TFftxXLEI9WDJyaVhVevRyOepITvQshtUj5aBW3ov2YwKKaRDl/5Od3HiIR5pspAd3io1G+HQtgWobhuErP3j9bLDM4NFfnInEtMsFxBEE9+ZE53TvNgdEkGwI0M=
1emleohati2rv2tem302fn10sh8g00e5.vision.	3600	in	nsec3	1 1 0 73 1HIE911D1V795MCA7PFC8U4588E1882I NS DS RRSIG
1emleohati2rv2tem302fn10sh8g00e5.vision.	3600	in	rrsig	NSEC3 8 2 3600 20260122161014 20260101151014 57360 vision. KmFme0VodyJP9Ko7NUJvhjz5EK9T/JSmTldqVG/EI4JEhmCWWEbTTbuvW4E8gC/KpT5b+uY+vef+vN4qzhRPp0Ux6vsR+gUp/WRqjsN5LwpP5Dj8SmTdrDM7aRXZADV59264BJoM/4PP8RIAVOIFbRPJp57zyRMBzVuX5EGFDSg=
1family.vision.	3600	in	ns	ns1kwy.name.com.
1family.vision.	3600	in	ns	ns2dfg.name.com.
1family.vision.	3600	in	ns	ns3jmt.name.com.
1family.vision.	3600	in	ns	ns4jnz.name.com.
1fz03.vision.	3600	in	ns	ns1.wordpress.com.
1fz03.vision.	3600	in	ns	ns2.wordpress.com.
1fz03.vision.	3600	in	ns	ns3.wordpress.com.
1hie911d1v795mca7pfc8u4588e1882i.vision.	3600	in	nsec3	1 1 0 73 1HMK0GU7LP4V4TCGVLPK4MU7H84MRA3K NS DS RRSIG
1hie911d1v795mca7pfc8u4588e1882i.vision.	3600	in	rrsig	NSEC3 8 2 3600 20260122161014 20260101151014 57360 vision. d7SIvddJh3BEj+McRaa5qdqVX1d0GWYNpmAj70jV69gZoLoiUOPB6niCb7JGT0fGlQvCWPgxtgY4JPO5zIT94dMTRtaGJL6nM/j5SHa8JJ7XMU/jgHToZ+lLgUWXXkmbkEXp6s4idxpDpfxDYB8sx5lSJQpHx2t+aIVma1Hp+N8=
1hmk0gu7lp4v4tcgvlpk4mu7h84mra3k.vision.	3600	in	nsec3	1 1 0 73 1I3O3U1SSEUUDCI76J0VUQ43EF5T12DQ NS DS RRSIG
1hmk0gu7lp4v4tcgvlpk4mu7h84mra3k.vision.	3600	in	rrsig	NSEC3 8 2 3600 20260122161014 20260101151014 57360 vision. oCuyJvSoH6qA24U2ju2qZBTXkgaHX2ZuIyXpIixhIMeN6aWU2jM+dwPK1xo+ayNgHifjc6HjyIX5MhWBDwBSZ3V95uHv+LTmZTA/CR6nZQbF2qxRuLaTnAx6tlVbm0jUIVjO7pxK5rHfA4vNw+qX8oFOIy8yKz8IT2QyyFviyuY=
1i3o3u1sseuudci76j0vuq43ef5t12dq.vision.	3600	in	nsec3	1 1 0 73 1IF4IF8BO7KORE481O5C0NMLB7QRD74E NS DS RRSIG
1i3o3u1sseuudci76j0vuq43ef5t12dq.vision.	3600	in	rrsig	NSEC3 8 2 3600 20260122161014 20260101151014 57360 vision. cH0Uavm3vvXMibtVFYVOcOVrpL3BL4+g+cXTr2/6tAox+cyyaMFDmFpUCSSkcgxTsLSt9+zqfg0CCp8ZDQkA22kCrvTGLXmPNxe1xxL01lv0mAhYEP9YuVHuiYoPxb1tBhOYWUluGGOiMyndsEMyiiR6qihqkFLEDD2G0/BdKM4=
1if4if8bo7kore481o5c0nmlb7qrd74e.vision.	3600	in	nsec3	1 1 0 73 1JKNKU5160F80RC5TROSUN6VJCBI037F NS DS RRSIG
1if4if8bo7kore481o5c0nmlb7qrd74e.vision.	3600	in	rrsig	NSEC3 8 2 3600 20260122161014 20260101151014 57360 vision. Pl4LD9fvdjgKPaMWhQjBg4VJqeNf/DoxeZ4q5G5+f/NmNHx9VGNS8MpUq2g0soQs7dCmOOL4qdgCQPN9cP22gbX5FAB5w3OKw2prY7UnBRia4xB/XXHZ0mtzHk1m4I25Po1ITHWN+o7T/ZYgIr62QDRH9uHKgFjKazR4EaBGLSA=
1jknku5160f80rc5trosun6vjcbi037f.vision.	3600	in	nsec3	1 1 0 73 1JKT8A6ND8POVV2S5SJVBO20MMPNK3C6 NS DS RRSIG
1jknku5160f80rc5trosun6vjcbi037f.vision.	3600	in	rrsig	NSEC3 8 2 3600 20260122161014 20260101151014 57360 vision. e/1QWiEAaZ6tKTQWZQpQGs+fyS5OGxqjuYlFXeew7n3UTkTM2mf2MrBX47cenY6TWBieM5vGgp0pfZ2XU4RULjlN57vYzOkgf7iSMmkeZa+GTGgGMUsmkV87/45UA8740EMqwVlz8BGS5itp1SMfX7J2LwMnu5aaZLBll61VK+s=
1jkt8a6nd8povv2s5sjvbo20mmpnk3c6.vision.	3600	in	nsec3	1 1 0 73 1KMJJ23KAL07CL5A7DPBLPVKB4PPRCUT NS DS RRSIG
1jkt8a6nd8povv2s5sjvbo20mmpnk3c6.vision.	3600	in	rrsig	NSEC3 8 2 3600 20260122161014 20260101151014 57360 vision. CL2kkAE/yL+TAZXa8XKBchBBLzN6hr4pukNCXlYlXUr8RQ/r/RuWIIU8ByCZ0d56UB7UXYgkBClJ0yLUlw+JrRtk84d6LvbBU8gpvtlHNFX6kgjXCEQcTJpQIEQz96MQWmjNfF/KsBNDzfh66O9DgITWbTmEQqHbiwUl0n8/ghQ=
1kmjj23kal07cl5a7dpblpvkb4pprcut.vision.	3600	in	nsec3	1 1 0 73 1KVUFHMBDG0QKDVAV1IBCSSUSMMD1TAQ NS DS RRSIG
1kmjj23kal07cl5a7dpblpvkb4pprcut.vision.	3600	in	rrsig	NSEC3 8 2 3600 20260122161014 20260101151014 57360 vision. BRPL0Xh9FaRC33pLtTeBSqTDpKChrGn0SCxiaT1tVtG6228XlDaiutxikBqqdHCy+/rHJLqaRZiC/uToFlYTZ4cuAp5qBOq/8eQzsn+k77uSBkO3+IAW03Hdb5OlNE5MJWzmGqVTOKRv8eeyKZkJuQ5DtYK0QwXfK3g2NBoY2ho=
1kvufhmbdg0qkdvav1ibcssusmmd1taq.vision.	3600	in	nsec3	1 1 0 73 1N3QKUQOMARL8TQUC3JG4HH4Q5IU1046 NS DS RRSIG
1kvufhmbdg0qkdvav1ibcssusmmd1taq.vision.	3600	in	rrsig	NSEC3 8 2 3600 20260122161014 20260101151014 57360 vision. T8HPqeKoZj+IYZh1k3xv5LDEzcTutPyBjmn8g4N6tHDEwFj+ZcjXxAD4Gh58oynF/r2PJ70dLHRSNmTnemh7TDK6z+sB3gVMGXvlQQJgK2DlMiFUi7ZOgo52+w9jZG4C/D0EtEGdMVwWTODsOUbZVOvyaiaZlM44ugqpwufL01g=
1life.vision.	3600	in	ns	dns1.registrar-servers.com.
1life.vision.	3600	in	ns	dns2.registrar-servers.com.
1n3qkuqomarl8tquc3jg4hh4q5iu1046.vision.	3600	in	nsec3	1 1 0 73 1NNLKIVQ1DUAQPQLR7TGN11QQQ5KTA38 NS DS RRSIG
1n3qkuqomarl8tquc3jg4hh4q5iu1046.vision.	3600	in	rrsig	NSEC3 8 2 3600 20260122161014 20260101151014 57360 vision. BQT4FeFXN7f7ULkbNVatSqaqi04nAhlBzpT5aXpTqDTFeonR8DxfPr17IroKGpgTN5AKL3wAF5gEKl3N5IBq+FC86bJMJIpftcBPkyh/YRBS5AIYbMLQSJEthigH0aGOyWoAK9LXygfLs/Sl5q/kfEHD+PxRNI7zPXdUK2Vpa0A=
1nnlkivq1duaqpqlr7tgn11qqq5kta38.vision.	3600	in	nsec3	1 1 0 73 1NRM1S84MBS1L6V781V82ANNQRQQ238V NS DS RRSIG
1nnlkivq1duaqpqlr7tgn11qqq5kta38.vision.	3600	in	rrsig	NSEC3 8 2 3600 20260122161014 20260101151014 57360 vision. dv64dnEWPjBAXFLaORj3wcpydz7QRF2nS2MUK35lzW/4puLARs7G6F8ZBvwD3DhpiI+cXbeaq4gqrE6j7+9EHEesKzFYagUMQgjCD6Bz2a0np2w8Xnb8oOYotovdEhI13EQfN4qxtkorSJSA8TdY5cIl+1rpLV3zSS8P3zCT+a8=
1nrm1s84mbs1l6v781v82annqrqq238v.vision.	3600	in	nsec3	1 1 0 73 1O13TN598OURF450008JBK6EL6PR8K7H NS DS RRSIG
1nrm1s84mbs1l6v781v82annqrqq238v.vision.	3600	in	rrsig	NSEC3 8 2 3600 20260122161014 20260101151014 57360 vision. ZoSwfUhaDwAr/V2vld7u3Cq0251xSy4n4Aa4CGlV3wMg2Rf2syXCWX3Nj743IT1/b1rjreg5rliiabcTZSkG4zweQ8xRtcLBCD+HSyp5caCE0UtC9dx/MeTPxdEb1qzUKgMx2xE4nMFF5yfOr4gFvyBHukgvD6IT+9Fbrq7IMuc=
1o1.vision.	3600	in	ns	ns-230-c.gandi.net.
1o1.vision.	3600	in	ns	ns-252-a.gandi.net.
1o1.vision.	3600	in	ns	ns-57-b.gandi.net.
1o13tn598ourf450008jbk6el6pr8k7h.vision.	3600	in	nsec3	1 1 0 73 1O1RUCVMUCD82TC3OV32GGMJ256K28A0 NS DS RRSIG
1o13tn598ourf450008jbk6el6pr8k7h.vision.	3600	in	rrsig	NSEC3 8 2 3600 20260122161014 20260101151014 57360 vision. en/PLfvmcoQ7//4w8VQ+YhjZ7JQirXJhIknFkrdCB+OSljZgzX1GBicMZzDkCezMh67rv008H1vwQS5SajugTx+DZtNcFiSn6q402aBNiRzgEtetBF7Mn4EeH04aIenizMXioZgjkrd28FYt6bMOwoc7Ywl4bng+UWYB8TRDHRA=
1o1rucvmucd82tc3ov32ggmj256k28a0.vision.	3600	in	nsec3	1 1 0 73 1OLDJ5F5T46QDSRC7KN38ESOTFDMUKJE NS DS RRSIG
1o1rucvmucd82tc3ov32ggmj256k28a0.vision.	3600	in	rrsig	NSEC3 8 2 3600 20260122161014 20260101151014 57360 vision. C14ugKoPBObGPqbyn3m+71bkakbXoqJY+xgM3Sl/VX8s5q8yD0pZYzy0KwIXwNqt0lRDTj1Z+l/vq6/lZOITVTd0bvxuwy7S8eGQfFYvBMoZlKDsLGKfERAyMTmQ1nJ/f0bBHsX9vZ6PlFX45zlYpI3UFzRp0OAdGgULzqFXwv0=
1oldj5f5t46qdsrc7kn38esotfdmukje.vision.	3600	in	nsec3	1 1 0 73 1PEGEU1AQ5MTFJJ72J2TUK1HIJ8T4M57 NS DS RRSIG
1oldj5f5t46qdsrc7kn38esotfdmukje.vision.	3600	in	rrsig	NSEC3 8 2 3600 20260122161014 20260101151014 57360 vision. ENgO9eFBfZf7WvHZ2SCl63kedsDIZGSGwfd2F9NippH2dzPzmcYNxggzAqEq/3bo47yA+NXrwmsqkMP5/27G7EN3ZigqQpWwtemd7OgxMxunO0Vb7vby1TOvDktwX2otTaBt5CZtDeDz9dF78k4zfWhHuBmT/mKHHSNIhGe++WY=
1pegeu1aq5mtfjj72j2tuk1hij8t4m57.vision.	3600	in	nsec3	1 1 0 73 1PJP14GPUMAG9DHA6FRFNS31E9KT1BQK NS DS RRSIG
1pegeu1aq5mtfjj72j2tuk1hij8t4m57.vision.	3600	in	rrsig	NSEC3 8 2 3600 20260122161014 20260101151014 57360 vision. OnbRZQJjhlUPJdin/ZSDQIy9TVVsaqz+fNY90//Kd3B5pwxb6sfvkn2K9hMP6r/WCJ+PBlbdp75tc2g5t8VtYOjQzRCwMv0sapzGce066v/LIlu3VKj0N40lLWV2dC4jkhSZvr3N2bWHUGTeBAd6NtHUtAbMbCu7k2c82jqOpnQ=
1pjp14gpumag9dha6frfns31e9kt1bqk.vision.	3600	in	nsec3	1 1 0 73 1R1N2D0SE6GEKO4O9UQ8ANM0E5NKTLPH NS DS RRSIG
1pjp14gpumag9dha6frfns31e9kt1bqk.vision.	3600	in	rrsig	NSEC3 8 2 3600 20260122161014 20260101151014 57360 vision. BfGbMm9R098EKaCi/CxlyVwd0MTiJihQ2AkjAo29TMWRyN209YyVeGOiKxASsx3E+gDqO7lhQXrzlpcMUVKTQKpFCE1IKJh1OCUJhrPN509Xc62evZWJZuZML47rJ/9JoK23nP+ZDxKLMvG821nanL9vmvovoisLqX6OAXLTJLo=
1r1n2d0se6geko4o9uq8anm0e5nktlph.vision.	3600	in	nsec3	1 1 0 73 1RCUMA6Q9F4CEV9EK50UDB9K6BVKNFKR NS DS RRSIG
1r1n2d0se6geko4o9uq8anm0e5nktlph.vision.	3600	in	rrsig	NSEC3 8 2 3600 20260122161014 20260101151014 57360 vision. KuksSul2I+c8hWx/v6W4cJAOY3qWx0/WMKIknl3o2/EvxiExqgpzqv9MlnyETwN0qGkNY3JWCsrKXdIofhaSfEE4VP+Vgx3l5Fmb/PB1ijCkAqMS3XcUriDF1OOuJ/BaY29PHYk4eCXd733JpGSc9fjvaCZg2fRgDaDIcsuRV3M=
1rcuma6q9f4cev9ek50udb9k6bvknfkr.vision.	3600	in	nsec3	1 1 0 73 1SG6B1HPR44O2ET9T0HJBUSSVPKAS24E NS DS RRSIG
1rcuma6q9f4cev9ek50udb9k6bvknfkr.vision.	3600	in	rrsig	NSEC3 8 2 3600 20260122161014 20260101151014 57360 vision. UKYuCknuRHmQOwlgSl72Z9qvLRw4+PaeU2CcpGRosyL8gAuNnCE9T00Z8zBkC9I5jN79UULIT3KRFSJLNaM2jg7uVx8iZMbbrn3FpLW3q4wOM0pYzZ+VE37Qfgu36O6b/dZVLQlwrmpgq+m39tGTP5+hpt8/5EjJ2JLrFcSh3Vc=
1sea.vision.	3600	in	ns	dns1.papaki.gr.
