fox.	900	in	soa	ns1.dns.nic.fox. admin.tldns.godaddy. 1756222625 1800 300 604800 1800
f0bl3lmhsh8uvu12d1g658pm4tjeacbe.fox.	900	in	rrsig	NSEC3 8 2 900 20250905023458 20250822015120 39369 fox. KTNpetF69bjHwDxlxYzWczLwmEELtpzC2g9RiQimHW36nAhEWBzmlSSzExRaG8EFzgoCBCEkPCEfx9zoRUwdaX0dMFfSQXgbA+D1wfUiPWBBkKRqv0gFISqWdqaW30vEq7Y9Gfw1wkbV7XfXDeloqVzDD9CnlSaQwidFK87UONlwCYCeGoB24+BrrRkwoxrbN8eJDZmzMrrgFwpBZzyu5A==
f44l4m8sps6iuknaicsuibotb5kmitjj.fox.	900	in	nsec3	1 1 0 - F5K32ACENO4T9DA8FHI1VSCUIPT2HM3K NS DS RRSIG
f44l4m8sps6iuknaicsuibotb5kmitjj.fox.	900	in	rrsig	NSEC3 8 2 900 20250909220831 20250826211142 39369 fox. gjS9+tfMesXwOFJwrhwoTALFPOFc99W9JuASDN//z4H2ASZ1380gg2Gu5AaP6Y+Co9qFu+3pqeB5rpKPZE1IyjjAQf3xgn7oqydI/i6s9GKuvQ7D/UFYpBdgPzP2NivAwFJj1JR6QV2OHo3Ct5AdbeY1WslpY+vdfS0P9kAX0FMfozGbDlsmfywKP8agIDMGN61o5mYm1bhAaO7QIqIg2A==
f5k32aceno4t9da8fhi1vscuipt2hm3k.fox.	900	in	nsec3	1 1 0 - F73MKOHI22KO173SMV4QS9GM13VEU2AO NS DS RRSIG
f5k32aceno4t9da8fhi1vscuipt2hm3k.fox.	900	in	rrsig	NSEC3 8 2 900 20250909084244 20250826080214 39369 fox. n6d6b16NDAN8Zx8vKkWoR38WrUPaAeQg2tg8iwiByC2+U/oHtQ7gxGqZ2gJntmSrw6OR3kHfd8SII5tmDzBiSohlvtgoszfuRQckJRtpmAjR9FeuDT8NhE6I9BNNaPbOTrtjOQyz9JHzEenqfCVI90D0SjUhTnmj3QyOSMbcubc1wnpKwc8+94MaUecPZTGAJwxo35RTBTj4SE2xcOi0eg==
f73mkohi22ko173smv4qs9gm13veu2ao.fox.	900	in	nsec3	1 1 0 - FA1S0TO91EG510V944LV2ND02R6MTS77 NS DS RRSIG
f73mkohi22ko173smv4qs9gm13veu2ao.fox.	900	in	rrsig	NSEC3 8 2 900 20250909084244 20250826080214 39369 fox. FJWARFOWVqm5XrZl+sxocFJwXQFWSoZBnpnjheL4IEytb0foK4oMq4mujQRCwWOxUqSGgtj6zu/I5DTeB8R1qeMT5iVfhFb/djq/4sWtAkc6iEpuZBaxQv9ErvP2iQfCAm4wj57iSzWl9Lih88wdQ42CrtRxZpayGqsxxdGRHN65fuOA3bxzTKSCM+eZJhqDLRPmIkGk0F7ASxPALoQIVw==
fa1s0to91eg510v944lv2nd02r6mts77.fox.	900	in	nsec3	1 1 0 - FPID7570RITVNCNE2BNIUUE7D0MPR4EM NS DS RRSIG
fa1s0to91eg510v944lv2nd02r6mts77.fox.	900	in	rrsig	NSEC3 8 2 900 20250905023458 20250822015120 39369 fox. kgk0xiSSfCqR8h03Hcc6YHhrYpyVTVtEqXF3WJHJ9QCc/04YKSuw0eM0M+FBG+FhDN2/cbK7byoaXJMx1Pley8s061nYC6v6kBT4Osb7iaNJyTpAVWUulBPS/YrgRW5SjKZSkNVm6KMVAiFQU1tc7eqdaVUqz6g35Tq4sX6umdmocadQ8QuWpEcH5A3pU5KlBbl4VT41aeFJqskejdlmqw==
familyfun.fox.	3600	in	ns	ns09.gcd-dns.com.
familyfun.fox.	3600	in	ns	ns10.gcd-dns.com.
fanmosaic.fox.	3600	in	ds	48553 13 2 C6FFA4EC672A7652DAB94C5665B4162FFC1E41A950CFDEC8972A5BCCCFC9EA12
fanmosaic.fox.	3600	in	ns	ns01.dns.fox.
fanmosaic.fox.	3600	in	ns	ns01.foxdoua.com.
fanmosaic.fox.	3600	in	ns	ns02.dns.fox.
fanmosaic.fox.	3600	in	ns	ns02.foxdoua.com.
fanmosaic.fox.	3600	in	ns	ns03.dns.fox.
fanmosaic.fox.	3600	in	ns	ns03.foxdoua.com.
fanmosaic.fox.	3600	in	ns	ns04.dns.fox.
fanmosaic.fox.	3600	in	ns	ns04.foxdoua.com.
fanmosaic.fox.	3600	in	rrsig	DS 8 2 3600 20250905013143 20250822004800 39369 fox. Ip8EezHNWR4JijWSzlKmglVH1WlcrdVRNmmaq495HC/HUFMfU/gNLhi9bo8SCmFAfDeTED/r4Giao/EVwPPCtE4RceYHaqWOhs7iKmbJ3aLeJebpQx1tLKgdg+DuwaOT9WNdyDU8hepm4anmQY4XakOr95oquuEKaauGtxj1KU8CsW0pIY0OWSc8jWWzhtCMyH4psDlzzgY1yyRxbykeKQ==
fast.fox.	3600	in	ds	48553 13 2 002C96EAB419C9B93C27D012FFFF8B6F4E1D062CDFEDA807A21826531C929665
fast.fox.	3600	in	ns	ns01.dns.fox.
fast.fox.	3600	in	ns	ns01.foxdoua.com.
fast.fox.	3600	in	ns	ns02.dns.fox.
fast.fox.	3600	in	ns	ns02.foxdoua.com.
fast.fox.	3600	in	ns	ns03.dns.fox.
fast.fox.	3600	in	ns	ns03.foxdoua.com.
fast.fox.	3600	in	ns	ns04.dns.fox.
fast.fox.	3600	in	ns	ns04.foxdoua.com.
fast.fox.	3600	in	rrsig	DS 8 2 3600 20250905013143 20250822004800 39369 fox. SDWxcwlz9gvntkK0PQqQdqpqLw9xU4aKH+38xlbyptMB/mdMd3X1TibpWDOqN+BfYtTkii1VsMFp6UV7LjR+B0XAcDcKGHj3GWc1iKo5M+NKRphNfezW5uzoJ9o8KsE74A4p++OQrd+XbV78wWqgm09n1f/kPbeEvD5SI38pdpj69rIxTv/w5guS/ztqRE4AlIk3NqeoNg1rSi+rzpL9Xw==
fed.fox.	3600	in	ds	48553 13 2 82D90F43AEC5E0C6303EAA213CA7A7F5B709DCD4330175F1B756D70E2ED21CB3
fed.fox.	3600	in	ns	ns01.dns.fox.
fed.fox.	3600	in	ns	ns01.foxdoua.com.
fed.fox.	3600	in	ns	ns02.dns.fox.
fed.fox.	3600	in	ns	ns02.foxdoua.com.
fed.fox.	3600	in	ns	ns03.dns.fox.
fed.fox.	3600	in	ns	ns03.foxdoua.com.
fed.fox.	3600	in	ns	ns04.dns.fox.
fed.fox.	3600	in	ns	ns04.foxdoua.com.
fed.fox.	3600	in	rrsig	DS 8 2 3600 20250905013143 20250822004800 39369 fox. nM80lzoZsYeIWKUpQUhpaI1413OCOoPWrtvbWWA2hricZGimJMWgcJclB4aCzkWwhHR2T0x3kE5uR1E6vhYgl8oGuh9Vk7m9nFTRZUhQ1fwDuJO4Cz5DvdKJs7WmFOWSXrRyglyWeve+syx4c3pcWhECpu1JpYgg6N/1qu02CpiwKi+0JJmL6OJrxOV1gwbNGrXdQO2RET8iedwR9Q+mFA==
feg.fox.	3600	in	ds	48553 13 2 03FF65501824B45FF43E9C1A9676A76039BE5C11EC36BF15E8BB715F4A7D6A5D
feg.fox.	3600	in	ns	ns01.dns.fox.
feg.fox.	3600	in	ns	ns01.foxdoua.com.
feg.fox.	3600	in	ns	ns02.dns.fox.
feg.fox.	3600	in	ns	ns02.foxdoua.com.
feg.fox.	3600	in	ns	ns03.dns.fox.
feg.fox.	3600	in	ns	ns03.foxdoua.com.
feg.fox.	3600	in	ns	ns04.dns.fox.
feg.fox.	3600	in	ns	ns04.foxdoua.com.
feg.fox.	3600	in	rrsig	DS 8 2 3600 20250905013143 20250822004800 39369 fox. AwKY+WK8PRtXMnVVr9O1B6DTCXGRY7AqCMxFxnoE8eaOfUnyev4wn94DnfKkNW/L1gRyxKlVmK75CYcBmKbtQiyPu9Quvgc9JJT15UHCkxofZXShpT7xx9EkhEyi6VmagynlvIdief/3FBdcBepGOrOsnry0o580ZbMoUCXlp+xDlGfcW7UflTbYS4ewA/0Ad6WWR6XebPuqKEhm4GjEyw==
fiddleheadcaskets.fox.	3600	in	ns	ns09.gcd-dns.com.
fiddleheadcaskets.fox.	3600	in	ns	ns10.gcd-dns.com.
financialreportsdev.fox.	3600	in	ds	48553 13 2 C71A3060BF933F228328D6D5E393DA7F8EC77019861B9E2D5C133C7AA593B6B0
financialreportsdev.fox.	3600	in	ns	ns01.dns.fox.
financialreportsdev.fox.	3600	in	ns	ns01.foxdoua.com.
financialreportsdev.fox.	3600	in	ns	ns02.dns.fox.
financialreportsdev.fox.	3600	in	ns	ns02.foxdoua.com.
financialreportsdev.fox.	3600	in	ns	ns03.dns.fox.
financialreportsdev.fox.	3600	in	ns	ns03.foxdoua.com.
financialreportsdev.fox.	3600	in	ns	ns04.dns.fox.
financialreportsdev.fox.	3600	in	ns	ns04.foxdoua.com.
financialreportsdev.fox.	3600	in	rrsig	DS 8 2 3600 20250905013143 20250822004800 39369 fox. DlGCJ34SwRIEScpPV3EEKgtFKcjmjBaYsMMt4MXSAY+iSEv2owQJdsfz+9EiDnCMWiTsTYaaLp745gfqGjBcGbwVM5bCeGBrD5uLMkJ/9tRWmTT4k84kiv0JDLTAej5G4roeRVwK/jNl2lhKyJkbc48+x7c5ejWlfdKmeaLeroi2+TgD3jSw2R0LI2uGU25PsiA14C3tIQqeiMGb2vBTjw==
financialreportsprod.fox.	3600	in	ds	48553 13 2 60F6B1AF2517459DB6B8E79A0AB731C6660BA2A95144F75F41AA30B916BB837E
financialreportsprod.fox.	3600	in	ns	ns01.dns.fox.
financialreportsprod.fox.	3600	in	ns	ns01.foxdoua.com.
financialreportsprod.fox.	3600	in	ns	ns02.dns.fox.
financialreportsprod.fox.	3600	in	ns	ns02.foxdoua.com.
financialreportsprod.fox.	3600	in	ns	ns03.dns.fox.
financialreportsprod.fox.	3600	in	ns	ns03.foxdoua.com.
financialreportsprod.fox.	3600	in	ns	ns04.dns.fox.
financialreportsprod.fox.	3600	in	ns	ns04.foxdoua.com.
financialreportsprod.fox.	3600	in	rrsig	DS 8 2 3600 20250905013143 20250822004800 39369 fox. osSQt0AwqwkOIDEpb6NWLWzz5LoVfKdNkm00/sv5KkfzCmX0youC0MWLvaEdGkBN2JfONiseKMVwWlRsk37MYVH1IPcRkUOJPDugzjQs+1AV5CCCaL3fjPWmgiB7U4buqOp+p9qzn2lR5tQSV0f+WSDBDozvRxoOoK4EFAuXKrFiGKlctvQYXpXQAErRK/b1CMZwD/QswU3VjkihcSqZwA==
fly.fox.	3600	in	ds	48553 13 2 CB7355BACC25C8F4055DDC3494D1156F07D5EE03A5E87A51261D7096C06EC929
fly.fox.	3600	in	ns	ns01.dns.fox.
fly.fox.	3600	in	ns	ns01.foxdoua.com.
fly.fox.	3600	in	ns	ns02.dns.fox.
fly.fox.	3600	in	ns	ns02.foxdoua.com.
fly.fox.	3600	in	ns	ns03.dns.fox.
fly.fox.	3600	in	ns	ns03.foxdoua.com.
fly.fox.	3600	in	ns	ns04.dns.fox.
fly.fox.	3600	in	ns	ns04.foxdoua.com.
fly.fox.	3600	in	rrsig	DS 8 2 3600 20250905013143 20250822004800 39369 fox. uiRn/c2Vswp6+IrktTAoFVdcVWDBcPv1CJ4UpfYOpCbInuEk9ANudxIcBhiu4J+cgBJszvEqPz9ViArSkjaWrb+X7oVMQSpbce8k1iLLrulpZ3lKSgoj4Xa/yoepIJcwZTR5pYT0p85+M82koMMU6z3XfsTLF6BHfFXrvP9lJBkL9BAZCehhBrwV4L0fnWzhVqtPqCmUpN0j8O/ljWdq9Q==
fnccharlotte.fox.	3600	in	ds	48553 13 2 41F0EFD2B1963DDE71D9EA9AA6E88CC6161C818254FB2249DCCEF446856CFFAB
fnccharlotte.fox.	3600	in	ns	ns01.dns.fox.
fnccharlotte.fox.	3600	in	ns	ns01.foxdoua.com.
fnccharlotte.fox.	3600	in	ns	ns02.dns.fox.
fnccharlotte.fox.	3600	in	ns	ns02.foxdoua.com.
fnccharlotte.fox.	3600	in	ns	ns03.dns.fox.
fnccharlotte.fox.	3600	in	ns	ns03.foxdoua.com.
fnccharlotte.fox.	3600	in	ns	ns04.dns.fox.
fnccharlotte.fox.	3600	in	ns	ns04.foxdoua.com.
fnccharlotte.fox.	3600	in	rrsig	DS 8 2 3600 20250905101516 20250822093733 39369 fox. u52nxKJlSGVXFSqTGT87GXL75z7aHqka6mGUnrKKxcm1amJYJsPTq2vvFyNn9gD9iOdYqz69WRKTv0DuwhJFzW+sAD7T1DQUZ/xFrrBML4Y3Ntep4YHbxwtZ6T579XerZ/ku0Nzn6aRxRgAjKuCIQ+Plf4b9pHtwc2cYnWZoQ42q6w7IKVWbKqbDSy/UaFaNl62cE43JgDR6VYhCUBW5yw==
fngcontentdistribution-dev.fox.	3600	in	ns	ns09.gcd-dns.com.
fngcontentdistribution-dev.fox.	3600	in	ns	ns10.gcd-dns.com.
fngcontentdistribution-integ.fox.	3600	in	ns	ns09.gcd-dns.com.
fngcontentdistribution-integ.fox.	3600	in	ns	ns10.gcd-dns.com.
fngcontentdistribution-test.fox.	3600	in	ns	ns09.gcd-dns.com.
fngcontentdistribution-test.fox.	3600	in	ns	ns10.gcd-dns.com.
fngcontentdistribution.fox.	3600	in	ns	ns09.gcd-dns.com.
fngcontentdistribution.fox.	3600	in	ns	ns10.gcd-dns.com.
fnm.fox.	3600	in	ds	48553 13 2 F8F7FE76270FF3D8BC7E9DE2C1B7080D6720C8DAB802213EA902DCBB47CDD8BD
fnm.fox.	3600	in	ns	ns01.dns.fox.
fnm.fox.	3600	in	ns	ns01.foxdoua.com.
fnm.fox.	3600	in	ns	ns02.dns.fox.
fnm.fox.	3600	in	ns	ns02.foxdoua.com.
fnm.fox.	3600	in	ns	ns03.dns.fox.
fnm.fox.	3600	in	ns	ns03.foxdoua.com.
fnm.fox.	3600	in	ns	ns04.dns.fox.
fnm.fox.	3600	in	ns	ns04.foxdoua.com.
fnm.fox.	3600	in	rrsig	DS 8 2 3600 20250906080635 20250823070801 39369 fox. YZInXoYo8ds/BvbhAZLV4W+uUv6rnfJgUrcx1llmPTsh7/mUbM96DJaVDleoIMcyw8YnP0DBG3BwQHNFxKnJJ63b71aoh2m4sK36l9rKAiDNIdsRrEQ1VoG+GaQPTl5e6bNJXjxr/H8tl/eC+t077NdzbchXqpO0kyna75dEjnf0DpUh/ZvkAjO6I1BwyfJxmlNAuBZaJdHUAaH5DNcLPQ==
food.fox.	3600	in	ns	ns09.gcd-dns.com.
food.fox.	3600	in	ns	ns10.gcd-dns.com.
football.fox.	3600	in	ns	ns09.gcd-dns.com.
football.fox.	3600	in	ns	ns10.gcd-dns.com.
foresight.fox.	3600	in	ds	48553 13 2 5487B8469C167131552E3E0EBE343407D91381AE5884F694B050DA0F2FB0A9E8
foresight.fox.	3600	in	ns	ns01.dns.fox.
foresight.fox.	3600	in	ns	ns01.foxdoua.com.
foresight.fox.	3600	in	ns	ns02.dns.fox.
foresight.fox.	3600	in	ns	ns02.foxdoua.com.
foresight.fox.	3600	in	ns	ns03.dns.fox.
foresight.fox.	3600	in	ns	ns03.foxdoua.com.
foresight.fox.	3600	in	ns	ns04.dns.fox.
foresight.fox.	3600	in	ns	ns04.foxdoua.com.
foresight.fox.	3600	in	rrsig	DS 8 2 3600 20250905013143 20250822004800 39369 fox. WeCvm/gqSFLgfMyWMLH100vLA3xleydTqLwa4yRAXEI0V/ZOdbzBW1747ulZfndLOBLCDDczBC4b64JgPbc8mRDSlGTGHIW/cCXfyjimaMhUg/ckepX2Iv7/AUvIoov//STjfL7RxyuHLTlPyDTan47WD7YphPfteKO1yjnLeSSmd5DKji4dOrZzFrUeqCAhw4hveG/FWd5eLIaMA9YYuA==
forms.fox.	3600	in	ds	48553 13 2 38FC1799C3C64F61B43A63C2E84971CA082D6DA6AAA1FB8DCC9FD77941EC6EE7
forms.fox.	3600	in	ns	ns01.dns.fox.
forms.fox.	3600	in	ns	ns01.foxdoua.com.
forms.fox.	3600	in	ns	ns02.dns.fox.
forms.fox.	3600	in	ns	ns02.foxdoua.com.
forms.fox.	3600	in	ns	ns03.dns.fox.
forms.fox.	3600	in	ns	ns03.foxdoua.com.
forms.fox.	3600	in	ns	ns04.dns.fox.
forms.fox.	3600	in	ns	ns04.foxdoua.com.
forms.fox.	3600	in	rrsig	DS 8 2 3600 20250904145906 20250821145523 39369 fox. br2mEDeSn9FqcIjkVnrNPFv+bopqMDEqWDkTQtyaWFAR837nuyVlNQuiWRYDU/yqezHFeomBaF9GTr7gr9dLAeHvw4HI4Dn0+KI9pK8Qwy9CTXyE1yFmpxxlrPO3QmrsqFmwLRuq42wJOL6TQE+wUQZEJoMFXQRlMRCCvdBHh9VCg7m7bgYB+GZGtEr1ZHXjm6gWO0LmLGWOiaugsgaDkw==
fox.	0	in	nsec3param	1 0 0 -
fox.	0	in	rrsig	NSEC3PARAM 8 1 0 20250905023458 20250822015120 39369 fox. JSFtBqImlYyKii46BYbDJj9CdU1huODiQmYAg7Xjf8DN6ycYHSZQt5PSM2rIa7vH4hae6JRMwHcT0rr8/4LZlhqvgr+bwKEnTA9jv1PdD1g6Wf5GjgDYKz2MgVpeQyWdmfFVG/1IUQqg9JYEg1GqhUl7wX6oqd8HHM/4xWJyjfVXIy/j6Qq/IxkKyQp+n5DaeCTxNLO8hGlFGgowZIqLzw==
fox.	0	in	rrsig	TYPE65534 8 1 0 20250909031158 20250826024711 39369 fox. q2vBSTwNcJw6jFdVvYaOZzMylr6KAtSAAM53685ZsvbwSTCV1r2U9BDKUqlV0d1P+nKJSenODWyjgagfQ3rIjKR7KzkjWefO1gOKGjz7VY3RCHEsdT77GfeTsWV7hhTeXFwS8rkqRCiDikVuEb04F/BDF16d6Qxh4fpZrXRXGGS+8sNVMmTMkyjg+UMfMBepI+X7dKbmhnkKp7Zhg5lR7A==
fox.	0	in	type65534	\# 5 0834C60001
fox.	0	in	type65534	\# 5 0851F70001
fox.	0	in	type65534	\# 5 08AF6C0001
fox.	3600	in	cdnskey	257 3 8 AwEAAcgTJmU3NerivokZA4/WnUjJ1pKYPakfSKItFuqWM0b3AhlZOL17DFjZMReX+cTbO1D5pBHXVoTy+vpVgxHQhVntRV2174eB/KuLJmquAa59arkQXhThEy902OfjXqsDzXh1/eAV8xA2F5OpApb35IbDqGwrrk1DlOESC+vjzhGYGcq1MYfew2LsqfQfvzGHjK890c6EzSdFIZz5Qurw/kFJl+8C4emIrccyY5mTqP9NFGMhiCAPARn+WrE/57KUK/Jv5OBCbBmb8ReaJFEGVMD8NaI5p/8mPpPWXWQt1NVcjQcu5lrt361tPpvYSqyKV7QB+HEhYDmHAN3iXrHhMp8=
fox.	3600	in	cds	31102 8 2 675C7B085143739B2C32F301858C5EE3751B58E3A9776EE2A6DDDC2C9C7A9E13
fox.	3600	in	rrsig	CDNSKEY 8 1 3600 20250904104245 20250821103139 31102 fox. uqob9A0h1aiQ78Zw/wEP9wVdQyoHRG/4DjvRjysNWRibTmEE2dW976fFrWRqx6NNPHp1ioAukJpISXBQ10CKL705VFBPvCcT3CB1PMZfVAcRALwc3dqu97Q6NFXMGmF2c1CW0TACV7yIYF+IRZk/lajQQG70Bs6wAVOVyLlvyotc0F3UMXwvLyYNnxq7krXu22yc9PIxZGIMqBLKOaGdHy2+p3MmTZYMCQEoeVCZgMCNTyI3JVaUioT2zKRkO2mx11gBSVSU3ZnfEjLJQAmRF0ZKj8j6Oy9ssSseMKC6qVh2pRWHYygR3KgObTLWsy0SvjwTIyIWXbizXx/wJa5X3w==
fox.	3600	in	rrsig	CDS 8 1 3600 20250904104245 20250821103139 31102 fox. kZwWB+4mni/uRH2JPNRGTMnTk1JwOOFlJeCFSzHt6OI5OxBJZIr3yuwWnDJf2ZZc6tf8NkJHqxzCJmgDtiMDyNH6FZZwie6uXXvoCmFTgV4mOCJhOoclPNYv92604+RCE9w/FleeuUhiBXK2Z9D4yznTD6Y/wQdOHLcCKP9N4pR1rqTFXXHNHVKV6DXcMzykGsHRmghV5xOYarTEViAd5FKbl0d8UMfpMDknML6tFTSsvvJtmcmKwqbeo3iCVjtHeiARe/bx0x9cfPJm9MSv3Dd45TInZOJeER1YiQwpg0sawwM2BJ1msno+MvhWKUYu35vIR3MNe9ZHwjlE31HYuA==
fox.	7200	in	dnskey	256 3 8 AwEAAcQTcJ42FAMTUnlQ2c94IJmMW3ybvUnsPSgS5P4IpHpHqWOGoNUiKmLh5TmZI5MtdLE6U74+p2FYTIAqjH8uxpXsssPL3iPliPq4B25HRQ9CPBtqwEruy/7qP9zUZaLV2QhbLZaeThe9NMya4r2QLXQiS/kNtnl1qMEK71pICibLX6EXQpaVz/IYs9IHpThlpKIX9nD4Yqy+au08K5POav0=
fox.	7200	in	dnskey	257 3 8 AwEAAcgTJmU3NerivokZA4/WnUjJ1pKYPakfSKItFuqWM0b3AhlZOL17DFjZMReX+cTbO1D5pBHXVoTy+vpVgxHQhVntRV2174eB/KuLJmquAa59arkQXhThEy902OfjXqsDzXh1/eAV8xA2F5OpApb35IbDqGwrrk1DlOESC+vjzhGYGcq1MYfew2LsqfQfvzGHjK890c6EzSdFIZz5Qurw/kFJl+8C4emIrccyY5mTqP9NFGMhiCAPARn+WrE/57KUK/Jv5OBCbBmb8ReaJFEGVMD8NaI5p/8mPpPWXWQt1NVcjQcu5lrt361tPpvYSqyKV7QB+HEhYDmHAN3iXrHhMp8=
fox.	7200	in	rrsig	DNSKEY 8 1 7200 20250904104245 20250821103139 31102 fox. O2AJMaJ65ixwHgvSX5NtmpieCzKM6Cfhf6Mqjx3xYdCRTsTsoihiO+slcYJX402HVM+56KDU9wLG3SoA6ml6avLr4xxXuLLRSsDHI4nASF6Z4WWIC2PfsZfh6TOc5za/0B4eZApGIQK7aN16crZWrZ82OobkFllfwe/t2WWEx13uRFsQyNlUmgNBIdgUpyCLVta0EyB2+xQEg/tVV0/Mysy+WLGNcsFb6dmOB1UHP73qQQRmw0w15HCBhK9o4xLHqbndboHpsVY49FtfnQfTJ5wHAA/7bZ4A88dRNSaanIvrTeb7YIMi69fRFGF/aFm1Mk7kjKOi8feopxOmnRb43Q==
fox.	86400	in	ns	a.nic.fox.
fox.	86400	in	ns	b.nic.fox.
fox.	86400	in	ns	c.nic.fox.
fox.	86400	in	ns	ns1.dns.nic.fox.
fox.	86400	in	ns	ns2.dns.nic.fox.
fox.	86400	in	ns	ns3.dns.nic.fox.
fox.	86400	in	rrsig	NS 8 1 86400 20250905013143 20250822004800 39369 fox. PYVxDrHNO2vjXg+7dXnzXKE7uVrenqdtfS7umj4YuMUuEwK9DRJi2AP7TXhm0aFp+NSRO+jJiFMSln5AvFkonO3ftKM4AL7gg7xPGaS30w3DcF/LznRFIqv/9APYvsZePyErLKsJYlGlUUCMdYY5paxkgSgjFdZF6AUocz28waV6qguzKP+uJfR41TRqScwom5xZFLaud1YbYRP8N20TIw==
fox.	900	in	rrsig	SOA 8 1 900 20250909221142 20250826211142 39369 fox. V9ojvNJsaBtvSVnirCk3b0cJ5CZ4vN1uquXDd4tP+T7D4/o4q31j7qivLaUDx/e5CpkOJB7L4knzmBrvRpM1Ob48oK2dyc8yT7mpIaElEZqQBF/kG8ZFuyaHvH1TWP+Su8FaGtogrMOH1infvQ5RjRBpb535zSzjdbDvo1TsjFMtEIKJyL8NYE4XwNI38bqD5NX+o1tc8+l80cmndC+png==
fox.fox.	3600	in	ns	ns09.gcd-dns.com.
fox.fox.	3600	in	ns	ns10.gcd-dns.com.
fox5ny.fox.	3600	in	ds	48553 13 2 A50A13945C71BAD414E0D9388369AE9A8DBEC8262DC308A69C161F9A6B4B7231
fox5ny.fox.	3600	in	ns	ns01.dns.fox.
fox5ny.fox.	3600	in	ns	ns01.foxdoua.com.
fox5ny.fox.	3600	in	ns	ns02.dns.fox.
fox5ny.fox.	3600	in	ns	ns02.foxdoua.com.
fox5ny.fox.	3600	in	ns	ns03.dns.fox.
fox5ny.fox.	3600	in	ns	ns03.foxdoua.com.
fox5ny.fox.	3600	in	ns	ns04.dns.fox.
fox5ny.fox.	3600	in	ns	ns04.foxdoua.com.
fox5ny.fox.	3600	in	rrsig	DS 8 2 3600 20250905013143 20250822004800 39369 fox. MDcCx/ebEnbKe/q0DaM94RUozTSZ0KiWrOXaAhsxwwGQ2fqTwjXNf3fAFQEJtGWsIev+FQF7WU77ofTWRbrcutqWBweZLhwmbcLh2fQBQBrXq9AeFGLpltgIFOE2kUVYtl+IDwefK1BRXPbsm78Qp082jqfoRh1Vnwb/XyF01LTW8WakdpeMOjlo1dUj6TqsiijP3X9q4l0aTrLzuQYv0w==
foxapenps.fox.	3600	in	ds	48553 13 2 C0C963BBDB790F1CE1E9196007C4DCB5F3E7CE4E6A32ED73C47960C6E98C6DF5
foxapenps.fox.	3600	in	ns	ns01.dns.fox.
foxapenps.fox.	3600	in	ns	ns01.foxdoua.com.
foxapenps.fox.	3600	in	ns	ns02.dns.fox.
foxapenps.fox.	3600	in	ns	ns02.foxdoua.com.
foxapenps.fox.	3600	in	ns	ns03.dns.fox.
foxapenps.fox.	3600	in	ns	ns03.foxdoua.com.
foxapenps.fox.	3600	in	ns	ns04.dns.fox.
foxapenps.fox.	3600	in	ns	ns04.foxdoua.com.
foxapenps.fox.	3600	in	rrsig	DS 8 2 3600 20250909205040 20250826201243 39369 fox. uDqYrU49tFHwW1Kc2a1EX1e5ImWYs56CO/2Y1CgUSeNg7Ekse/sATMmS+Anu9mxx+CCgtKc3YSjIeTiPPOwpgR6bcC/IQKTBlV/AmbV9Z6V/bWjOcTzSNRuev2tQLkCenVj7aOIot1i9h0RdXgT6e4ZYaCvq21PBRUG0U7GX49DAHp73hm0RqEfxc8azl5qCVm8ZrkCitaoPMQnF/FFgHA==
foxbusiness.fox.	3600	in	ns	ns09.gcd-dns.com.
foxbusiness.fox.	3600	in	ns	ns10.gcd-dns.com.
foxcaretraining.fox.	3600	in	ds	48553 13 2 E7CF7D5F2D39CD4D5D49A7054F98F90D7B955C09598C6AEF9DC66B65F02DA29C
foxcaretraining.fox.	3600	in	ns	ns01.dns.fox.
foxcaretraining.fox.	3600	in	ns	ns01.foxdoua.com.
foxcaretraining.fox.	3600	in	ns	ns02.dns.fox.
foxcaretraining.fox.	3600	in	ns	ns02.foxdoua.com.
foxcaretraining.fox.	3600	in	ns	ns03.dns.fox.
foxcaretraining.fox.	3600	in	ns	ns03.foxdoua.com.
foxcaretraining.fox.	3600	in	ns	ns04.dns.fox.
foxcaretraining.fox.	3600	in	ns	ns04.foxdoua.com.
foxcaretraining.fox.	3600	in	rrsig	DS 8 2 3600 20250905092000 20250822084202 39369 fox. apiqWpjkDO9pPoljTGSO6VQhXP+mipE1LTMO3lU0j1zZi9y4wPFLinEaB500/TGSgCc3RiSO5Agv+Af8q8IhBs9fciIGbM3TK6JemGQfMtPfvcN0PdgP6FK861FM4BsOfdBe2Rskw9jXKoF2gCTvuJAbasvGwBhcBvJ6XdNiTSxF/M97hJ7FDBZukjcdxobH4nzoIjTHscEc44TA7YreUA==
foxlocal.fox.	3600	in	ds	48553 13 2 4CFD58239BB9BF497B3842DB23BD4142FD351A5923ECF61221162E600762EF5B
foxlocal.fox.	3600	in	ns	ns01.dns.fox.
foxlocal.fox.	3600	in	ns	ns01.foxdoua.com.
foxlocal.fox.	3600	in	ns	ns02.dns.fox.
foxlocal.fox.	3600	in	ns	ns02.foxdoua.com.
foxlocal.fox.	3600	in	ns	ns03.dns.fox.
foxlocal.fox.	3600	in	ns	ns03.foxdoua.com.
foxlocal.fox.	3600	in	ns	ns04.dns.fox.
foxlocal.fox.	3600	in	ns	ns04.foxdoua.com.
