direct.	3600	in	soa	v0n0.nic.direct. hostmaster.donuts.email. 1757638863 7200 900 1209600 3600
1ko41bpnjl61tfempgc8k7775jlamvlq.direct.	3600	in	rrsig	NSEC3 8 2 3600 20250930153016 20250909143016 27873 direct. AG4f5WviuvF9xnepSoWEz5W0n07nF8vRWniDnNbRpvehVp32wz7A00fCsEbVO4lnT8NLnTmo7uhux9oUURyBdRPYfuaVsnSJFNc7EdXLEOM0GOX2aWF6Upai0TD76EdVqfKt4hloC64GzIRiRAnvQFHk22+jEtuI/isOYOgJT1U=
1mrhnih2063o33os9a99c3l79e5abu25.direct.	3600	in	nsec3	1 1 0 73 1N3T907CUOGUJ7NUIGA9LMEJG6O4HGJ1 NS DS RRSIG
1mrhnih2063o33os9a99c3l79e5abu25.direct.	3600	in	rrsig	NSEC3 8 2 3600 20250930153016 20250909143016 27873 direct. Z4AYfFqDYpLU/YKcDbhPfWRc0Eb9ugaoPtDItRNxbyI5Pizs4IH7b8iBQBXHLsAkctCdqWd3hfb0eYhW/wYS7SddD/KFyKgMR3Og3VqF/yoz/jygt92QBdAy/KhD5wj6exDSWra8rCbyuW1/aqCmMK/XOC1d/E2YA5WH22yHVHA=
1n3t907cuoguj7nuiga9lmejg6o4hgj1.direct.	3600	in	nsec3	1 1 0 73 1NHDD159T7D8TO11V5TCCPNGIA7LPVM3 NS DS RRSIG
1n3t907cuoguj7nuiga9lmejg6o4hgj1.direct.	3600	in	rrsig	NSEC3 8 2 3600 20250930153016 20250909143016 27873 direct. dshXYYXCawIBWznhwEtqAnvynpPNUnGb+m4FXhB5mywlqaNdba1MTQddnhLzHpLY19C3i0Uye+NEcSIkfGwIdOUMU8jj6PtcaubO+PeypLyMhkgKQOm2gN90lBTLL0qmFV+e+CivnY+Q24RqbsKOeAbxwkwxbyywNgNjQKNb/vA=
1nhdd159t7d8to11v5tccpngia7lpvm3.direct.	3600	in	nsec3	1 1 0 73 1NL3JPA8VDVD1AV3I8BDD40EPRT379A6 NS DS RRSIG
1nhdd159t7d8to11v5tccpngia7lpvm3.direct.	3600	in	rrsig	NSEC3 8 2 3600 20250930153016 20250909143016 27873 direct. Y2JWQtJEDOeFt5Wlf84hG4vLA9eY+pm5iTog2Rv33acB4LIkgyGgYrZM9rZTXcmV9ZqlK0++Sx6pDDhsft0rIABzIkmF/VLhAQK+cXfwGVLQl/t9pGc38u0gWvGTO1orWFn7Rfgc696cnY47xlMcfRhpnqMDG4gK5xuCCtgfrjc=
1nl3jpa8vdvd1av3i8bdd40eprt379a6.direct.	3600	in	nsec3	1 1 0 73 1P78R41AS74VE741GPU32QNVL88JEUPS NS DS RRSIG
1nl3jpa8vdvd1av3i8bdd40eprt379a6.direct.	3600	in	rrsig	NSEC3 8 2 3600 20250930153016 20250909143016 27873 direct. TjQB0NybLXT3BP9yTjKXj2vwKmc8uKif08X/40dtTVNEwq6HQgQfg6tkba4BMfdhqIVCFktK2eniiVfKLeRDy9H0BuOGhsplfWXloQLg05446pwhPPPbsqN2fPV0QMyJ5pon3qoQGCkvs13sCd5a9t2fNtSITuy5OxmoA19zA5g=
1p78r41as74ve741gpu32qnvl88jeups.direct.	3600	in	nsec3	1 1 0 73 1RCPO3HB9QTQUQS4BRHMIGVJBFL7J5NK NS DS RRSIG
1p78r41as74ve741gpu32qnvl88jeups.direct.	3600	in	rrsig	NSEC3 8 2 3600 20250930153016 20250909143016 27873 direct. YK05rCLaZ4kEf8h0Io8MO3+u3ilekdnH4p4fSNeacd7yPuiI8bnm/NGph0712nDtrh0X+tdWRUYiSQGma7nwihDTflZuIPb0VTFkpcKl3PF4fQkU+2RTdhd9tSdiKgh4Mb6HRcJwstALjsS9hzIRVr42HO7nKST+nQkog7w6eT0=
1pay.direct.	3600	in	ns	ns39.domaincontrol.com.
1pay.direct.	3600	in	ns	ns40.domaincontrol.com.
1rcpo3hb9qtquqs4brhmigvjbfl7j5nk.direct.	3600	in	nsec3	1 1 0 73 1S94L77ONFOQAN0N9HD8HPJDT5B0R26A NS DS RRSIG
1rcpo3hb9qtquqs4brhmigvjbfl7j5nk.direct.	3600	in	rrsig	NSEC3 8 2 3600 20250930153016 20250909143016 27873 direct. C9IVpLQpa6TlwtYL9ujqeIc2TU86mVhYiCePw5Qv4VQB0IrolwiESfQ/1KC6OP38kiFfKOvng59F8DObC96Eb4VAWMg9seD4aV+hVROb8GRVGA1rbogNpm/qqvYMDGQV3FpM5PDmFFsh0tXww/lnXEB2Th1Tkn3mhn9vqP+s5WE=
1s94l77onfoqan0n9hd8hpjdt5b0r26a.direct.	3600	in	nsec3	1 1 0 73 20F15PJDC8JLOR39AEURQUI7CG1JFJH4 NS DS RRSIG
1s94l77onfoqan0n9hd8hpjdt5b0r26a.direct.	3600	in	rrsig	NSEC3 8 2 3600 20250930153016 20250909143016 27873 direct. DIqA/1snOnDGj2y40EMrE27EkTjJXxLWu+G/5CghyPRvvut8YRZ4gWXmaeYYLrF2jwEW0EK+lr6CmNNCe1cIBX0E4mp2SEaG8Q2UCEaJIjwO5lJX/h/jl5N+W5zih26gXZImphETu3PtBi6ipBD7xmx0olXeRZZpCCM8RI4oAZc=
1site.direct.	3600	in	ns	dns1.registrar-servers.com.
1site.direct.	3600	in	ns	dns2.registrar-servers.com.
1st.direct.	3600	in	ns	dns1.p03.nsone.net.
1st.direct.	3600	in	ns	dns2.p03.nsone.net.
1st.direct.	3600	in	ns	dns3.p03.nsone.net.
1st.direct.	3600	in	ns	dns4.p03.nsone.net.
1st.direct.	3600	in	ns	ns01.squarespacedns.com.
1st.direct.	3600	in	ns	ns02.squarespacedns.com.
1st.direct.	3600	in	ns	ns03.squarespacedns.com.
1st.direct.	3600	in	ns	ns04.squarespacedns.com.
1stconnect.direct.	3600	in	ns	pdns07.domaincontrol.com.
1stconnect.direct.	3600	in	ns	pdns08.domaincontrol.com.
1tamilyogi.direct.	3600	in	ns	aida.ns.cloudflare.com.
1tamilyogi.direct.	3600	in	ns	byron.ns.cloudflare.com.
1ufabet.direct.	3600	in	ns	lennon.ns.cloudflare.com.
1ufabet.direct.	3600	in	ns	tara.ns.cloudflare.com.
1und1-ionos.direct.	3600	in	ns	ns-1and1.ui-dns.biz.
1und1-ionos.direct.	3600	in	ns	ns-1and1.ui-dns.com.
1und1-ionos.direct.	3600	in	ns	ns-1and1.ui-dns.de.
1und1-ionos.direct.	3600	in	ns	ns-1and1.ui-dns.org.
1und1.direct.	3600	in	ns	ns-ca.ui-dns.biz.
1und1.direct.	3600	in	ns	ns-ca.ui-dns.com.
1und1.direct.	3600	in	ns	ns-ca.ui-dns.de.
1und1.direct.	3600	in	ns	ns-ca.ui-dns.org.
1und1ionos.direct.	3600	in	ns	ns-1and1.ui-dns.biz.
1und1ionos.direct.	3600	in	ns	ns-1and1.ui-dns.com.
1und1ionos.direct.	3600	in	ns	ns-1and1.ui-dns.de.
1und1ionos.direct.	3600	in	ns	ns-1and1.ui-dns.org.
1win.direct.	3600	in	ns	pranab.ns.cloudflare.com.
1win.direct.	3600	in	ns	robin.ns.cloudflare.com.
1xbet.direct.	3600	in	ns	keira.ns.cloudflare.com.
1xbet.direct.	3600	in	ns	quinton.ns.cloudflare.com.
2020.direct.	3600	in	ns	ns1.inmotionhosting.com.
2020.direct.	3600	in	ns	ns2.inmotionhosting.com.
20f15pjdc8jlor39aeurqui7cg1jfjh4.direct.	3600	in	nsec3	1 1 0 73 22M95GJQMDNODTJAN16RDD1O4TVJTPK2 NS DS RRSIG
20f15pjdc8jlor39aeurqui7cg1jfjh4.direct.	3600	in	rrsig	NSEC3 8 2 3600 20250930153016 20250909143016 27873 direct. LML8lc2fS05EbR/N+/GdR+DoxI2IQEs+5jhPyyUmkrLwVYRsynmUoUgVcJeRJmc6MWHKLBDF4rijOIKvGJBobBc2vtNXyyOyKL2qEa1Rghs0ewPUEhQiQfk0OzPhYqn98gweqnlomCwHr3UVorwfkwQOPkjYpQxn2FjjzqCbtEA=
20four.direct.	3600	in	ns	curitiba.ns.porkbun.com.
20four.direct.	3600	in	ns	fortaleza.ns.porkbun.com.
20four.direct.	3600	in	ns	maceio.ns.porkbun.com.
20four.direct.	3600	in	ns	salvador.ns.porkbun.com.
20minutes.direct.	3600	in	ds	18536 8 2 25E56F33060F135DCAFCD2B81B7DA3253A03D57AEE44DF7274BF6CB1EE670067
20minutes.direct.	3600	in	ns	dns10.ovh.net.
20minutes.direct.	3600	in	ns	ns10.ovh.net.
20minutes.direct.	3600	in	rrsig	DS 8 2 3600 20250930153016 20250909143016 27873 direct. K5psjOCcSAz28uACA0rbAFv6fxkc5hQVFCk1ABRxgVyPmeDbgZiKy6UruhT47+9IfK8LRhvFTxCVZowvBIJSNDdFxP17HQIkJiMuJYzOsYg0eO6Z8FebQV0O8GiBpQQU901x2/OH8597LlD6V2Gw/O6nwZwbwrR1ssse/j8GQCQ=
22m95gjqmdnodtjan16rdd1o4tvjtpk2.direct.	3600	in	nsec3	1 1 0 73 24HCOC1N80VHARS5P92TJPU6P87DU28G NS DS RRSIG
22m95gjqmdnodtjan16rdd1o4tvjtpk2.direct.	3600	in	rrsig	NSEC3 8 2 3600 20250930153016 20250909143016 27873 direct. QMud6chNw1rtlGX6If1qOGh2cJXW0C2nRmOnupWu5jDOb6nH5l+PR6aNe5yIsBfbLd2OkypbqaNT/WfnDJ2LwI4buFtmuJyq0Q3TuV72ZhTlSwpqA0mwpwlw3OZn5xAHgx9hbV4oDoAy3dUftHafGj2DA9kn6h68HtPWtgDJZ0w=
23win.direct.	3600	in	ns	edna.ns.cloudflare.com.
23win.direct.	3600	in	ns	ned.ns.cloudflare.com.
24-7.direct.	3600	in	ns	ns0.ukfast.net.
24-7.direct.	3600	in	ns	ns1.ukfast.net.
24.direct.	3600	in	ns	mary.ns.cloudflare.com.
24.direct.	3600	in	ns	nitin.ns.cloudflare.com.
247.direct.	3600	in	ns	curitiba.ns.porkbun.com.
247.direct.	3600	in	ns	fortaleza.ns.porkbun.com.
247.direct.	3600	in	ns	maceio.ns.porkbun.com.
247.direct.	3600	in	ns	salvador.ns.porkbun.com.
24hcoc1n80vhars5p92tjpu6p87du28g.direct.	3600	in	nsec3	1 1 0 73 25S18QIA0H81OU63N7AS6QEO1FTF2TH0 NS DS RRSIG
24hcoc1n80vhars5p92tjpu6p87du28g.direct.	3600	in	rrsig	NSEC3 8 2 3600 20250930153016 20250909143016 27873 direct. LQXpQ2/PBgkYelzJvwg7bsjWXDC6e90RR0afFpTUurW6D/I3SfpZGL6hyNB19WPpl1+3sqY4yHou1tbHxPWEpH7yO1dw51atT7EVaTRgv4FihsUhIj5hQre97z82CuqScJZFthTTiSa48deF9D3iYAvH+7z5NBqIHryd3L5fNdc=
25images.direct.	3600	in	ds	48913 13 2 195AD5D116908442346A2757B5FEC711E36724F5CEB8B5407C1E00C540606EBC
25images.direct.	3600	in	ns	ns-176-c.gandi.net.
25images.direct.	3600	in	ns	ns-55-b.gandi.net.
25images.direct.	3600	in	ns	ns-90-a.gandi.net.
25images.direct.	3600	in	rrsig	DS 8 2 3600 20250930153016 20250909143016 27873 direct. jzE8qr729Oj3A9u+L5+ULum0u/8RmNgCj9BxvGavazPSRXbk/rEmTUUmfEhsz9FDPg28/3Cf+fpl2+1+7PbwprffGzIKBZzCMKhOAjVEuf7JiCE57HI2+GAabnY2bh/hytI1P8tCRQLNjpaUntyE5lpYYYjdZcMnIOKdIU+Vu+Q=
25s18qia0h81ou63n7as6qeo1ftf2th0.direct.	3600	in	nsec3	1 1 0 73 26D11DBEODL8F3JEI4L37P5N16O63VC8 NS DS RRSIG
25s18qia0h81ou63n7as6qeo1ftf2th0.direct.	3600	in	rrsig	NSEC3 8 2 3600 20250930153016 20250909143016 27873 direct. flTIQwaTP2g7JONv12vMhJumFDz+eYfBGtVGlmDV3llrXSTwx77/p9MIKarIonSNeYq9yAq4BUlmgMZvyIaD/s9rKEHvXKim/piMIh9OZkPB//E4BrT92OhJliVy1w4mvMl5TTZreDqK+05MkYz1qeWTF8glsMTGeoRjezKIt1Y=
26d11dbeodl8f3jei4l37p5n16o63vc8.direct.	3600	in	nsec3	1 1 0 73 289LG2C1OHS6H7JFEN16PJN85SHET0OH NS DS RRSIG
26d11dbeodl8f3jei4l37p5n16o63vc8.direct.	3600	in	rrsig	NSEC3 8 2 3600 20250930153016 20250909143016 27873 direct. UontaiRU3qZGme1ViKu73GINax+IhEK+JHut6SV6X0lMQAuhYYmSPZ07nY/j5uPBTXApEMTIG67iIjHtirMwxHevDgUG++j8xqneARykjqk6ycVxWQunUcMhELQs/zbH6dJaeqzLk4taum8MuS7cpBCNJ4b30CXNfTzM0XhZoPk=
289lg2c1ohs6h7jfen16pjn85shet0oh.direct.	3600	in	nsec3	1 1 0 73 29C526HQOIS8NBSJBS7NNV6FH5KPQFTH NS DS RRSIG
289lg2c1ohs6h7jfen16pjn85shet0oh.direct.	3600	in	rrsig	NSEC3 8 2 3600 20250930153016 20250909143016 27873 direct. m8RDwm3bgOJER96xqXvrtJPnU7azGrCqt07CZLxd1aWM0adZz4i0gzxZJYWzp0OKJFDXw9J6VbZPCgRyJQw1BpeFFHaw8RM7txp5EOJ/NLe8IEuAtyKM0vLotyu+HKeuzHX9YxGFSTa3M2YNTUBwWPrKbjZA+BuB8rNPBWog3uQ=
29.direct.	3600	in	ns	arvind.ns.cloudflare.com.
29.direct.	3600	in	ns	ryleigh.ns.cloudflare.com.
299accept.direct.	3600	in	ns	ns1.dyna-ns.net.
299accept.direct.	3600	in	ns	ns2.dyna-ns.net.
29c526hqois8nbsjbs7nnv6fh5kpqfth.direct.	3600	in	nsec3	1 1 0 73 2G0MPT7TNV7C697TNOI4RRT3FPFTGORM NS DS RRSIG
29c526hqois8nbsjbs7nnv6fh5kpqfth.direct.	3600	in	rrsig	NSEC3 8 2 3600 20250930153016 20250909143016 27873 direct. EwZWzCGZNIJKQ9YBOMAO6JNb2PZhcK8wxu3dNQUAKMBGT+pH86hW3b9KMcmCQhoUgql+FZboJquWH6b64/3GPiL+GGr2Z/+oZ8NsMgXxzMiykGXdycz0I7IcO+7+ZJFtgnY4C167H+lZrPngSAd6Py2/mqt9p0W91DL1V9frDH0=
2g0mpt7tnv7c697tnoi4rrt3fpftgorm.direct.	3600	in	nsec3	1 1 0 73 2HBJIIMQA3QHE0E9UE741VLGGA73915B NS DS RRSIG
2g0mpt7tnv7c697tnoi4rrt3fpftgorm.direct.	3600	in	rrsig	NSEC3 8 2 3600 20250930153016 20250909143016 27873 direct. c3ZMn62CwYTZH1N/EerV1f61Mx+0yyfhhhQjSiJjN6rFBNOvgb4YunS/byai+9eVh9+4F50M4Otu2LOgUBuBaqYmqd0fd3H+UTa2bd3Js/zTKgseZM7HSs1PH8Kgd28BTWG9ZKNvBv1/8NcpG7iKuImtXgZeeu0enqw7O2iiGdg=
2hbjiimqa3qhe0e9ue741vlgga73915b.direct.	3600	in	nsec3	1 1 0 73 2IAQT9KG6M7KA89487N2NLN23LHD732J NS DS RRSIG
2hbjiimqa3qhe0e9ue741vlgga73915b.direct.	3600	in	rrsig	NSEC3 8 2 3600 20250930153016 20250909143016 27873 direct. BUH+EhMBPOlPDgvM5hJZKZxPCl86p0Uu4mPsCVC4CWsskIOLm6w5XzS5Pwe0rfgFSf+b0/WoZ1jxm8dv+0U9E3tdoToVK1wESoJRCksmn7C0WS2xRXAM6GAB0dukhGyKT+m8RIq66KYpU8m3BoGxxLpj5vqdvoSLL9GOa94KDgU=
2iaqt9kg6m7ka89487n2nln23lhd732j.direct.	3600	in	nsec3	1 1 0 73 2JOTKML0SKVQPVLGECND9EOASF16UTSJ NS DS RRSIG
2iaqt9kg6m7ka89487n2nln23lhd732j.direct.	3600	in	rrsig	NSEC3 8 2 3600 20250930153016 20250909143016 27873 direct. GYNb2sZKwdQCGtuefEvSwjy78nHy6klHVRq1OJfwqP1unCYbqkDj7Cj0mWOdBl/QDTELKYYDdZj8sX3/cAe6SE9xba4z1EmKtrFW78t0xSLD7PZGZFYn+uX171pjGKhOodI5/AWpCmkxyWKz8jHGVCzgkjFV4ZeFpCiKB7Ta54M=
2jotkml0skvqpvlgecnd9eoasf16utsj.direct.	3600	in	nsec3	1 1 0 73 2L7VATI8SRLG7QLD6197DUG01N4IIGB8 NS DS RRSIG
2jotkml0skvqpvlgecnd9eoasf16utsj.direct.	3600	in	rrsig	NSEC3 8 2 3600 20250930153016 20250909143016 27873 direct. ViP5rRs7UNJwdx3ggw3Bau6xGN0pS4PBonPSD0Wi/DB+HZFu7yDZpJDjI+ssrQ5y2D6a3urynBfhsteOeEowSHG0gYIWUjXoDPXWTvl75xSH1MOS+u5gBbgp9yvnR/h4fCkigzRCynR4xdMMc4myGmYZw99leXzvTJdwFtdKZ5o=
2l7vati8srlg7qld6197dug01n4iigb8.direct.	3600	in	nsec3	1 1 0 73 2LBSEQ35SAE8AO55JVE56DA2K2OEM4IN NS DS RRSIG
2l7vati8srlg7qld6197dug01n4iigb8.direct.	3600	in	rrsig	NSEC3 8 2 3600 20250930153016 20250909143016 27873 direct. mJEg6UpZoPZVwHLZend8zNT7vURE62sc6Dr8dQfKtQcg9huOIxPd1CggVtBczeI66m3sd6sn/s6XpVyWgJExvTww4oPFgUy+2M9lgpTlL8yfp9E17vcfULPRMRjtFuiPJgUZ6fedjhDu2GtSdZL42CfnycRPdeywNOZAbdj5x3g=
2lbseq35sae8ao55jve56da2k2oem4in.direct.	3600	in	nsec3	1 1 0 73 2M587BDQAFGPPFOHJ4PDQO9JM0QK2KN3 NS DS RRSIG
2lbseq35sae8ao55jve56da2k2oem4in.direct.	3600	in	rrsig	NSEC3 8 2 3600 20250930153016 20250909143016 27873 direct. fOCbdantlaEUSi/LWT0yf/9eBUFydTmJYV3Nezy5zE3gTrBXmzpPPmIIvTrUYg0Rcw1nza1pFIj03rAPByQ3g2jDMmfgIXSmo6JvpDCwesKEfrQDOjNUZMTB3RnJfjH7qLHXZMJMNMtKYGp12adkWl2AF+zHIbLwqQsreC+Nb/k=
2m587bdqafgppfohj4pdqo9jm0qk2kn3.direct.	3600	in	nsec3	1 1 0 73 2N29BN461MA8TMLPKC91F06BDQGGN7N6 NS DS RRSIG
2m587bdqafgppfohj4pdqo9jm0qk2kn3.direct.	3600	in	rrsig	NSEC3 8 2 3600 20250930153016 20250909143016 27873 direct. lL/xDmPccKdboHKub//ySbb585EdZFYb7xmbJTGJzKPLIeItHHyZycahCXVH+XCUZByL/3mpgaSiqPRoNeKgmArYWvo3mERiQ+NawFxG8GlUdzMUmP0cQr2O+JC8UILR4eJpJBWg4BkIdFYboK1dx4/pucLvfkOkT5HPkhp15iA=
2n29bn461ma8tmlpkc91f06bdqggn7n6.direct.	3600	in	nsec3	1 1 0 73 2RO5886BQTM40B15AJJRH2GQ6CLPNAHO NS DS RRSIG
2n29bn461ma8tmlpkc91f06bdqggn7n6.direct.	3600	in	rrsig	NSEC3 8 2 3600 20250930153016 20250909143016 27873 direct. c/7sp/NZtIjdYu+Zt4dh5ACZNqKlJ3XCbIyVHXwBoPLJd9LD3NlYe2CoauhhTCrl0CzfCIEklP+rpSIFKpI6lsrpGHkUyrU7luwl8z3rliybxTihdmo3tFQEEZYwI5F22s0e6f+awcArjlZi756Iz7+iA0P2bpwf0Z3N/KzPfug=
2ro5886bqtm40b15ajjrh2gq6clpnaho.direct.	3600	in	nsec3	1 1 0 73 2RQ2GB793RMEQDL2S5OGUKMRQEMEJ6NQ NS DS RRSIG
2ro5886bqtm40b15ajjrh2gq6clpnaho.direct.	3600	in	rrsig	NSEC3 8 2 3600 20250930153016 20250909143016 27873 direct. m8yB7hP/tc3UHNUTa5xvJgNPJk1sdMcNYeXpNhdfHv6E6nmbKZOWFIpsjPmjWomZuOdBnOvNN+6hPk7x+QkQFBqEtk6QBRX4Cnb+AhxSCpbuS2TxHnE0b44sqBtE/xWUrgAqqBZdo+SsvmGVH0cr4X9pd5vBNtzy5xFSDDdtZ80=
2rq2gb793rmeqdl2s5ogukmrqemej6nq.direct.	3600	in	nsec3	1 1 0 73 2SJQJRL8LKSGV981SSPVKUDHT6LB58B0 NS DS RRSIG
2rq2gb793rmeqdl2s5ogukmrqemej6nq.direct.	3600	in	rrsig	NSEC3 8 2 3600 20250930153016 20250909143016 27873 direct. QOtjDNFG2AJrHB3FxR1fn9tO713G2ELXNZ1iYNvy5dVnzsUFot0ZFIPlqRTTG574F1C1rtFRvbu/0AnjTloD9iZpRxzo4NIkye2k6SA6iSvb06tWj2pzsIsn+ZzHD9m3TV7XzbxYtneHwuB2E/X7yz5FCup8ZNXmzzxJCsq4Z44=
2sjqjrl8lksgv981sspvkudht6lb58b0.direct.	3600	in	nsec3	1 1 0 73 2U12R2SOGTBQ2DDGER6CSIT6NGV0D2NG NS DS RRSIG
2sjqjrl8lksgv981sspvkudht6lb58b0.direct.	3600	in	rrsig	NSEC3 8 2 3600 20250930153016 20250909143016 27873 direct. oGj+7njrRvr/a3ZHcCBhxTj9GAt/PSCV2gzEV4u8dOpMDc6UZvfLC99yEZvr/4jh1Frj/Smq6TrwyKAQoaV7wzevR4ISQr17WiBykSyyFzDm/VdIidX6ur7oKBTMjpSOkXnaZePLmOcOjQNl8zDOBdQWornWiSshjqF/8fG7QHE=
2u.direct.	3600	in	ds	43775 8 2 B5CF217298F287250DF2C5BC92D3C08C0DAC1EA47BB8B6B8B49C9230484A0876
2u.direct.	3600	in	ns	ns-cloud-e1.googledomains.com.
2u.direct.	3600	in	ns	ns-cloud-e2.googledomains.com.
2u.direct.	3600	in	ns	ns-cloud-e3.googledomains.com.
2u.direct.	3600	in	ns	ns-cloud-e4.googledomains.com.
2u.direct.	3600	in	rrsig	DS 8 2 3600 20250930153016 20250909143016 27873 direct. DKpS2o5qYpGWaalSh/8ooBNluNG6JEFphCcOPX0N+A3nNDhmz18DF4Pzq9iBnGrfSIiQaCGWUE33ob2NUFkp6VH+tfdDNo+BlZAL24gEW6FoSfJ0sUJk0incniC+4fo2JJ/KjAp6A5YhG4GHvpRAuFrQA3siQ6RwwQr1BVwHAjU=
2u12r2sogtbq2ddger6csit6ngv0d2ng.direct.	3600	in	nsec3	1 1 0 73 2UPM9GOH19F06P1D965CAJ65OBLMJG6U NS DS RRSIG
2u12r2sogtbq2ddger6csit6ngv0d2ng.direct.	3600	in	rrsig	NSEC3 8 2 3600 20250930153016 20250909143016 27873 direct. K6x0jVpVrLuKhmAoRRc386rwsLk9Uj2uv9OgWDy5hVsqBoC9mlVVTl53WUbv6LaWA7+0SAQw7OFi5fKn1/kQG1f8VRs9cGIp0/yBv5VT4cCB5lA+1WTwDq7coFIBZ5z0i6Q801L2+AK0LwdW1qWTFBbXaJyfa44hjCXoyYgmpy0=
2upm9goh19f06p1d965caj65oblmjg6u.direct.	3600	in	nsec3	1 1 0 73 2UVK5NF46QBP5U9ICS64M8NHU51HP3Q5 NS DS RRSIG
2upm9goh19f06p1d965caj65oblmjg6u.direct.	3600	in	rrsig	NSEC3 8 2 3600 20250930153016 20250909143016 27873 direct. TMQvuLlLSnPJ0iTnEJUtIXqwjzZvFKOj1L0sYfdwC4lTJLWF4BRuTDEtgCQYBRWsPlxBBWSF0Acrug5p0b5i/Y10XWB0nCuLNmSgegHcLYSo8xSHucmywY6B/nh7yNdreR+Pdo//tvjjDaKGpX8ptqi4Q5N34DeJMlSAgZVRTvg=
2uvk5nf46qbp5u9ics64m8nhu51hp3q5.direct.	3600	in	nsec3	1 1 0 73 2V094GIFP8290FH0MS01L1MSG74S7TOS NS DS RRSIG
2uvk5nf46qbp5u9ics64m8nhu51hp3q5.direct.	3600	in	rrsig	NSEC3 8 2 3600 20250930153016 20250909143016 27873 direct. NoBYHltKrmuvhlrWhuzGUE9pcrKCZ+RPVqm27xEp3RfglpxqAqhFGSqGbn9Wk4erX/d+3P0eqj0j9hPhhC2ekxXFoCOaW5P80dKCDB4LXlLF8PufhXDBZLaffKoeeCBjK333F7M8+8N+6vFHixF12Xx0DXwGJ+OOpYFMZwN0u3I=
2v094gifp8290fh0ms01l1msg74s7tos.direct.	3600	in	nsec3	1 1 0 73 2V86ON4LOUDTTODNHB0UBT43IU1S2LBN NS DS RRSIG
2v094gifp8290fh0ms01l1msg74s7tos.direct.	3600	in	rrsig	NSEC3 8 2 3600 20250930153016 20250909143016 27873 direct. guuRrGRaBi44RPUjrWdowOcrmSGoSfe+82+zm5aYxZp9poyFBrQKl+eJY5iL9flmQbke5JJg+zv7ltXGE8NbrYe/W+2FoqBsRDyK5zADwNg5IUpuwIQNw9dnoVNtJGnPA55Vct91KltNeXR8of4rqs6YThJ6M4anriCW7wjAJNk=
2v86on4loudttodnhb0ubt43iu1s2lbn.direct.	3600	in	nsec3	1 1 0 73 30VJK021S258PLKI8E38BRUDCMHJ6014 NS DS RRSIG
2v86on4loudttodnhb0ubt43iu1s2lbn.direct.	3600	in	rrsig	NSEC3 8 2 3600 20250930153016 20250909143016 27873 direct. HRMHAEhaBPQ3ZH+nQQIk8CfEPaIDXqzfxWlN6BnWzmPZpk04sAbFfh8bjggRq8LZIaCpRY/jnUWW1+FW7h3MR3UVYG+lUWOFpbFs+7/4UxUR5VJfRoO+9BNUHbP8n5pdEHGV5r4K1rLe3uqkEZdmfBq71VnZEv9sfmJM2xHFa5I=
2xbet.direct.	3600	in	ns	ns15.domaincontrol.com.
2xbet.direct.	3600	in	ns	ns16.domaincontrol.com.
2you.direct.	3600	in	ns	dns1.uk2.net.
2you.direct.	3600	in	ns	dns2.uk2.net.
2you.direct.	3600	in	ns	dns3.uk2.net.
301.direct.	3600	in	ns	carl.ns.cloudflare.com.
301.direct.	3600	in	ns	pat.ns.cloudflare.com.
301re.direct.	3600	in	ns	ns5.kasserver.com.
301re.direct.	3600	in	ns	ns6.kasserver.com.
302.direct.	3600	in	ns	ajay.ns.cloudflare.com.
302.direct.	3600	in	ns	haley.ns.cloudflare.com.
307.direct.	3600	in	ns	dns1.registrar-servers.com.
307.direct.	3600	in	ns	dns2.registrar-servers.com.
30vjk021s258plki8e38brudcmhj6014.direct.	3600	in	nsec3	1 1 0 73 31KPE9VMSFCPP5TT3OMV932NEN0BA2K7 NS DS RRSIG
30vjk021s258plki8e38brudcmhj6014.direct.	3600	in	rrsig	NSEC3 8 2 3600 20250930153016 20250909143016 27873 direct. SSmCHRPX1qPRzeAJz/61OSSJLWgVJonNj2vZoVWCOlIjsfP5r6diTe9A/raNKoAruMpQXUi0NWasO5ER65mrjiJALDLMKHzjVErLkbR3L9WV77X/q+n7KYal2d+iGaTKu2dQJ0C3PvCUxn/LID8nthTCAGBPUlByd+n8IgsV5mg=
31kpe9vmsfcpp5tt3omv932nen0ba2k7.direct.	3600	in	nsec3	1 1 0 73 320H2ERG7E8MCRCDT59EPNV2CUB0HRNN NS DS RRSIG
31kpe9vmsfcpp5tt3omv932nen0ba2k7.direct.	3600	in	rrsig	NSEC3 8 2 3600 20250930153016 20250909143016 27873 direct. eNinlIIRsrQXZjThhVCkgqiRSozGhJ4vtwUxvPy2x8Ilg9M9atT/HtWVXO6C37DqXduNB0HlnzaFsJ7YI7qhZkEhqRylEB7+ZfeEzDUYZUv8fo+aANFUD0tOnCG/LHsluao2zG+J4RK8zz5rfRQmNbQES6jWlWzRH9zv03qAArE=
320h2erg7e8mcrcdt59epnv2cub0hrnn.direct.	3600	in	nsec3	1 1 0 73 324UNSAP9VHQ4IV16VII84IA7AL4D3SK NS DS RRSIG
