industries.	3600	in	soa	v0n0.nic.industries. hostmaster.donuts.email. 1757034183 7200 900 1209600 3600
gourmet.industries.	3600	in	ns	ns-cloud-b2.googledomains.com.
gourmet.industries.	3600	in	ns	ns-cloud-b3.googledomains.com.
gourmet.industries.	3600	in	ns	ns-cloud-b4.googledomains.com.
gourmet.industries.	3600	in	rrsig	DS 8 2 3600 20250922153344 20250901143344 51426 industries. rqm0gf6LdG0RGNZH/pdtm+72tPv201F3NKw52BwWp/1QvMcZ2u6pWbHykTqMZz7EH5SzwriJqjfoqfjzlhCXpSC3HcAAO7BdwRtrwRnmB6YURb2dNsF3rnnHcnai8ANICTGQTXeWQjYyUKW15z+TI72gpJI44YzgYIyToX69ZkY=
goyaenespaa.industries.	3600	in	ns	ns17.worldnic.com.
goyaenespaa.industries.	3600	in	ns	ns18.worldnic.com.
goyaenespana.industries.	3600	in	ns	ns13.worldnic.com.
goyaenespana.industries.	3600	in	ns	ns14.worldnic.com.
gp.industries.	3600	in	ns	ns73.domaincontrol.com.
gp.industries.	3600	in	ns	ns74.domaincontrol.com.
gpb.industries.	3600	in	ns	ns1.udomain.com.
gpb.industries.	3600	in	ns	ns2.udomain.com.
gpi7p7d7dq1aiauoopnimtppdu812121.industries.	3600	in	nsec3	1 1 0 73 GQD75ISJDBV011PU5OHON6KEI3C7LG9I NS DS RRSIG
gpi7p7d7dq1aiauoopnimtppdu812121.industries.	3600	in	rrsig	NSEC3 8 2 3600 20250922153344 20250901143344 51426 industries. KVbxdT/F3Wr0tiHmJz7VcDp1Tshvu6xR6bC2NsRlBkqh24pHhGEYo18XWW4ZOtR4IcgdiGbUsd3Pe+02q/95FH8mQq7kN6jyxYLYCK6axvlbDfCC0aaxBEzk6ZgGWeA9h71Hte6ndbmTe/Pmx7On/x+nmvXEGkVOVGUA2y4RCkQ=
gpr.industries.	3600	in	ns	dns1.registrar-servers.com.
gpr.industries.	3600	in	ns	dns2.registrar-servers.com.
gpts.industries.	3600	in	ns	ns1.afternic.com.
gpts.industries.	3600	in	ns	ns2.afternic.com.
gqd75isjdbv011pu5ohon6kei3c7lg9i.industries.	3600	in	nsec3	1 1 0 73 GSGEQI0JG0A7737GGUJH2EJUAOTE44HS NS DS RRSIG
gqd75isjdbv011pu5ohon6kei3c7lg9i.industries.	3600	in	rrsig	NSEC3 8 2 3600 20250922153344 20250901143344 51426 industries. jReQH3yGDOaf6jX89Bgc5pb3So4II15plE8pDqWIZp+TocpJZWHv4ZJHJZHLy0JjBVkIkXzaiJ/PkhV0y0INqkuz6Mm2HepUKH/RlHjpeh4lBkHq6EpmusXeOvYvTv92/xIV40noOY4xtTbhD5RmtGJWH+XfKzgHsqk9Ws+qB7o=
grabs.industries.	3600	in	ns	ns47.domaincontrol.com.
grabs.industries.	3600	in	ns	ns48.domaincontrol.com.
grace.industries.	3600	in	ns	ns1.dotster.com.
grace.industries.	3600	in	ns	ns2.dotster.com.
grad.industries.	3600	in	ns	ns1.hover.com.
grad.industries.	3600	in	ns	ns2.hover.com.
grafana.industries.	3600	in	ns	ns1.hover.com.
grafana.industries.	3600	in	ns	ns2.hover.com.
gram.industries.	3600	in	ns	ns1.cargo.site.
gram.industries.	3600	in	ns	ns2.cargo.site.
granat.industries.	3600	in	ns	dns101.register.com.
granat.industries.	3600	in	ns	dns102.register.com.
grandblanc.industries.	3600	in	ns	ns49.worldnic.com.
grandblanc.industries.	3600	in	ns	ns50.worldnic.com.
grandpa.industries.	3600	in	ns	ns1.mysecurecloudhost.com.
grandpa.industries.	3600	in	ns	ns2.mysecurecloudhost.com.
grange.industries.	3600	in	ns	dns1.registrar-servers.com.
grange.industries.	3600	in	ns	dns2.registrar-servers.com.
graphite.industries.	3600	in	ns	ns01.cashparking.com.
graphite.industries.	3600	in	ns	ns02.cashparking.com.
grappling.industries.	3600	in	ns	dns1.registrar-servers.com.
grappling.industries.	3600	in	ns	dns2.registrar-servers.com.
grasp.industries.	3600	in	ds	2371 13 2 17EB7D005EDDA00344A32A4E6F962CCFC0D304017B9777BD6E211E357A8520B1
grasp.industries.	3600	in	ns	cloe.ns.cloudflare.com.
grasp.industries.	3600	in	ns	junade.ns.cloudflare.com.
grasp.industries.	3600	in	rrsig	DS 8 2 3600 20250922153344 20250901143344 51426 industries. q8+F1cCKZltV4N7Y3R688oten4WYgZxgRxZRYf/UXD3F+ghswDo9F6lwZuIjc/4cT3+xmoqusgtgdRnQOBtTt/agjfQ9pqpp0xmITRaHZlHx+6Qf2ij4NuYc/aXFLoEIGDYAIisZHF9gDzZRmSu1ww+cElIc91171EgyQj8inO8=
grass.industries.	3600	in	ns	ns-cloud-a1.googledomains.com.
grass.industries.	3600	in	ns	ns-cloud-a2.googledomains.com.
grass.industries.	3600	in	ns	ns-cloud-a3.googledomains.com.
grass.industries.	3600	in	ns	ns-cloud-a4.googledomains.com.
grassroots.industries.	3600	in	ds	47152 8 2 A6E32E355BA7AE6AECEDA1102DAD9F5CB0CC12B6FE6DA1F496318FA2001B0CC7
grassroots.industries.	3600	in	ns	ns-cloud-a1.googledomains.com.
grassroots.industries.	3600	in	ns	ns-cloud-a2.googledomains.com.
grassroots.industries.	3600	in	ns	ns-cloud-a3.googledomains.com.
grassroots.industries.	3600	in	ns	ns-cloud-a4.googledomains.com.
grassroots.industries.	3600	in	rrsig	DS 8 2 3600 20250922153344 20250901143344 51426 industries. tdUKrZxAsTZx5yK4aljWZSBersYCgnOlgqT5fqtVvGVwu9kfyWaknyzTwsRNw1xcLdkJ3tpA9DPSmyLgKAeSZFmt+2VgkNBQkakuoKTmDzBVda/qbfMSNucrZSxCDmQD0gU+7nVQS+E5j5X1nwp0U5CXIHa+88VlHwoKHsb8d4g=
gravimetric.industries.	3600	in	ns	ns1.hover.com.
gravimetric.industries.	3600	in	ns	ns2.hover.com.
gravity.industries.	3600	in	ds	30364 8 2 91E2DBDEA3A9061F6082D6D587C86D3BE7FD0FB92DC72E763CB5E76EAB07022B
gravity.industries.	3600	in	ns	dns15.ovh.net.
gravity.industries.	3600	in	ns	ns15.ovh.net.
gravity.industries.	3600	in	rrsig	DS 8 2 3600 20250922153344 20250901143344 51426 industries. fMe53ijLftvTJXPy5uvi20TBJWvdSZuLjsUqookaWO4ZrSIQpjd7I1/4Rj9YhY+gXVwvyTulXzC+TCSUZ/975B8uPFsnOG2Dz+zeU5iXL/Xyo12A4bKaxhU46pzGm/LEPVQeQpV0cRLPVXG+giuZLLD6xs6hup44locfK9JmTAM=
gray.industries.	3600	in	ns	ns1.hover.com.
gray.industries.	3600	in	ns	ns2.hover.com.
graybeard.industries.	3600	in	ns	dns1.p01.nsone.net.
graybeard.industries.	3600	in	ns	dns2.p01.nsone.net.
graybeard.industries.	3600	in	ns	dns3.p01.nsone.net.
graybeard.industries.	3600	in	ns	dns4.p01.nsone.net.
graybeard.industries.	3600	in	ns	ns01.squarespacedns.com.
graybeard.industries.	3600	in	ns	ns02.squarespacedns.com.
graybeard.industries.	3600	in	ns	ns03.squarespacedns.com.
graybeard.industries.	3600	in	ns	ns04.squarespacedns.com.
graycollar.industries.	3600	in	ds	12962 8 2 ACAA451FEDD11FB40EE09928873C2BA6E048B2DB36F74C0AA24891795CCA094F
graycollar.industries.	3600	in	ns	ns-cloud-e1.googledomains.com.
graycollar.industries.	3600	in	ns	ns-cloud-e2.googledomains.com.
graycollar.industries.	3600	in	ns	ns-cloud-e3.googledomains.com.
graycollar.industries.	3600	in	ns	ns-cloud-e4.googledomains.com.
graycollar.industries.	3600	in	rrsig	DS 8 2 3600 20250922153344 20250901143344 51426 industries. zy6MdUnyqf83eeEdfRiFp0f8OdH735ECKD4nzDbkVCKiA8XHWlAMUHzufdBFhe9WqXGU70nPUm81a+7dE6jw3JbGPhXEs2PiNdR/bAXVoTOexhx2cOZMNjQoeyrElMVz6E86shoAi1j6uYijXuZkxEk6UR4cR5F3mB3BBYJopTo=
grayson.industries.	3600	in	ns	dns1.p07.nsone.net.
grayson.industries.	3600	in	ns	dns2.p07.nsone.net.
grayson.industries.	3600	in	ns	dns3.p07.nsone.net.
grayson.industries.	3600	in	ns	dns4.p07.nsone.net.
grease.industries.	3600	in	ns	ns1.domaindiscount24.net.
grease.industries.	3600	in	ns	ns2.domaindiscount24.net.
grease.industries.	3600	in	ns	ns3.domaindiscount24.net.
greasetrap.industries.	3600	in	ns	ns53.domaincontrol.com.
greasetrap.industries.	3600	in	ns	ns54.domaincontrol.com.
great.industries.	3600	in	ns	ns1.supercp.com.
great.industries.	3600	in	ns	ns2.supercp.com.
great.industries.	3600	in	ns	ns3.supercp.com.
great.industries.	3600	in	ns	ns4.supercp.com.
greatcareers.industries.	3600	in	ds	13946 8 2 510CEA0082605150DC9FC7C90AAF720DBAA59F11B9E4FD8D29D9F36FCD869F36
greatcareers.industries.	3600	in	ns	ns-cloud-d1.googledomains.com.
greatcareers.industries.	3600	in	ns	ns-cloud-d2.googledomains.com.
greatcareers.industries.	3600	in	ns	ns-cloud-d3.googledomains.com.
greatcareers.industries.	3600	in	ns	ns-cloud-d4.googledomains.com.
greatcareers.industries.	3600	in	rrsig	DS 8 2 3600 20250922153344 20250901143344 51426 industries. QBbTA9vCJGf2t6xBDcSBVtsezAzxWwiS0lUUPV3JHY/Sx5psd6z+MbjQrMsKAJjcABpx0+LYaHDz56exkufohNeHTRGbcybUGFrIcNkcJKKEUCx7XA76syJYDpWfhprKtCm5SWQsFHGnmLpILgCEzGiQX2nxEFGjIFjeSkNh1b4=
greater.industries.	3600	in	ns	ns3.afternic.com.
greater.industries.	3600	in	ns	ns4.afternic.com.
greatmark.industries.	3600	in	ns	ns-cloud-c1.googledomains.com.
greatmark.industries.	3600	in	ns	ns-cloud-c2.googledomains.com.
greatmark.industries.	3600	in	ns	ns-cloud-c3.googledomains.com.
greatmark.industries.	3600	in	ns	ns-cloud-c4.googledomains.com.
greco.industries.	3600	in	ns	ns1.hover.com.
greco.industries.	3600	in	ns	ns2.hover.com.
green.industries.	3600	in	ns	ns.udag.de.
green.industries.	3600	in	ns	ns.udag.net.
green.industries.	3600	in	ns	ns.udag.org.
greenbelt.industries.	3600	in	ns	ns1.hover.com.
greenbelt.industries.	3600	in	ns	ns2.hover.com.
greenchem.industries.	3600	in	ns	ns1.dns-parking.com.
greenchem.industries.	3600	in	ns	ns2.dns-parking.com.
greenfield.industries.	3600	in	ns	ns1.world4you.at.
greenfield.industries.	3600	in	ns	ns2.world4you.at.
greenhouse.industries.	3600	in	ns	ns4.wixdns.net.
greenhouse.industries.	3600	in	ns	ns5.wixdns.net.
greenideas.industries.	3600	in	ds	57396 15 2 113097CC5B9A6474E14851A49B7D6FE221D1057786BCB342DA2A6787A24D7DE9
greenideas.industries.	3600	in	ds	57396 15 4 8288E34AA419C652BB173F338C03E38C8BCE7E7CC6A0AC1988E91B6153D99BA3AA935B3DA95999AF8C6E788F52CF13FA
greenideas.industries.	3600	in	ns	ns1.hyp.net.
greenideas.industries.	3600	in	ns	ns2.hyp.net.
greenideas.industries.	3600	in	ns	ns3.hyp.net.
greenideas.industries.	3600	in	rrsig	DS 8 2 3600 20250922153344 20250901143344 51426 industries. qaaQJ79uQbaFvQv5JgjiKMliIGI24s+jHuAdXgW2+lhgRryu10JKDg+U78dNc570Uj2vJa8Xn1MqPirZE77XGC5nkSQfMgxn4EZEsblIu+xV+NfKGTV2lU5HQfoYXWzXYbxSaCvL0G5HLvGuRwTmgVIqQA7A9US2BIZbPAcoRvk=
greenlightracing.industries.	3600	in	ns	ns1.domain.com.
greenlightracing.industries.	3600	in	ns	ns2.domain.com.
greenrock.industries.	3600	in	ns	dns1.registrar-servers.com.
greenrock.industries.	3600	in	ns	dns2.registrar-servers.com.
greenshift.industries.	3600	in	ns	dns1.p02.nsone.net.
greenshift.industries.	3600	in	ns	dns2.p02.nsone.net.
greenshift.industries.	3600	in	ns	dns3.p02.nsone.net.
greenshift.industries.	3600	in	ns	dns4.p02.nsone.net.
greenshift.industries.	3600	in	ns	ns01.squarespacedns.com.
greenshift.industries.	3600	in	ns	ns02.squarespacedns.com.
greenshift.industries.	3600	in	ns	ns03.squarespacedns.com.
greenshift.industries.	3600	in	ns	ns04.squarespacedns.com.
greensteel.industries.	3600	in	ns	ns1qsy.name.com.
greensteel.industries.	3600	in	ns	ns2bkr.name.com.
greensteel.industries.	3600	in	ns	ns3cjl.name.com.
greensteel.industries.	3600	in	ns	ns4hmp.name.com.
greentech.industries.	3600	in	ds	14906 8 2 852B8C059EF67697DEB0F63D3FE1FEACA9983DF0A04DDCDFC1F409AF140B1398
greentech.industries.	3600	in	ns	dns112.ovh.net.
greentech.industries.	3600	in	ns	ns112.ovh.net.
greentech.industries.	3600	in	rrsig	DS 8 2 3600 20250922153344 20250901143344 51426 industries. XLGaAdp9sRB/1aFZXOo9oeXH0+qCPeejLLNsZMs4nZalYTIh7yvpm6WlnFqItTs9/LN/7OQm0HUsqZFTaar7dKqJBRDW0OEWfGBrebhGuM+AqlHYuj9ENesEzNd3mkbMNDAJeSIXWiaCAbvddyKOb3ccfkd0cGjS+lb1O6k1vBg=
greenx.industries.	3600	in	ds	24820 13 2 0AC0576B1346A2905A0AC1C693E40F361DC6CADF290E341876ACEA1FCCC83830
greenx.industries.	3600	in	ns	ns01.one.com.
greenx.industries.	3600	in	ns	ns02.one.com.
greenx.industries.	3600	in	rrsig	DS 8 2 3600 20250922153344 20250901143344 51426 industries. cVkiEvtVyNe1k6RjMQk3Ou2Zs5QY2hYgWrSenU9qAG2Ryqyl9OHSUiC5D25k++5lvULfu+hsbwoVca3xUs963A/1ukj0wHZUGiPholcSzUQoVFrN1FyqARn0Q3AAZUMsJXwxUlauIk6UjW5NZ49TDRzecysLsgB5UOk0L8eiHtI=
gregg.industries.	3600	in	ns	ns1.he.net.
gregg.industries.	3600	in	ns	ns2.he.net.
gregg.industries.	3600	in	ns	ns3.he.net.
gregg.industries.	3600	in	ns	ns4.he.net.
gregg.industries.	3600	in	ns	ns5.he.net.
gregory.industries.	3600	in	ns	ns-cloud-e1.googledomains.com.
gregory.industries.	3600	in	ns	ns-cloud-e2.googledomains.com.
gregory.industries.	3600	in	ns	ns-cloud-e3.googledomains.com.
gregory.industries.	3600	in	ns	ns-cloud-e4.googledomains.com.
greif.industries.	3600	in	ns	ns1.sedoparking.com.
greif.industries.	3600	in	ns	ns2.sedoparking.com.
gremlin.industries.	3600	in	ns	curitiba.ns.porkbun.com.
gremlin.industries.	3600	in	ns	fortaleza.ns.porkbun.com.
gremlin.industries.	3600	in	ns	maceio.ns.porkbun.com.
gremlin.industries.	3600	in	ns	salvador.ns.porkbun.com.
greuel.industries.	3600	in	ns	ns1023.ui-dns.biz.
greuel.industries.	3600	in	ns	ns1092.ui-dns.de.
greuel.industries.	3600	in	ns	ns1093.ui-dns.com.
greuel.industries.	3600	in	ns	ns1108.ui-dns.org.
greycollar.industries.	3600	in	ds	23644 8 2 0F334D2765C688E82DA875F444E764EAD4B046A1C71837AA7ED3D34D3BB68B5A
greycollar.industries.	3600	in	ns	ns-cloud-b1.googledomains.com.
greycollar.industries.	3600	in	ns	ns-cloud-b2.googledomains.com.
greycollar.industries.	3600	in	ns	ns-cloud-b3.googledomains.com.
greycollar.industries.	3600	in	ns	ns-cloud-b4.googledomains.com.
greycollar.industries.	3600	in	rrsig	DS 8 2 3600 20250922153344 20250901143344 51426 industries. LqikvsDOcohcOTYsdoXmjxx2/nCMO+hTbT3faOMI4k+j8yFMtvpc6AKjLK/NuPUV1TrS3tIHwkH62cqwgvvKtLEU5F8QoAz7D/zNG5Jrl90QsGlh7aI2wVyrHRJ7SX5E/f5rAAT9T6OAttkt1/UwhKcKcHbt2f6wrqpu19ivB64=
greysky.industries.	3600	in	ds	43607 8 2 58E84095ACFF04F86F70F76BFC0C07630B8F0D3A45FCB3F55871B6BB987A1C34
greysky.industries.	3600	in	ns	ns-cloud-b1.googledomains.com.
greysky.industries.	3600	in	ns	ns-cloud-b2.googledomains.com.
greysky.industries.	3600	in	ns	ns-cloud-b3.googledomains.com.
greysky.industries.	3600	in	ns	ns-cloud-b4.googledomains.com.
greysky.industries.	3600	in	rrsig	DS 8 2 3600 20250922153344 20250901143344 51426 industries. d6P51g60s+HW4fealUucAkMR9WKo5cuWudRrNCEKZnIjdjFREiYD1vhfSMdby0pONGyJGRsZWwzw8zqOQoTR+VfQd3lRysehx0AR+OZbQ28SOvfvoa6533MoYMibb4YWtPPHnaaW8WHFNCjog9O07ajpRWpN/O+hEQY7gBWoiSI=
grid.industries.	3600	in	ns	ns-cloud-c1.googledomains.com.
grid.industries.	3600	in	ns	ns-cloud-c2.googledomains.com.
grid.industries.	3600	in	ns	ns-cloud-c3.googledomains.com.
grid.industries.	3600	in	ns	ns-cloud-c4.googledomains.com.
gridspace.industries.	3600	in	ns	ns1.wordpress.com.
gridspace.industries.	3600	in	ns	ns2.wordpress.com.
gridspace.industries.	3600	in	ns	ns3.wordpress.com.
griesslericon.industries.	3600	in	ns	ns1.domaindiscount24.net.
griesslericon.industries.	3600	in	ns	ns2.domaindiscount24.net.
griesslericon.industries.	3600	in	ns	ns3.domaindiscount24.net.
griff.industries.	3600	in	ns	dns1.registrar-servers.com.
griff.industries.	3600	in	ns	dns2.registrar-servers.com.
griffin.industries.	3600	in	ns	ns.udag.de.
griffin.industries.	3600	in	ns	ns.udag.net.
griffin.industries.	3600	in	ns	ns.udag.org.
griffith.industries.	3600	in	ns	ns19.domaincontrol.com.
griffith.industries.	3600	in	ns	ns20.domaincontrol.com.
grimes.industries.	3600	in	ds	59434 8 2 E32DE88F55B051C73A82A31A5EC9F2CE253ED52E0DA0EDBD9FA1C18D6BB75BC0
grimes.industries.	3600	in	ns	ns-cloud-d1.googledomains.com.
grimes.industries.	3600	in	ns	ns-cloud-d2.googledomains.com.
grimes.industries.	3600	in	ns	ns-cloud-d3.googledomains.com.
grimes.industries.	3600	in	ns	ns-cloud-d4.googledomains.com.
grimes.industries.	3600	in	rrsig	DS 8 2 3600 20250922153344 20250901143344 51426 industries. cqu3+6V2plU38vjs9+PhkrGh87ZGdXua3RJST5/FFIXCe8scDET8zUwGjxDhpkfnsSIFABg3TBv3YRIpSeujW6S9a5rFYzWkeA8Dzvz3+CYwkLgBKjCYlYFCWwaOUVMZuv/Jkgof1zATGctijMyDw0pZN0yV7TgaL4AZ5JuTv7M=
grinding.industries.	3600	in	ns	ns1.hoegemann.eu.
grinding.industries.	3600	in	ns	ns2.hoegemann.eu.
gristelco.industries.	3600	in	ns	dns1.papaki.gr.
gristelco.industries.	3600	in	ns	dns2.papaki.gr.
grit.industries.	3600	in	ns	ns27.domaincontrol.com.
grit.industries.	3600	in	ns	ns28.domaincontrol.com.
gritcorp.industries.	3600	in	ns	ns1.dns-systems.net.
gritcorp.industries.	3600	in	ns	ns2.dns-systems.net.
grizzco.industries.	3600	in	ns	titan.ns.cloudflare.com.
grizzco.industries.	3600	in	ns	vida.ns.cloudflare.com.
groetschel.industries.	3600	in	ns	ns5.kasserver.com.
groetschel.industries.	3600	in	ns	ns6.kasserver.com.
grof.industries.	3600	in	ns	ns1.mchost.rs.
grof.industries.	3600	in	ns	ns2.mchost.rs.
gron.industries.	3600	in	ns	ns-cloud-b1.googledomains.com.
gron.industries.	3600	in	ns	ns-cloud-b2.googledomains.com.
gron.industries.	3600	in	ns	ns-cloud-b3.googledomains.com.
gron.industries.	3600	in	ns	ns-cloud-b4.googledomains.com.
grond.industries.	3600	in	ns	glen.ns.cloudflare.com.
grond.industries.	3600	in	ns	walk.ns.cloudflare.com.
gropius.industries.	3600	in	ns	a.ns14.net.
gropius.industries.	3600	in	ns	b.ns14.net.
gropius.industries.	3600	in	ns	c.ns14.net.
gropius.industries.	3600	in	ns	d.ns14.net.
gropyus.industries.	3600	in	ns	a.ns14.net.
gropyus.industries.	3600	in	ns	b.ns14.net.
gropyus.industries.	3600	in	ns	c.ns14.net.
gropyus.industries.	3600	in	ns	d.ns14.net.
grote.industries.	3600	in	ns	ns07.domaincontrol.com.
grote.industries.	3600	in	ns	ns08.domaincontrol.com.
grounded.industries.	3600	in	ds	4564 8 2 BE677EEABA2F9431D851E4F914E91B55F6C305F9A4F83802BA38DA5D3647AF9E
grounded.industries.	3600	in	ns	ns-cloud-c1.googledomains.com.
grounded.industries.	3600	in	ns	ns-cloud-c2.googledomains.com.
grounded.industries.	3600	in	ns	ns-cloud-c3.googledomains.com.
grounded.industries.	3600	in	ns	ns-cloud-c4.googledomains.com.
grounded.industries.	3600	in	rrsig	DS 8 2 3600 20250922153344 20250901143344 51426 industries. cMH6OwbxUkddefIFoRrafQOfs24s1+Xadq6PcQP65Eq7RLw0chYZQOQE6wMZlD073/6dMPYZFq8kJFKB5c39Nq2zy65iIGpuOxU5Oavxn0KHvGwmm9LFL+D/qvBhz5m6LJoJscmwZMKOGG6CYFbZhsjsKSt0tBg/cAKMupTrzks=
groundstate.industries.	3600	in	ns	ns-1422.awsdns-49.org.
groundstate.industries.	3600	in	ns	ns-1605.awsdns-08.co.uk.
groundstate.industries.	3600	in	ns	ns-389.awsdns-48.com.
groundstate.industries.	3600	in	ns	ns-857.awsdns-43.net.
group14.industries.	3600	in	ns	ns-1379.awsdns-44.org.
group14.industries.	3600	in	ns	ns-147.awsdns-18.com.
group14.industries.	3600	in	ns	ns-1891.awsdns-44.co.uk.
group14.industries.	3600	in	ns	ns-918.awsdns-50.net.
groupb.industries.	3600	in	ns	ns1.iwantmyname.net.
groupb.industries.	3600	in	ns	ns2.iwantmyname.net.
groupb.industries.	3600	in	ns	ns3.iwantmyname.net.
groupb.industries.	3600	in	ns	ns4.iwantmyname.net.
groupe-amida.industries.	3600	in	ds	11429 13 2 437921C608C523CF0D0226DFF0BB8044A4BE15D1C52D3DE276317659D2C070C2
groupe-amida.industries.	3600	in	ns	ns1.eurodns.com.
groupe-amida.industries.	3600	in	ns	ns2.eurodns.com.
groupe-amida.industries.	3600	in	ns	ns3.eurodns.com.
groupe-amida.industries.	3600	in	ns	ns4.eurodns.com.
groupe-amida.industries.	3600	in	rrsig	DS 8 2 3600 20250922153344 20250901143344 51426 industries. NuHlceGvh+KJS8/0Nr9P1dJ6X2ID7pB6VHCSvgJQeO6ooLoksx8D9bPltxsgQwud3xiHELnh9qb5OXCX4wS4ot3+X3pviCjMLirRI85YV5W8Bzu22YK95gmDvYg5qaJuCJ8GKvGkuwwP0/bfIKk0y3AcsykMT2Cf5LyUYF1+Jxo=
groupeamida.industries.	3600	in	ds	4904 13 2 E88C185A20FF764BFA24A4787599B01B32704048630C8AFFFC8CB30217A980A2
groupeamida.industries.	3600	in	ns	ns1.eurodns.com.
groupeamida.industries.	3600	in	ns	ns2.eurodns.com.
groupeamida.industries.	3600	in	ns	ns3.eurodns.com.
groupeamida.industries.	3600	in	ns	ns4.eurodns.com.
groupeamida.industries.	3600	in	rrsig	DS 8 2 3600 20250922153344 20250901143344 51426 industries. EnudfNWSWlJhVx/25Om3vH2mLayG7zj6MjKG+CiG7+ECvizxE0fqklSm/gBPjiyDCdCOCMAidOMTOmcajPkU8IzLx0LdmJKowlsN+z9VIeJ3jqo6RUV/jH4bvvk6pcwTqmwj4R3UMSDEn67Fn1EWvIB5yTdDX+PaiIhx4GlzzLk=
groupthink.industries.	3600	in	ns	ns1.hover.com.
groupthink.industries.	3600	in	ns	ns2.hover.com.
grove.industries.	3600	in	ns	ns-138.awsdns-17.com.
grove.industries.	3600	in	ns	ns-1529.awsdns-63.org.
grove.industries.	3600	in	ns	ns-1908.awsdns-46.co.uk.
grove.industries.	3600	in	ns	ns-794.awsdns-35.net.
grow.industries.	3600	in	ns	ns1.atom.com.
grow.industries.	3600	in	ns	ns2.atom.com.
growth.industries.	3600	in	ns	connect1.squarespacedns.com.
growth.industries.	3600	in	ns	connect2.squarespacedns.com.
grunder.industries.	3600	in	ns	dns101.registrar-servers.com.
grunder.industries.	3600	in	ns	dns102.registrar-servers.com.
gs1.industries.	3600	in	ns	dns1.registrar-servers.com.
gs1.industries.	3600	in	ns	dns2.registrar-servers.com.
gsgeqi0jg0a7737ggujh2ejuaote44hs.industries.	3600	in	nsec3	1 1 0 73 GT5CAB9M1A9LG56JFN5V464G7E6KBTVV NS DS RRSIG
gsgeqi0jg0a7737ggujh2ejuaote44hs.industries.	3600	in	rrsig	NSEC3 8 2 3600 20250922153344 20250901143344 51426 industries. bRksLURC6TDHCyrn3p0kQkgEl8oIyqIxM0mOIR4NcjMZf6lNvM0f5Tun1ft4+woIHCVwq28eqp7WKjbobflu1mubrXnc9F2FvlfW1IjRHF7mV9YgDU+eCpBxp9F/Dje2S2XkEa2mNb4tqhMciNOjiaELTt5GuN1M5P6o9SwtKhY=
gsm.industries.	3600	in	ns	ns55.worldnic.com.
gsm.industries.	3600	in	ns	ns56.worldnic.com.
gt.industries.	3600	in	ns	ns13.domaincontrol.com.
gt.industries.	3600	in	ns	ns14.domaincontrol.com.
gt5cab9m1a9lg56jfn5v464g7e6kbtvv.industries.	3600	in	nsec3	1 1 0 73 GTNHMECOK2BMGPQHEA6QCJBKQ2073881 NS DS RRSIG
gt5cab9m1a9lg56jfn5v464g7e6kbtvv.industries.	3600	in	rrsig	NSEC3 8 2 3600 20250922153344 20250901143344 51426 industries. MpAlJWX6MaQVHpSGSDYT5ZxFsEQMA6BA3stzX2Eupe1+drSAojOf2KFBrUmOQ0Hgml5Qw0MArXI9SzdSeY/xzQpm0F/zR8SLBqwzELOxYnxFYN8COQngA652vGC4V1kKN4KV2QAKgg6WPii1LL5XrkckYnn5f81GPAO2qZBqqiQ=
gtc.industries.	3600	in	ns	dns1.bigrock.in.
gtc.industries.	3600	in	ns	dns2.bigrock.in.
gtc.industries.	3600	in	ns	dns3.bigrock.in.
gtc.industries.	3600	in	ns	dns4.bigrock.in.
gtec.industries.	3600	in	ns	ns19.domaincontrol.com.
gtec.industries.	3600	in	ns	ns20.domaincontrol.com.
gtech.industries.	3600	in	ns	ns1.afternic.com.
gtech.industries.	3600	in	ns	ns2.afternic.com.
gtnhmecok2bmgpqhea6qcjbkq2073881.industries.	3600	in	nsec3	1 1 0 73 GUD8I3K3GONQ4T93ESM0JVF2S35HQ9CV NS DS RRSIG
gtnhmecok2bmgpqhea6qcjbkq2073881.industries.	3600	in	rrsig	NSEC3 8 2 3600 20250922153344 20250901143344 51426 industries. ilWRZJTNK6S8mgfH5qhaIfS4YxMDWkey6je9+2ujStf+t7PE9/1hHJzx3O7yfbv/bg3z0U4LbMsnCozVfNoqNufGJDTrpb3uu0BLJ7Ur4WFqGdM5RQJH+welJofWgm9X92SqvKRjGv48BBStwc+bao6SKOab2h5o6bpQwTC+OfE=
gtp.industries.	3600	in	ns	ns1.hover.com.
gtp.industries.	3600	in	ns	ns2.hover.com.
guaranteed.industries.	3600	in	ns	ns47.worldnic.com.
guaranteed.industries.	3600	in	ns	ns48.worldnic.com.
guard.industries.	3600	in	ns	ns1.afternic.com.
guard.industries.	3600	in	ns	ns2.afternic.com.
guardian.industries.	3600	in	ns	ns11.worldnic.com.
guardian.industries.	3600	in	ns	ns12.worldnic.com.
gud8i3k3gonq4t93esm0jvf2s35hq9cv.industries.	3600	in	nsec3	1 1 0 73 H1D9BC9VR5GGNUKUIM2D91NF9S36KCOH NS DS RRSIG
